metric,policy,lower_is_better,problem_size,platform_a,platform_a_label,platform_b,platform_b_label,a_median,b_median,a_over_b_ratio,ratio_ci95_low,ratio_ci95_high,classification,probability_a_better,cliffs_delta_a_minus_b,a_configuration,b_configuration,a_selection_status,b_selection_status,energy_domain_a,energy_domain_b,inference_scope
edp_j_s,edp_opt,True,8192,AMD,AMD CPU,5060ti,RTX 5060 Ti,57.321049020204,6.9947694311,8.194844674271081,7.886820566552082,8.265166297417402,clear_5060ti,0.0,1.0,64T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,8192,INTEL,Intel CPU,3090,RTX 3090,99.85258643626275,0.5482763006675347,182.12092391133942,169.18039283602437,184.7091583604689,clear_3090,0.0,1.0,10T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,8192,INTEL,Intel CPU,5060ti,RTX 5060 Ti,99.85258643626275,6.9947694311,14.27532207027443,13.260994639394232,14.478197607918252,clear_5060ti,0.0,1.0,10T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,8192,INTEL,Intel CPU,AMD,AMD CPU,99.85258643626275,57.321049020204,1.7419881202988388,1.6182118351832917,1.817847288988042,clear_AMD,0.0,1.0,10T,64T,tie_or_uncertain,clear_leader,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,3090,RTX 3090,5060ti,RTX 5060 Ti,34.50502702403125,536.0733924875001,0.06436623698840979,0.06348202005066492,0.06452817852021957,clear_3090,1.0,-1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,AMD,AMD CPU,3090,RTX 3090,3650.454205423579,34.50502702403125,105.79485136705432,98.71035647906113,108.17825091198172,clear_3090,0.0,1.0,64T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,AMD,AMD CPU,5060ti,RTX 5060 Ti,3650.454205423579,536.0733924875001,6.8096164752454085,6.353614198341662,6.963026935192273,clear_5060ti,0.0,1.0,64T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,INTEL,Intel CPU,3090,RTX 3090,7227.848157785047,34.50502702403125,209.4723227647718,198.7372799422322,215.55176565553052,clear_3090,0.0,1.0,10T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,INTEL,Intel CPU,5060ti,RTX 5060 Ti,7227.848157785047,536.0733924875001,13.48294516958997,12.791970859193658,13.874256031454049,clear_5060ti,0.0,1.0,10T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,INTEL,Intel CPU,AMD,AMD CPU,7227.848157785047,3650.454205423579,1.9799859828528836,1.8785156118109652,2.122090631991649,clear_AMD,0.0,1.0,10T,64T,tie_or_uncertain,tie_or_uncertain,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,3090,RTX 3090,5060ti,RTX 5060 Ti,0.6232080279688508,1.575298953483701,0.3956125449018137,0.3917615977006911,0.39998318743014993,clear_5060ti,0.0,-1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,AMD,AMD CPU,3090,RTX 3090,1.175677799044018,0.6232080279688508,1.8864933477762913,1.8603256890941966,1.9028512084211795,clear_AMD,1.0,1.0,8T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,AMD,AMD CPU,5060ti,RTX 5060 Ti,1.175677799044018,1.575298953483701,0.7463204342541209,0.7359681802087754,0.7568482012017564,clear_5060ti,0.0,-1.0,8T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,INTEL,Intel CPU,3090,RTX 3090,4.272967093580941,0.6232080279688508,6.8564057294116125,5.459623185257677,8.236969871486846,clear_INTEL,1.0,1.0,16T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,INTEL,Intel CPU,5060ti,RTX 5060 Ti,4.272967093580941,1.575298953483701,2.712480119491904,2.159895422524736,3.2586486131384764,clear_INTEL,1.0,1.0,16T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,INTEL,Intel CPU,AMD,AMD CPU,4.272967093580941,1.175677799044018,3.634471193600347,2.894059070864587,4.366286200370753,clear_INTEL,1.0,1.0,16T,8T,tie_or_uncertain,tie_or_uncertain,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,3090,RTX 3090,5060ti,RTX 5060 Ti,4.5442279333648825,10.019258055377051,0.45354934549531084,0.43733977412393027,0.4775339677782689,clear_5060ti,0.0,-1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,AMD,AMD CPU,3090,RTX 3090,2.579046268402382,4.5442279333648825,0.567543333261601,0.557098922260624,0.5754562067181636,clear_3090,0.0,-1.0,4T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,AMD,AMD CPU,5060ti,RTX 5060 Ti,2.579046268402382,10.019258055377051,0.2574089073410262,0.24917389231267162,0.2710212198185167,clear_5060ti,0.0,-1.0,4T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,INTEL,Intel CPU,3090,RTX 3090,3.4301829756273423,4.5442279333648825,0.7548439527960432,0.7128636241368105,0.7830335768369177,clear_3090,0.0,-1.0,4T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,INTEL,Intel CPU,5060ti,RTX 5060 Ti,3.4301829756273423,10.019258055377051,0.3423589807417387,0.3176102389569589,0.3604636278321268,clear_5060ti,0.0,-1.0,4T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,INTEL,Intel CPU,AMD,AMD CPU,3.4301829756273423,2.579046268402382,1.3300199448349588,1.262011288505734,1.3815623086938797,clear_INTEL,1.0,1.0,4T,4T,tie_or_uncertain,clear_leader,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,3090,RTX 3090,5060ti,RTX 5060 Ti,16.848009768880733,26.886781421894845,0.6266279888436482,0.6179359708820102,0.6326609507245835,clear_5060ti,0.0,-1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,AMD,AMD CPU,3090,RTX 3090,3.1959166956058334,16.848009768880733,0.18969105190744132,0.18860844836109555,0.1923592863330697,clear_3090,0.0,-1.0,4T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,AMD,AMD CPU,5060ti,RTX 5060 Ti,3.1959166956058334,26.886781421894845,0.11886572235839604,0.11761353825254568,0.12076130217583957,clear_5060ti,0.0,-1.0,4T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,INTEL,Intel CPU,3090,RTX 3090,6.088267957926105,16.848009768880733,0.36136422292272735,0.3512199751045598,0.39306093386779384,clear_3090,0.0,-1.0,8T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,INTEL,Intel CPU,5060ti,RTX 5060 Ti,6.088267957926105,26.886781421894845,0.2264409362501164,0.22008426664148653,0.2463029824825819,clear_5060ti,0.0,-1.0,8T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,INTEL,Intel CPU,AMD,AMD CPU,6.088267957926105,3.1959166956058334,1.9050145976261073,1.8515368625607898,2.0721110981006405,clear_INTEL,1.0,1.0,8T,4T,clear_leader,clear_leader,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,512,3090,RTX 3090,5060ti,RTX 5060 Ti,37.21339537958258,35.85277904177093,1.0379500940840998,1.0055084378306292,1.0508873665785816,uncertain_3090_advantage,1.0,1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,512,AMD,AMD CPU,3090,RTX 3090,4.137360776378896,37.21339537958258,0.11117934104580234,0.10782407060939264,0.11508799890780934,clear_3090,0.0,-1.0,16T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,512,AMD,AMD CPU,5060ti,RTX 5060 Ti,4.137360776378896,35.85277904177093,0.11539860749869876,0.11145671425443025,0.11945559929431147,clear_5060ti,0.0,-1.0,16T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,512,INTEL,Intel CPU,3090,RTX 3090,7.08460522290046,37.21339537958258,0.19037782364754288,0.18612702332713207,0.19338601134684982,clear_3090,0.0,-1.0,8T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,512,INTEL,Intel CPU,5060ti,RTX 5060 Ti,7.08460522290046,35.85277904177093,0.1976026799664933,0.1911420090555996,0.20072502867201156,clear_5060ti,0.0,-1.0,8T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
