platform,platform_label_leader,problem_size,policy,exact_configuration,selection_status,selected_configuration_stable,runtime_s_session_cv_pct,energy_j_session_cv_pct,throughput_gflops_session_cv_pct
AMD,AMD CPU,512,efficiency_opt,16T,clear_leader,False,5.078135499711326,2.4128686286898446,5.0212261168567895
INTEL,Intel CPU,512,efficiency_opt,8T,tie_or_uncertain,True,3.953522702461808,1.4211277035954473,3.9849079437960655
3090,RTX 3090,512,energy_opt,gpu_resident,single_configuration,True,0.2662193025792478,0.5992302516608579,0.2663809135367323
5060ti,RTX 5060 Ti,512,energy_opt,gpu_resident,single_configuration,True,1.3520591005167746,1.6399165693912348,1.361584871314968
AMD,AMD CPU,512,energy_opt,16T,clear_leader,False,5.078135499711326,2.4128686286898446,5.0212261168567895
INTEL,Intel CPU,512,energy_opt,8T,tie_or_uncertain,True,3.953522702461808,1.4211277035954473,3.9849079437960655
3090,RTX 3090,512,runtime_opt,gpu_resident,single_configuration,True,0.2662193025792478,0.5992302516608579,0.2663809135367323
5060ti,RTX 5060 Ti,512,runtime_opt,gpu_resident,single_configuration,True,1.3520591005167746,1.6399165693912348,1.361584871314968
AMD,AMD CPU,512,runtime_opt,16T,tie_or_uncertain,False,5.078135499711326,2.4128686286898446,5.0212261168567895
INTEL,Intel CPU,512,runtime_opt,16T,tie_or_uncertain,False,7.707923866625062,4.895470531583963,7.110043169664097
3090,RTX 3090,512,throughput_opt,gpu_resident,single_configuration,True,0.2662193025792478,0.5992302516608579,0.2663809135367323
5060ti,RTX 5060 Ti,512,throughput_opt,gpu_resident,single_configuration,True,1.3520591005167746,1.6399165693912348,1.361584871314968
AMD,AMD CPU,512,throughput_opt,16T,tie_or_uncertain,False,5.078135499711326,2.4128686286898446,5.0212261168567895
INTEL,Intel CPU,512,throughput_opt,16T,tie_or_uncertain,False,7.707923866625062,4.895470531583963,7.110043169664097
3090,RTX 3090,1024,edp_opt,gpu_resident,single_configuration,True,0.0956269250150038,0.6122968447193926,0.0955947300225669
5060ti,RTX 5060 Ti,1024,edp_opt,gpu_resident,single_configuration,True,0.204306671185789,1.2953334023022802,0.2037487421629931
AMD,AMD CPU,1024,edp_opt,16T,tie_or_uncertain,True,1.1444765381724178,0.6386222832920541,1.1446701797159613
INTEL,Intel CPU,1024,edp_opt,8T,clear_leader,True,3.952191771635359,1.316977812893221,3.890769225290767
3090,RTX 3090,1024,efficiency_opt,gpu_resident,single_configuration,True,0.0956269250150038,0.6122968447193926,0.0955947300225669
5060ti,RTX 5060 Ti,1024,efficiency_opt,gpu_resident,single_configuration,True,0.204306671185789,1.2953334023022802,0.2037487421629931
AMD,AMD CPU,1024,efficiency_opt,16T,clear_leader,True,1.1444765381724178,0.6386222832920541,1.1446701797159613
INTEL,Intel CPU,1024,efficiency_opt,8T,clear_leader,True,3.952191771635359,1.316977812893221,3.890769225290767
3090,RTX 3090,1024,energy_opt,gpu_resident,single_configuration,True,0.0956269250150038,0.6122968447193926,0.0955947300225669
5060ti,RTX 5060 Ti,1024,energy_opt,gpu_resident,single_configuration,True,0.204306671185789,1.2953334023022802,0.2037487421629931
AMD,AMD CPU,1024,energy_opt,16T,clear_leader,True,1.1444765381724178,0.6386222832920541,1.1446701797159613
INTEL,Intel CPU,1024,energy_opt,8T,clear_leader,True,3.952191771635359,1.316977812893221,3.890769225290767
3090,RTX 3090,1024,runtime_opt,gpu_resident,single_configuration,True,0.0956269250150038,0.6122968447193926,0.0955947300225669
5060ti,RTX 5060 Ti,1024,runtime_opt,gpu_resident,single_configuration,True,0.204306671185789,1.2953334023022802,0.2037487421629931
AMD,AMD CPU,1024,runtime_opt,64T,tie_or_uncertain,True,4.280923544140973,4.273879289296107,4.086350339226229
INTEL,Intel CPU,1024,runtime_opt,8T,clear_leader,True,3.952191771635359,1.316977812893221,3.890769225290767
3090,RTX 3090,1024,throughput_opt,gpu_resident,single_configuration,True,0.0956269250150038,0.6122968447193926,0.0955947300225669
5060ti,RTX 5060 Ti,1024,throughput_opt,gpu_resident,single_configuration,True,0.204306671185789,1.2953334023022802,0.2037487421629931
AMD,AMD CPU,1024,throughput_opt,64T,tie_or_uncertain,True,4.280923544140973,4.273879289296107,4.086350339226229
INTEL,Intel CPU,1024,throughput_opt,8T,clear_leader,True,3.952191771635359,1.316977812893221,3.890769225290767
3090,RTX 3090,2048,edp_opt,gpu_resident,single_configuration,True,0.0903858404951322,0.5920147302715508,0.0903446078983227
5060ti,RTX 5060 Ti,2048,edp_opt,gpu_resident,single_configuration,True,0.2339417915362291,1.1994048230898828,0.2337058637101307
AMD,AMD CPU,2048,edp_opt,64T,clear_leader,True,0.9515587087869868,1.872930341445404,0.9529412328343194
INTEL,Intel CPU,2048,edp_opt,8T,clear_leader,True,4.4319661907396055,2.411837184166456,4.348414404724942
3090,RTX 3090,2048,efficiency_opt,gpu_resident,single_configuration,True,0.0903858404951322,0.5920147302715508,0.0903446078983227
5060ti,RTX 5060 Ti,2048,efficiency_opt,gpu_resident,single_configuration,True,0.2339417915362291,1.1994048230898828,0.2337058637101307
AMD,AMD CPU,2048,efficiency_opt,64T,clear_leader,True,0.9515587087869868,1.872930341445404,0.9529412328343194
INTEL,Intel CPU,2048,efficiency_opt,8T,clear_leader,True,4.4319661907396055,2.411837184166456,4.348414404724942
3090,RTX 3090,2048,energy_opt,gpu_resident,single_configuration,True,0.0903858404951322,0.5920147302715508,0.0903446078983227
5060ti,RTX 5060 Ti,2048,energy_opt,gpu_resident,single_configuration,True,0.2339417915362291,1.1994048230898828,0.2337058637101307
AMD,AMD CPU,2048,energy_opt,64T,clear_leader,True,0.9515587087869868,1.872930341445404,0.9529412328343194
INTEL,Intel CPU,2048,energy_opt,8T,clear_leader,True,4.4319661907396055,2.411837184166456,4.348414404724942
3090,RTX 3090,2048,runtime_opt,gpu_resident,single_configuration,True,0.0903858404951322,0.5920147302715508,0.0903446078983227
5060ti,RTX 5060 Ti,2048,runtime_opt,gpu_resident,single_configuration,True,0.2339417915362291,1.1994048230898828,0.2337058637101307
AMD,AMD CPU,2048,runtime_opt,64T,tie_or_uncertain,True,0.9515587087869868,1.872930341445404,0.9529412328343194
INTEL,Intel CPU,2048,runtime_opt,8T,tie_or_uncertain,True,4.4319661907396055,2.411837184166456,4.348414404724942
3090,RTX 3090,2048,throughput_opt,gpu_resident,single_configuration,True,0.0903858404951322,0.5920147302715508,0.0903446078983227
5060ti,RTX 5060 Ti,2048,throughput_opt,gpu_resident,single_configuration,True,0.2339417915362291,1.1994048230898828,0.2337058637101307
AMD,AMD CPU,2048,throughput_opt,64T,tie_or_uncertain,True,0.9515587087869868,1.872930341445404,0.9529412328343194
INTEL,Intel CPU,2048,throughput_opt,8T,tie_or_uncertain,True,4.4319661907396055,2.411837184166456,4.348414404724942
3090,RTX 3090,4096,edp_opt,gpu_resident,single_configuration,True,0.1491858722818307,0.3737570365917182,0.1491086422247725
5060ti,RTX 5060 Ti,4096,edp_opt,gpu_resident,single_configuration,True,0.2032053686555284,1.6122339701377588,0.2037591458767325
AMD,AMD CPU,4096,edp_opt,64T,tie_or_uncertain,True,3.1333902454938087,2.127106721659056,3.091260807100762
INTEL,Intel CPU,4096,edp_opt,10T,clear_leader,True,2.301306082657014,1.7129266615531464,2.2680643559210445
3090,RTX 3090,4096,efficiency_opt,gpu_resident,single_configuration,True,0.1491858722818307,0.3737570365917182,0.1491086422247725
5060ti,RTX 5060 Ti,4096,efficiency_opt,gpu_resident,single_configuration,True,0.2032053686555284,1.6122339701377588,0.2037591458767325
AMD,AMD CPU,4096,efficiency_opt,64T,clear_leader,True,3.1333902454938087,2.127106721659056,3.091260807100762
INTEL,Intel CPU,4096,efficiency_opt,8T,tie_or_uncertain,True,4.699716136965543,1.8424110631674029,4.667714989269927
3090,RTX 3090,4096,energy_opt,gpu_resident,single_configuration,True,0.1491858722818307,0.3737570365917182,0.1491086422247725
5060ti,RTX 5060 Ti,4096,energy_opt,gpu_resident,single_configuration,True,0.2032053686555284,1.6122339701377588,0.2037591458767325
AMD,AMD CPU,4096,energy_opt,64T,clear_leader,True,3.1333902454938087,2.127106721659056,3.091260807100762
INTEL,Intel CPU,4096,energy_opt,8T,tie_or_uncertain,True,4.699716136965543,1.8424110631674029,4.667714989269927
3090,RTX 3090,4096,runtime_opt,gpu_resident,single_configuration,True,0.1491858722818307,0.3737570365917182,0.1491086422247725
5060ti,RTX 5060 Ti,4096,runtime_opt,gpu_resident,single_configuration,True,0.2032053686555284,1.6122339701377588,0.2037591458767325
AMD,AMD CPU,4096,runtime_opt,32T,clear_leader,True,2.3100376322464684,1.715608013988154,2.293067002425095
INTEL,Intel CPU,4096,runtime_opt,10T,tie_or_uncertain,True,2.301306082657014,1.7129266615531464,2.2680643559210445
3090,RTX 3090,4096,throughput_opt,gpu_resident,single_configuration,True,0.1491858722818307,0.3737570365917182,0.1491086422247725
5060ti,RTX 5060 Ti,4096,throughput_opt,gpu_resident,single_configuration,True,0.2032053686555284,1.6122339701377588,0.2037591458767325
AMD,AMD CPU,4096,throughput_opt,32T,clear_leader,True,2.3100376322464684,1.715608013988154,2.293067002425095
INTEL,Intel CPU,4096,throughput_opt,10T,tie_or_uncertain,True,2.301306082657014,1.7129266615531464,2.2680643559210445
3090,RTX 3090,8192,edp_opt,gpu_resident,single_configuration,True,0.0762984753558218,0.3589434259531408,0.076251727249536
5060ti,RTX 5060 Ti,8192,edp_opt,gpu_resident,single_configuration,True,0.0010267441863771,0.3681991887833019,0.0010267491251836
AMD,AMD CPU,8192,edp_opt,64T,clear_leader,True,1.1940741423652654,0.953805684670102,1.2012458931907626
INTEL,Intel CPU,8192,edp_opt,10T,tie_or_uncertain,True,3.762680957695399,2.203729544461992,3.7227406333257775
3090,RTX 3090,8192,efficiency_opt,gpu_resident,single_configuration,True,0.0762984753558218,0.3589434259531408,0.076251727249536
5060ti,RTX 5060 Ti,8192,efficiency_opt,gpu_resident,single_configuration,True,0.0010267441863771,0.3681991887833019,0.0010267491251836
AMD,AMD CPU,8192,efficiency_opt,64T,clear_leader,True,1.1940741423652654,0.953805684670102,1.2012458931907626
INTEL,Intel CPU,8192,efficiency_opt,8T,tie_or_uncertain,False,5.132805222222212,2.874825722205285,5.0865849225035
3090,RTX 3090,8192,energy_opt,gpu_resident,single_configuration,True,0.0762984753558218,0.3589434259531408,0.076251727249536
5060ti,RTX 5060 Ti,8192,energy_opt,gpu_resident,single_configuration,True,0.0010267441863771,0.3681991887833019,0.0010267491251836
AMD,AMD CPU,8192,energy_opt,64T,clear_leader,True,1.1940741423652654,0.953805684670102,1.2012458931907626
INTEL,Intel CPU,8192,energy_opt,8T,tie_or_uncertain,False,5.132805222222212,2.874825722205285,5.0865849225035
3090,RTX 3090,8192,runtime_opt,gpu_resident,single_configuration,True,0.0762984753558218,0.3589434259531408,0.076251727249536
5060ti,RTX 5060 Ti,8192,runtime_opt,gpu_resident,single_configuration,True,0.0010267441863771,0.3681991887833019,0.0010267491251836
AMD,AMD CPU,8192,runtime_opt,32T,tie_or_uncertain,True,2.340058570271298,2.5073607355246312,2.298309695060764
INTEL,Intel CPU,8192,runtime_opt,10T,clear_leader,True,3.762680957695399,2.203729544461992,3.7227406333257775
3090,RTX 3090,8192,throughput_opt,gpu_resident,single_configuration,True,0.0762984753558218,0.3589434259531408,0.076251727249536
5060ti,RTX 5060 Ti,8192,throughput_opt,gpu_resident,single_configuration,True,0.0010267441863771,0.3681991887833019,0.0010267491251836
AMD,AMD CPU,8192,throughput_opt,32T,tie_or_uncertain,True,2.340058570271298,2.5073607355246312,2.298309695060764
INTEL,Intel CPU,8192,throughput_opt,10T,clear_leader,True,3.762680957695399,2.203729544461992,3.7227406333257775
3090,RTX 3090,16384,edp_opt,gpu_resident,single_configuration,True,0.1846394799062651,0.4464049467358322,0.1846914970170662
5060ti,RTX 5060 Ti,16384,edp_opt,gpu_resident,single_configuration,True,0.0020139913063696,0.615831715853744,0.0020139601573068
AMD,AMD CPU,16384,edp_opt,64T,tie_or_uncertain,True,1.6905805084436625,1.7987550709574789,1.7200181790091382
INTEL,Intel CPU,16384,edp_opt,10T,tie_or_uncertain,True,3.3357498573363142,3.180555019807575,3.285294391327996
3090,RTX 3090,16384,efficiency_opt,gpu_resident,single_configuration,True,0.1846394799062651,0.4464049467358322,0.1846914970170662
5060ti,RTX 5060 Ti,16384,efficiency_opt,gpu_resident,single_configuration,True,0.0020139913063696,0.615831715853744,0.0020139601573068
AMD,AMD CPU,16384,efficiency_opt,64T,clear_leader,True,1.6905805084436625,1.7987550709574789,1.7200181790091382
INTEL,Intel CPU,16384,efficiency_opt,8T,tie_or_uncertain,True,2.6683436538411245,2.84749435508638,2.7053001186807752
3090,RTX 3090,16384,energy_opt,gpu_resident,single_configuration,True,0.1846394799062651,0.4464049467358322,0.1846914970170662
5060ti,RTX 5060 Ti,16384,energy_opt,gpu_resident,single_configuration,True,0.0020139913063696,0.615831715853744,0.0020139601573068
AMD,AMD CPU,16384,energy_opt,64T,clear_leader,True,1.6905805084436625,1.7987550709574789,1.7200181790091382
INTEL,Intel CPU,16384,energy_opt,8T,tie_or_uncertain,True,2.6683436538411245,2.84749435508638,2.7053001186807752
3090,RTX 3090,16384,runtime_opt,gpu_resident,single_configuration,True,0.1846394799062651,0.4464049467358322,0.1846914970170662
5060ti,RTX 5060 Ti,16384,runtime_opt,gpu_resident,single_configuration,True,0.0020139913063696,0.615831715853744,0.0020139601573068
AMD,AMD CPU,16384,runtime_opt,32T,clear_leader,True,1.091909890417787,1.1458483336426837,1.098903161163403
INTEL,Intel CPU,16384,runtime_opt,10T,tie_or_uncertain,True,3.3357498573363142,3.180555019807575,3.285294391327996
3090,RTX 3090,16384,throughput_opt,gpu_resident,single_configuration,True,0.1846394799062651,0.4464049467358322,0.1846914970170662
5060ti,RTX 5060 Ti,16384,throughput_opt,gpu_resident,single_configuration,True,0.0020139913063696,0.615831715853744,0.0020139601573068
AMD,AMD CPU,16384,throughput_opt,32T,clear_leader,True,1.091909890417787,1.1458483336426837,1.098903161163403
INTEL,Intel CPU,16384,throughput_opt,10T,tie_or_uncertain,True,3.3357498573363142,3.180555019807575,3.285294391327996
