STREAM | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | platform=INTEL | session=stream_intel_20260720_234432_session5 | reps=10 | configs=63 | DRAM-RAPL=yes
[STREAM] N=1000000 threads=10 rep=3 batches=19160 time=1.003 s | package=149.438 J | dram=0.000000 | total=149.438 J | power=149.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=4 batches=19160 time=1.003 s | package=149.207 J | dram=0.000000 | total=149.207 J | power=148.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=5 batches=19160 time=1.001 s | package=149.266 J | dram=0.000000 | total=149.266 J | power=149.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=6 batches=19160 time=1.001 s | package=149.457 J | dram=0.000000 | total=149.457 J | power=149.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=7 batches=19160 time=1.001 s | package=149.549 J | dram=0.000000 | total=149.549 J | power=149.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=8 batches=19160 time=1.000 s | package=149.525 J | dram=0.000000 | total=149.525 J | power=149.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=9 batches=19160 time=1.001 s | package=149.543 J | dram=0.000000 | total=149.543 J | power=149.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=10 batches=19160 time=1.001 s | package=149.670 J | dram=0.000031 | total=149.670 J | power=149.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=8000000 threads=1 rep=1 batches=171 time=1.000 s | package=47.886 J | dram=0.858835 | total=48.745 J | power=48.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=2 batches=171 time=0.999 s | package=47.740 J | dram=0.860992 | total=48.601 J | power=48.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=3 batches=171 time=0.999 s | package=47.195 J | dram=0.876323 | total=48.071 J | power=48.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=4 batches=171 time=0.999 s | package=46.166 J | dram=0.854383 | total=47.020 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=5 batches=171 time=0.999 s | package=46.223 J | dram=0.869116 | total=47.092 J | power=47.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=6 batches=171 time=0.998 s | package=46.343 J | dram=0.875649 | total=47.219 J | power=47.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=7 batches=171 time=0.999 s | package=46.475 J | dram=0.864817 | total=47.339 J | power=47.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=8 batches=171 time=0.998 s | package=46.989 J | dram=0.852485 | total=47.841 J | power=47.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=9 batches=171 time=0.998 s | package=46.693 J | dram=0.840292 | total=47.533 J | power=47.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=1 rep=10 batches=171 time=0.998 s | package=47.802 J | dram=0.852761 | total=48.654 J | power=48.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=32000000 threads=1 rep=1 batches=40 time=1.006 s | package=47.098 J | dram=0.793810 | total=47.892 J | power=47.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=2 batches=40 time=1.007 s | package=49.030 J | dram=0.811848 | total=49.841 J | power=49.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=3 batches=40 time=1.005 s | package=48.180 J | dram=0.824043 | total=49.004 J | power=48.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=4 batches=40 time=1.005 s | package=46.840 J | dram=0.810120 | total=47.650 J | power=47.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=5 batches=40 time=1.005 s | package=46.371 J | dram=0.811436 | total=47.182 J | power=46.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=6 batches=40 time=1.005 s | package=46.441 J | dram=0.802607 | total=47.244 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=7 batches=40 time=1.006 s | package=46.534 J | dram=0.802898 | total=47.337 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=8 batches=40 time=1.005 s | package=46.505 J | dram=0.808207 | total=47.314 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=9 batches=40 time=1.005 s | package=46.432 J | dram=0.822757 | total=47.254 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=10 batches=40 time=1.005 s | package=46.398 J | dram=0.809064 | total=47.207 J | power=47.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=4000000 threads=16 rep=1 batches=777 time=1.001 s | package=110.177 J | dram=2.248978 | total=112.426 J | power=112.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=2 batches=777 time=1.001 s | package=110.642 J | dram=2.272784 | total=112.915 J | power=112.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=3 batches=777 time=1.001 s | package=110.288 J | dram=2.273672 | total=112.562 J | power=112.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=4 batches=777 time=1.001 s | package=110.245 J | dram=2.251028 | total=112.496 J | power=112.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=5 batches=777 time=1.002 s | package=110.407 J | dram=2.266435 | total=112.674 J | power=112.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=6 batches=777 time=1.001 s | package=110.409 J | dram=2.267307 | total=112.676 J | power=112.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=7 batches=777 time=1.002 s | package=110.408 J | dram=2.250630 | total=112.659 J | power=112.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=8 batches=777 time=1.001 s | package=110.399 J | dram=2.271852 | total=112.671 J | power=112.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=9 batches=777 time=1.001 s | package=110.521 J | dram=2.283907 | total=112.805 J | power=112.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=10 batches=777 time=1.001 s | package=110.625 J | dram=2.262167 | total=112.887 J | power=112.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=8000000 threads=2 rep=1 batches=269 time=1.003 s | package=61.277 J | dram=1.553730 | total=62.830 J | power=62.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=2 batches=269 time=1.003 s | package=60.389 J | dram=1.545132 | total=61.934 J | power=61.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=3 batches=269 time=1.004 s | package=60.025 J | dram=1.547320 | total=61.572 J | power=61.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=4 batches=269 time=1.015 s | package=61.432 J | dram=1.547626 | total=62.979 J | power=62.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=5 batches=269 time=1.009 s | package=61.183 J | dram=1.528791 | total=62.712 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=6 batches=269 time=1.010 s | package=61.560 J | dram=1.535891 | total=63.096 J | power=62.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=7 batches=269 time=1.006 s | package=61.117 J | dram=1.543571 | total=62.661 J | power=62.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=8 batches=269 time=1.003 s | package=60.959 J | dram=1.563079 | total=62.522 J | power=62.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=9 batches=269 time=1.003 s | package=60.831 J | dram=1.553792 | total=62.385 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=10 batches=269 time=1.004 s | package=60.866 J | dram=1.539011 | total=62.405 J | power=62.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=64000000 threads=1 rep=1 batches=20 time=1.005 s | package=46.343 J | dram=0.830300 | total=47.173 J | power=46.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=2 batches=20 time=1.006 s | package=46.484 J | dram=0.831264 | total=47.315 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=3 batches=20 time=1.006 s | package=46.490 J | dram=0.846993 | total=47.336 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=4 batches=20 time=1.006 s | package=46.580 J | dram=0.850145 | total=47.430 J | power=47.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=5 batches=20 time=1.006 s | package=46.441 J | dram=0.826078 | total=47.267 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=6 batches=20 time=1.006 s | package=46.397 J | dram=0.836803 | total=47.234 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=7 batches=20 time=1.006 s | package=46.472 J | dram=0.828112 | total=47.300 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=8 batches=20 time=1.006 s | package=46.513 J | dram=0.821320 | total=47.334 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=9 batches=20 time=1.006 s | package=46.413 J | dram=0.830912 | total=47.244 J | power=46.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=10 batches=20 time=1.006 s | package=46.578 J | dram=0.836604 | total=47.414 J | power=47.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=4000000 threads=10 rep=1 batches=813 time=1.000 s | package=116.002 J | dram=2.211508 | total=118.213 J | power=118.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=2 batches=813 time=1.002 s | package=115.935 J | dram=2.199696 | total=118.135 J | power=117.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=3 batches=813 time=1.001 s | package=116.177 J | dram=2.197202 | total=118.374 J | power=118.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=4 batches=813 time=1.002 s | package=116.206 J | dram=2.207178 | total=118.413 J | power=118.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=5 batches=813 time=1.001 s | package=116.312 J | dram=2.175691 | total=118.487 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=6 batches=813 time=1.001 s | package=116.383 J | dram=2.186798 | total=118.569 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=7 batches=813 time=1.001 s | package=116.199 J | dram=2.192613 | total=118.392 J | power=118.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=8 batches=813 time=1.002 s | package=116.430 J | dram=2.207988 | total=118.638 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=9 batches=813 time=1.001 s | package=116.524 J | dram=2.241818 | total=118.766 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=10 batches=813 time=1.002 s | package=116.678 J | dram=2.217750 | total=118.895 J | power=118.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=128000000 threads=10 rep=1 batches=18 time=1.032 s | package=120.670 J | dram=2.095504 | total=122.765 J | power=119.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=2 batches=18 time=1.032 s | package=120.561 J | dram=2.111875 | total=122.673 J | power=118.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=3 batches=18 time=1.033 s | package=120.195 J | dram=2.111936 | total=122.307 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=4 batches=18 time=1.032 s | package=120.724 J | dram=2.102740 | total=122.827 J | power=119.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=5 batches=18 time=1.033 s | package=120.825 J | dram=2.101317 | total=122.927 J | power=119.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=6 batches=18 time=1.032 s | package=121.863 J | dram=2.075644 | total=123.939 J | power=120.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=7 batches=18 time=1.032 s | package=120.932 J | dram=2.082697 | total=123.015 J | power=119.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=8 batches=18 time=1.032 s | package=121.088 J | dram=2.086399 | total=123.175 J | power=119.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=9 batches=18 time=1.032 s | package=121.300 J | dram=2.089384 | total=123.389 J | power=119.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=10 batches=18 time=1.032 s | package=122.779 J | dram=2.067948 | total=124.847 J | power=121.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=32000000 threads=4 rep=1 batches=73 time=1.013 s | package=76.705 J | dram=1.833797 | total=78.538 J | power=77.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=2 batches=73 time=1.014 s | package=76.354 J | dram=1.880202 | total=78.234 J | power=77.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=3 batches=73 time=1.013 s | package=77.154 J | dram=1.874448 | total=79.028 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=4 batches=73 time=1.013 s | package=77.222 J | dram=1.862637 | total=79.085 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=5 batches=73 time=1.013 s | package=76.700 J | dram=1.879482 | total=78.580 J | power=77.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=6 batches=73 time=1.013 s | package=76.541 J | dram=1.871236 | total=78.413 J | power=77.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=7 batches=73 time=1.020 s | package=77.543 J | dram=1.858705 | total=79.402 J | power=77.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=8 batches=73 time=1.018 s | package=78.410 J | dram=1.867886 | total=80.277 J | power=78.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=9 batches=73 time=1.022 s | package=77.660 J | dram=1.835006 | total=79.495 J | power=77.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=10 batches=73 time=1.018 s | package=78.015 J | dram=1.862607 | total=79.878 J | power=78.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=16000000 threads=2 rep=1 batches=126 time=1.002 s | package=60.848 J | dram=1.580505 | total=62.429 J | power=62.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=2 batches=126 time=1.003 s | package=59.776 J | dram=1.590083 | total=61.366 J | power=61.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=3 batches=126 time=1.002 s | package=59.297 J | dram=1.660524 | total=60.958 J | power=60.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=4 batches=126 time=1.003 s | package=60.032 J | dram=1.592333 | total=61.625 J | power=61.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=5 batches=126 time=1.005 s | package=60.410 J | dram=1.596616 | total=62.007 J | power=61.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=6 batches=126 time=1.009 s | package=61.735 J | dram=1.578287 | total=63.313 J | power=62.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=7 batches=126 time=1.006 s | package=61.800 J | dram=1.570147 | total=63.370 J | power=63.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=8 batches=126 time=1.010 s | package=61.470 J | dram=1.572366 | total=63.042 J | power=62.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=9 batches=126 time=1.012 s | package=61.035 J | dram=1.548498 | total=62.583 J | power=61.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=10 batches=126 time=1.003 s | package=59.130 J | dram=1.587023 | total=60.717 J | power=60.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=4000000 threads=1 rep=1 batches=375 time=1.001 s | package=46.363 J | dram=0.816913 | total=47.180 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=2 batches=375 time=1.002 s | package=47.716 J | dram=0.818229 | total=48.535 J | power=48.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=3 batches=375 time=1.002 s | package=47.760 J | dram=0.805744 | total=48.566 J | power=48.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=4 batches=375 time=1.002 s | package=46.160 J | dram=0.817846 | total=46.978 J | power=46.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=5 batches=375 time=1.002 s | package=46.164 J | dram=0.790796 | total=46.955 J | power=46.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=6 batches=375 time=1.001 s | package=46.113 J | dram=0.769590 | total=46.882 J | power=46.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=7 batches=375 time=1.002 s | package=47.554 J | dram=0.786650 | total=48.340 J | power=48.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=8 batches=375 time=1.001 s | package=47.730 J | dram=0.793321 | total=48.523 J | power=48.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=9 batches=375 time=1.001 s | package=47.721 J | dram=0.799425 | total=48.520 J | power=48.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=1 rep=10 batches=375 time=1.001 s | package=47.635 J | dram=0.796641 | total=48.432 J | power=48.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=16000000 threads=4 rep=1 batches=149 time=1.001 s | package=74.298 J | dram=1.857037 | total=76.155 J | power=76.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=2 batches=149 time=1.001 s | package=74.724 J | dram=1.883859 | total=76.608 J | power=76.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=3 batches=149 time=1.000 s | package=75.140 J | dram=1.887148 | total=77.027 J | power=77.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=4 batches=149 time=1.000 s | package=75.241 J | dram=1.858812 | total=77.100 J | power=77.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=5 batches=149 time=1.000 s | package=75.052 J | dram=1.866218 | total=76.918 J | power=76.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=6 batches=149 time=1.000 s | package=75.181 J | dram=1.882008 | total=77.063 J | power=77.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=7 batches=149 time=1.000 s | package=74.931 J | dram=1.847445 | total=76.779 J | power=76.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=8 batches=149 time=1.000 s | package=74.700 J | dram=1.863142 | total=76.563 J | power=76.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=9 batches=149 time=1.002 s | package=76.180 J | dram=1.903412 | total=78.083 J | power=77.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=10 batches=149 time=1.000 s | package=74.926 J | dram=1.892212 | total=76.818 J | power=76.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=32000000 threads=10 rep=1 batches=71 time=1.011 s | package=117.576 J | dram=2.159626 | total=119.735 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=2 batches=71 time=1.012 s | package=117.113 J | dram=2.162166 | total=119.275 J | power=117.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=3 batches=71 time=1.012 s | package=118.198 J | dram=2.175323 | total=120.373 J | power=118.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=4 batches=71 time=1.013 s | package=118.443 J | dram=2.184748 | total=120.628 J | power=119.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=5 batches=71 time=1.012 s | package=118.142 J | dram=2.167245 | total=120.309 J | power=118.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=6 batches=71 time=1.012 s | package=118.238 J | dram=2.158172 | total=120.396 J | power=119.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=7 batches=71 time=1.012 s | package=118.356 J | dram=2.148395 | total=120.505 J | power=119.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=8 batches=71 time=1.012 s | package=118.721 J | dram=2.172386 | total=120.893 J | power=119.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=9 batches=71 time=1.012 s | package=119.603 J | dram=2.173288 | total=121.776 J | power=120.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=10 rep=10 batches=71 time=1.012 s | package=118.437 J | dram=2.187028 | total=120.624 J | power=119.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=1000000 threads=2 rep=1 batches=3720 time=1.004 s | package=63.798 J | dram=0.507333 | total=64.306 J | power=64.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=2 batches=3720 time=0.999 s | package=63.063 J | dram=0.510515 | total=63.574 J | power=63.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=3 batches=3720 time=0.996 s | package=62.414 J | dram=0.519252 | total=62.933 J | power=63.2 W | runtime=in_range | checksum=OK
