STREAM | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | platform=INTEL | session=stream_intel_20260720_234432_session2 | reps=10 | configs=63 | DRAM-RAPL=yes
[STREAM] N=256000000 threads=16 rep=4 batches=9 time=1.048 s | package=115.771 J | dram=2.214139 | total=117.986 J | power=112.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=5 batches=9 time=1.047 s | package=115.209 J | dram=2.205939 | total=117.415 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=6 batches=9 time=1.048 s | package=115.207 J | dram=2.186661 | total=117.394 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=7 batches=9 time=1.048 s | package=115.221 J | dram=2.264308 | total=117.485 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=8 batches=9 time=1.048 s | package=115.484 J | dram=2.192796 | total=117.677 J | power=112.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=9 batches=9 time=1.048 s | package=115.066 J | dram=2.216358 | total=117.283 J | power=111.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=10 batches=9 time=1.048 s | package=114.993 J | dram=2.188681 | total=117.182 J | power=111.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=256000000 threads=8 rep=1 batches=9 time=1.041 s | package=108.731 J | dram=1.934869 | total=110.666 J | power=106.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=2 batches=9 time=1.041 s | package=108.494 J | dram=1.893283 | total=110.387 J | power=106.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=3 batches=9 time=1.046 s | package=108.778 J | dram=1.887424 | total=110.666 J | power=105.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=4 batches=9 time=1.049 s | package=108.804 J | dram=1.898592 | total=110.703 J | power=105.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=5 batches=9 time=1.047 s | package=108.401 J | dram=1.897139 | total=110.298 J | power=105.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=6 batches=9 time=1.044 s | package=107.933 J | dram=1.901194 | total=109.835 J | power=105.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=7 batches=9 time=1.044 s | package=108.601 J | dram=1.867258 | total=110.468 J | power=105.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=8 batches=9 time=1.050 s | package=108.915 J | dram=1.859868 | total=110.775 J | power=105.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=9 batches=9 time=1.045 s | package=108.550 J | dram=1.929912 | total=110.480 J | power=105.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=10 batches=9 time=1.045 s | package=108.607 J | dram=1.888831 | total=110.496 J | power=105.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=2000000 threads=20 rep=1 batches=4269 time=1.000 s | package=133.302 J | dram=2.001041 | total=135.303 J | power=135.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=2 batches=4269 time=1.003 s | package=133.426 J | dram=1.988556 | total=135.415 J | power=135.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=3 batches=4269 time=1.001 s | package=133.481 J | dram=2.002158 | total=135.483 J | power=135.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=4 batches=4269 time=1.003 s | package=133.723 J | dram=1.987547 | total=135.710 J | power=135.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=5 batches=4269 time=1.001 s | package=133.518 J | dram=1.991157 | total=135.509 J | power=135.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=6 batches=4269 time=1.002 s | package=133.789 J | dram=1.995947 | total=135.785 J | power=135.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=7 batches=4269 time=1.001 s | package=133.705 J | dram=1.984839 | total=135.690 J | power=135.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=8 batches=4269 time=1.001 s | package=133.770 J | dram=2.014949 | total=135.785 J | power=135.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=9 batches=4269 time=1.015 s | package=135.171 J | dram=2.046360 | total=137.217 J | power=135.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=10 batches=4269 time=1.001 s | package=133.752 J | dram=2.021605 | total=135.774 J | power=135.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=256000000 threads=4 rep=1 batches=9 time=1.045 s | package=79.036 J | dram=1.594122 | total=80.630 J | power=77.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=2 batches=9 time=1.045 s | package=79.635 J | dram=1.609208 | total=81.244 J | power=77.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=3 batches=9 time=1.045 s | package=77.886 J | dram=1.585233 | total=79.471 J | power=76.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=4 batches=9 time=1.044 s | package=78.542 J | dram=1.601650 | total=80.143 J | power=76.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=5 batches=9 time=1.045 s | package=78.073 J | dram=1.567929 | total=79.641 J | power=76.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=6 batches=9 time=1.045 s | package=79.396 J | dram=1.562298 | total=80.958 J | power=77.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=7 batches=9 time=1.045 s | package=78.317 J | dram=1.556102 | total=79.873 J | power=76.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=8 batches=9 time=1.045 s | package=78.192 J | dram=1.550793 | total=79.743 J | power=76.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=9 batches=9 time=1.045 s | package=78.951 J | dram=1.555414 | total=80.507 J | power=77.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=10 batches=9 time=1.046 s | package=78.161 J | dram=1.558182 | total=79.719 J | power=76.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=32000000 threads=4 rep=1 batches=72 time=1.001 s | package=75.250 J | dram=1.767242 | total=77.018 J | power=76.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=2 batches=72 time=1.001 s | package=74.975 J | dram=1.769476 | total=76.745 J | power=76.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=3 batches=72 time=1.001 s | package=75.179 J | dram=1.769308 | total=76.948 J | power=76.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=4 batches=72 time=1.001 s | package=75.218 J | dram=1.781242 | total=76.999 J | power=76.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=5 batches=72 time=1.001 s | package=74.783 J | dram=1.762927 | total=76.546 J | power=76.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=6 batches=72 time=1.001 s | package=74.947 J | dram=1.754573 | total=76.701 J | power=76.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=7 batches=72 time=1.001 s | package=75.101 J | dram=1.787912 | total=76.889 J | power=76.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=8 batches=72 time=1.001 s | package=75.978 J | dram=1.778442 | total=77.757 J | power=77.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=9 batches=72 time=1.001 s | package=74.638 J | dram=1.764534 | total=76.403 J | power=76.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=10 batches=72 time=1.001 s | package=75.000 J | dram=1.746725 | total=76.746 J | power=76.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=2000000 threads=4 rep=1 batches=2258 time=1.002 s | package=79.548 J | dram=1.855706 | total=81.404 J | power=81.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=2 batches=2258 time=1.005 s | package=80.398 J | dram=1.838464 | total=82.236 J | power=81.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=3 batches=2258 time=1.006 s | package=80.456 J | dram=1.841263 | total=82.297 J | power=81.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=4 batches=2258 time=1.005 s | package=79.750 J | dram=1.868084 | total=81.618 J | power=81.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=5 batches=2258 time=1.006 s | package=80.044 J | dram=1.863509 | total=81.908 J | power=81.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=6 batches=2258 time=1.005 s | package=80.015 J | dram=1.901775 | total=81.917 J | power=81.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=7 batches=2258 time=1.006 s | package=80.023 J | dram=1.892655 | total=81.916 J | power=81.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=8 batches=2258 time=1.005 s | package=80.114 J | dram=1.876193 | total=81.990 J | power=81.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=9 batches=2258 time=1.005 s | package=79.916 J | dram=1.864550 | total=81.780 J | power=81.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=10 batches=2258 time=1.005 s | package=79.938 J | dram=1.855936 | total=81.794 J | power=81.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=64000000 threads=10 rep=1 batches=35 time=1.001 s | package=115.931 J | dram=2.105815 | total=118.037 J | power=117.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=2 batches=35 time=1.001 s | package=116.079 J | dram=2.081763 | total=118.161 J | power=118.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=3 batches=35 time=1.001 s | package=116.033 J | dram=2.085634 | total=118.118 J | power=118.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=4 batches=35 time=1.001 s | package=116.543 J | dram=2.099175 | total=118.642 J | power=118.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=5 batches=35 time=1.001 s | package=116.795 J | dram=2.088986 | total=118.884 J | power=118.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=6 batches=35 time=1.001 s | package=117.194 J | dram=2.113496 | total=119.307 J | power=119.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=7 batches=35 time=1.001 s | package=117.326 J | dram=2.113052 | total=119.439 J | power=119.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=8 batches=35 time=1.001 s | package=117.232 J | dram=2.046130 | total=119.278 J | power=119.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=9 batches=35 time=1.001 s | package=117.216 J | dram=2.090301 | total=119.306 J | power=119.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=10 batches=35 time=1.001 s | package=117.399 J | dram=2.068239 | total=119.467 J | power=119.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=4000000 threads=8 rep=1 batches=761 time=1.000 s | package=105.935 J | dram=2.007941 | total=107.943 J | power=107.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=2 batches=761 time=1.005 s | package=106.194 J | dram=1.989214 | total=108.183 J | power=107.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=3 batches=761 time=1.005 s | package=106.147 J | dram=2.003030 | total=108.150 J | power=107.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=4 batches=761 time=1.001 s | package=106.318 J | dram=2.010710 | total=108.329 J | power=108.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=5 batches=761 time=1.001 s | package=106.283 J | dram=2.032957 | total=108.316 J | power=108.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=6 batches=761 time=1.000 s | package=105.371 J | dram=2.086950 | total=107.458 J | power=107.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=7 batches=761 time=1.005 s | package=106.015 J | dram=2.025460 | total=108.041 J | power=107.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=8 batches=761 time=1.000 s | package=107.113 J | dram=2.032850 | total=109.146 J | power=109.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=9 batches=761 time=1.009 s | package=106.621 J | dram=2.014153 | total=108.636 J | power=107.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=10 batches=761 time=1.008 s | package=106.191 J | dram=2.019891 | total=108.211 J | power=107.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=16000000 threads=10 rep=1 batches=145 time=1.007 s | package=118.345 J | dram=2.319418 | total=120.665 J | power=119.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=2 batches=145 time=1.007 s | package=118.501 J | dram=2.300875 | total=120.802 J | power=119.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=3 batches=145 time=1.007 s | package=119.183 J | dram=2.277375 | total=121.460 J | power=120.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=4 batches=145 time=1.007 s | package=118.845 J | dram=2.254653 | total=121.100 J | power=120.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=5 batches=145 time=1.007 s | package=119.933 J | dram=2.234458 | total=122.168 J | power=121.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=6 batches=145 time=1.007 s | package=119.958 J | dram=2.266757 | total=122.224 J | power=121.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=7 batches=145 time=1.007 s | package=118.542 J | dram=2.261555 | total=120.803 J | power=120.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=8 batches=145 time=1.007 s | package=120.295 J | dram=2.254807 | total=122.550 J | power=121.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=9 batches=145 time=1.007 s | package=120.374 J | dram=2.287029 | total=122.661 J | power=121.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=10 rep=10 batches=145 time=1.007 s | package=120.294 J | dram=2.235345 | total=122.529 J | power=121.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=4000000 threads=4 rep=1 batches=744 time=1.002 s | package=76.639 J | dram=1.911873 | total=78.551 J | power=78.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=2 batches=744 time=0.997 s | package=76.537 J | dram=1.942626 | total=78.480 J | power=78.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=3 batches=744 time=0.995 s | package=76.460 J | dram=1.963770 | total=78.424 J | power=78.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=4 batches=744 time=0.994 s | package=76.156 J | dram=2.025980 | total=78.182 J | power=78.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=5 batches=744 time=0.992 s | package=76.423 J | dram=1.915177 | total=78.338 J | power=79.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=6 batches=744 time=0.991 s | package=76.595 J | dram=1.922491 | total=78.518 J | power=79.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=7 batches=744 time=0.992 s | package=76.687 J | dram=1.915453 | total=78.602 J | power=79.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=8 batches=744 time=0.992 s | package=76.455 J | dram=1.943543 | total=78.399 J | power=79.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=9 batches=744 time=0.992 s | package=76.099 J | dram=1.910541 | total=78.009 J | power=78.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=10 batches=744 time=0.991 s | package=76.050 J | dram=1.943115 | total=77.993 J | power=78.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=64000000 threads=4 rep=1 batches=36 time=1.011 s | package=76.939 J | dram=1.730461 | total=78.670 J | power=77.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=2 batches=36 time=1.011 s | package=77.127 J | dram=1.713371 | total=78.840 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=3 batches=36 time=1.009 s | package=77.611 J | dram=1.703502 | total=79.315 J | power=78.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=4 batches=36 time=1.009 s | package=76.992 J | dram=1.702814 | total=78.695 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=5 batches=36 time=1.009 s | package=77.297 J | dram=1.680966 | total=78.978 J | power=78.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=6 batches=36 time=1.008 s | package=77.044 J | dram=1.679557 | total=78.723 J | power=78.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=7 batches=36 time=1.009 s | package=77.461 J | dram=1.742502 | total=79.204 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=8 batches=36 time=1.009 s | package=77.487 J | dram=1.678563 | total=79.166 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=9 batches=36 time=1.010 s | package=77.038 J | dram=1.703823 | total=78.742 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=4 rep=10 batches=36 time=1.006 s | package=77.254 J | dram=1.664854 | total=78.919 J | power=78.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=8000000 threads=2 rep=1 batches=263 time=1.003 s | package=61.062 J | dram=1.566598 | total=62.629 J | power=62.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=2 batches=263 time=1.006 s | package=60.780 J | dram=1.552292 | total=62.332 J | power=62.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=3 batches=263 time=1.009 s | package=60.361 J | dram=1.577629 | total=61.939 J | power=61.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=4 batches=263 time=1.006 s | package=60.473 J | dram=1.563063 | total=62.036 J | power=61.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=5 batches=263 time=1.009 s | package=60.500 J | dram=1.568571 | total=62.069 J | power=61.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=6 batches=263 time=1.006 s | package=60.533 J | dram=1.545055 | total=62.078 J | power=61.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=7 batches=263 time=1.004 s | package=60.345 J | dram=1.574844 | total=61.920 J | power=61.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=8 batches=263 time=0.996 s | package=60.513 J | dram=1.555979 | total=62.069 J | power=62.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=9 batches=263 time=0.998 s | package=60.494 J | dram=1.552047 | total=62.046 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=10 batches=263 time=0.998 s | package=60.567 J | dram=1.533993 | total=62.101 J | power=62.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=16000000 threads=20 rep=1 batches=135 time=1.005 s | package=118.734 J | dram=2.367201 | total=121.102 J | power=120.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=2 batches=135 time=1.006 s | package=119.986 J | dram=2.364523 | total=122.350 J | power=121.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=3 batches=135 time=1.006 s | package=120.228 J | dram=2.442462 | total=122.671 J | power=122.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=4 batches=135 time=1.005 s | package=120.473 J | dram=2.390580 | total=122.864 J | power=122.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=5 batches=135 time=1.005 s | package=119.750 J | dram=2.396975 | total=122.147 J | power=121.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=6 batches=135 time=1.005 s | package=120.286 J | dram=2.390518 | total=122.677 J | power=122.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=7 batches=135 time=1.005 s | package=119.888 J | dram=2.399729 | total=122.287 J | power=121.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=8 batches=135 time=1.008 s | package=120.049 J | dram=2.404150 | total=122.453 J | power=121.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=9 batches=135 time=1.005 s | package=120.356 J | dram=2.381124 | total=122.737 J | power=122.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=10 batches=135 time=1.013 s | package=121.210 J | dram=2.391620 | total=123.601 J | power=122.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=32000000 threads=2 rep=1 batches=62 time=0.999 s | package=59.444 J | dram=1.518158 | total=60.962 J | power=61.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=2 batches=62 time=1.000 s | package=59.301 J | dram=1.501618 | total=60.803 J | power=60.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=3 batches=62 time=1.001 s | package=59.286 J | dram=1.521707 | total=60.807 J | power=60.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=4 batches=62 time=1.001 s | package=61.080 J | dram=1.537848 | total=62.618 J | power=62.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=5 batches=62 time=1.001 s | package=61.041 J | dram=1.493617 | total=62.535 J | power=62.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=6 batches=62 time=1.000 s | package=59.430 J | dram=1.526588 | total=60.956 J | power=61.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=7 batches=62 time=1.000 s | package=59.581 J | dram=1.528761 | total=61.109 J | power=61.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=8 batches=62 time=0.999 s | package=59.348 J | dram=1.517668 | total=60.865 J | power=60.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=9 batches=62 time=1.000 s | package=59.023 J | dram=1.517378 | total=60.541 J | power=60.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=10 batches=62 time=0.999 s | package=58.958 J | dram=1.538766 | total=60.497 J | power=60.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=8000000 threads=10 rep=1 batches=314 time=1.001 s | package=115.565 J | dram=2.317919 | total=117.883 J | power=117.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=2 batches=314 time=1.001 s | package=116.007 J | dram=2.317965 | total=118.325 J | power=118.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=3 batches=314 time=1.001 s | package=115.998 J | dram=2.299774 | total=118.298 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=4 batches=314 time=1.001 s | package=116.397 J | dram=2.289568 | total=118.686 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=5 batches=314 time=1.001 s | package=116.389 J | dram=2.302313 | total=118.691 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=6 batches=314 time=1.001 s | package=115.724 J | dram=2.294618 | total=118.019 J | power=117.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=7 batches=314 time=1.001 s | package=115.883 J | dram=2.319740 | total=118.203 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=8 batches=314 time=1.001 s | package=116.473 J | dram=2.304563 | total=118.777 J | power=118.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=9 batches=314 time=1.002 s | package=116.298 J | dram=2.339630 | total=118.638 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=10 batches=314 time=1.002 s | package=116.346 J | dram=2.334994 | total=118.681 J | power=118.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=32000000 threads=20 rep=1 batches=67 time=1.012 s | package=121.173 J | dram=2.447403 | total=123.620 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=2 batches=67 time=1.012 s | package=121.857 J | dram=2.448382 | total=124.306 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=3 batches=67 time=1.012 s | package=121.735 J | dram=2.390762 | total=124.126 J | power=122.6 W | runtime=in_range | checksum=OK
