STREAM | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | platform=INTEL | session=stream_intel_20260720_234432_session1 | reps=10 | configs=63 | DRAM-RAPL=yes
[STREAM] N=16000000 threads=16 rep=6 batches=142 time=1.003 s | package=103.449 J | dram=2.244540 | total=105.693 J | power=105.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=7 batches=142 time=1.003 s | package=103.191 J | dram=2.208601 | total=105.399 J | power=105.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=8 batches=142 time=1.003 s | package=103.171 J | dram=2.203782 | total=105.374 J | power=105.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=9 batches=142 time=1.003 s | package=103.532 J | dram=2.206535 | total=105.738 J | power=105.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=10 batches=142 time=1.004 s | package=103.968 J | dram=2.210023 | total=106.178 J | power=105.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=64000000 threads=2 rep=1 batches=31 time=1.021 s | package=53.709 J | dram=1.446125 | total=55.155 J | power=54.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=2 batches=31 time=1.021 s | package=53.543 J | dram=1.430979 | total=54.974 J | power=53.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=3 batches=31 time=1.023 s | package=53.967 J | dram=1.443157 | total=55.410 J | power=54.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=4 batches=31 time=1.023 s | package=53.517 J | dram=1.440877 | total=54.958 J | power=53.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=5 batches=31 time=1.022 s | package=53.226 J | dram=1.452123 | total=54.678 J | power=53.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=6 batches=31 time=1.022 s | package=54.224 J | dram=1.441765 | total=55.666 J | power=54.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=7 batches=31 time=1.023 s | package=54.270 J | dram=1.446126 | total=55.716 J | power=54.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=8 batches=31 time=1.022 s | package=54.445 J | dram=1.454066 | total=55.899 J | power=54.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=9 batches=31 time=1.023 s | package=54.626 J | dram=1.456055 | total=56.082 J | power=54.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=10 batches=31 time=1.022 s | package=54.019 J | dram=1.447120 | total=55.466 J | power=54.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=4000000 threads=8 rep=1 batches=765 time=1.002 s | package=90.976 J | dram=1.998073 | total=92.974 J | power=92.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=2 batches=765 time=1.001 s | package=91.095 J | dram=1.987455 | total=93.083 J | power=92.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=3 batches=765 time=0.996 s | package=90.702 J | dram=1.994018 | total=92.696 J | power=93.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=4 batches=765 time=0.998 s | package=90.806 J | dram=1.993789 | total=92.800 J | power=93.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=5 batches=765 time=1.001 s | package=91.200 J | dram=2.001164 | total=93.201 J | power=93.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=6 batches=765 time=0.995 s | package=90.539 J | dram=2.003382 | total=92.542 J | power=93.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=7 batches=765 time=0.996 s | package=91.747 J | dram=1.984609 | total=93.731 J | power=94.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=8 batches=765 time=0.991 s | package=90.751 J | dram=1.984410 | total=92.736 J | power=93.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=9 batches=765 time=1.002 s | package=91.497 J | dram=1.997920 | total=93.495 J | power=93.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=8 rep=10 batches=765 time=1.001 s | package=91.491 J | dram=2.011307 | total=93.502 J | power=93.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=256000000 threads=4 rep=1 batches=9 time=1.057 s | package=70.339 J | dram=1.504220 | total=71.843 J | power=68.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=2 batches=9 time=1.055 s | package=70.402 J | dram=1.533947 | total=71.936 J | power=68.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=3 batches=9 time=1.054 s | package=70.438 J | dram=1.520101 | total=71.958 J | power=68.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=4 batches=9 time=1.055 s | package=70.387 J | dram=1.522258 | total=71.909 J | power=68.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=5 batches=9 time=1.054 s | package=70.549 J | dram=1.508167 | total=72.057 J | power=68.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=6 batches=9 time=1.057 s | package=70.377 J | dram=1.519428 | total=71.897 J | power=68.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=7 batches=9 time=1.056 s | package=70.435 J | dram=1.535294 | total=71.970 J | power=68.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=8 batches=9 time=1.056 s | package=70.536 J | dram=1.504051 | total=72.040 J | power=68.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=9 batches=9 time=1.058 s | package=70.070 J | dram=1.520514 | total=71.591 J | power=67.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=10 batches=9 time=1.057 s | package=70.254 J | dram=1.527766 | total=71.782 J | power=67.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=1000000 threads=4 rep=1 batches=7726 time=1.001 s | package=80.343 J | dram=0.233202 | total=80.576 J | power=80.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=2 batches=7726 time=1.003 s | package=82.960 J | dram=0.259457 | total=83.220 J | power=83.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=3 batches=7726 time=1.043 s | package=93.481 J | dram=0.350079 | total=93.831 J | power=89.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=4 batches=7726 time=1.058 s | package=87.812 J | dram=0.281995 | total=88.094 J | power=83.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=5 batches=7726 time=1.020 s | package=87.011 J | dram=0.289186 | total=87.300 J | power=85.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=6 batches=7726 time=0.999 s | package=82.298 J | dram=0.261921 | total=82.559 J | power=82.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=7 batches=7726 time=1.031 s | package=84.485 J | dram=0.283891 | total=84.769 J | power=82.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=8 batches=7726 time=1.093 s | package=86.873 J | dram=0.311829 | total=87.185 J | power=79.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=9 batches=7726 time=1.111 s | package=88.122 J | dram=0.315639 | total=88.438 J | power=79.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=10 batches=7726 time=1.114 s | package=90.092 J | dram=0.308785 | total=90.401 J | power=81.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=128000000 threads=20 rep=1 batches=17 time=1.012 s | package=105.228 J | dram=2.096773 | total=107.325 J | power=106.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=2 batches=17 time=1.012 s | package=105.332 J | dram=2.091143 | total=107.424 J | power=106.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=3 batches=17 time=1.013 s | package=105.654 J | dram=2.114476 | total=107.769 J | power=106.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=4 batches=17 time=1.015 s | package=105.098 J | dram=2.096467 | total=107.195 J | power=105.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=5 batches=17 time=1.018 s | package=106.081 J | dram=2.145978 | total=108.227 J | power=106.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=6 batches=17 time=1.018 s | package=105.841 J | dram=2.132881 | total=107.974 J | power=106.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=7 batches=17 time=1.000 s | package=105.769 J | dram=2.162395 | total=107.932 J | power=107.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=8 batches=17 time=0.997 s | package=106.424 J | dram=2.167612 | total=108.591 J | power=109.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=9 batches=17 time=0.997 s | package=106.755 J | dram=2.153123 | total=108.908 J | power=109.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=10 batches=17 time=0.997 s | package=106.105 J | dram=2.141664 | total=108.246 J | power=108.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=2000000 threads=20 rep=1 batches=3293 time=1.000 s | package=112.088 J | dram=2.030157 | total=114.118 J | power=114.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=2 batches=3293 time=1.002 s | package=112.418 J | dram=2.028795 | total=114.447 J | power=114.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=3 batches=3293 time=1.003 s | package=112.428 J | dram=2.013663 | total=114.442 J | power=114.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=4 batches=3293 time=1.001 s | package=112.451 J | dram=2.036828 | total=114.488 J | power=114.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=5 batches=3293 time=1.001 s | package=112.396 J | dram=2.087884 | total=114.484 J | power=114.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=6 batches=3293 time=1.003 s | package=112.929 J | dram=2.047185 | total=114.976 J | power=114.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=7 batches=3293 time=1.004 s | package=112.735 J | dram=2.079928 | total=114.815 J | power=114.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=8 batches=3293 time=1.004 s | package=112.561 J | dram=2.041816 | total=114.602 J | power=114.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=9 batches=3293 time=1.004 s | package=112.732 J | dram=2.040270 | total=114.772 J | power=114.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=10 batches=3293 time=1.004 s | package=113.057 J | dram=2.040974 | total=115.098 J | power=114.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=16000000 threads=2 rep=1 batches=125 time=1.005 s | package=53.826 J | dram=1.531958 | total=55.358 J | power=55.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=2 batches=125 time=1.002 s | package=53.422 J | dram=1.517362 | total=54.939 J | power=54.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=3 batches=125 time=0.999 s | package=54.552 J | dram=1.532601 | total=56.085 J | power=56.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=4 batches=125 time=1.000 s | package=53.467 J | dram=1.512971 | total=54.980 J | power=55.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=5 batches=125 time=1.005 s | package=53.699 J | dram=1.510569 | total=55.210 J | power=55.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=6 batches=125 time=1.000 s | package=53.404 J | dram=1.521432 | total=54.925 J | power=54.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=7 batches=125 time=0.999 s | package=54.483 J | dram=1.539379 | total=56.022 J | power=56.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=8 batches=125 time=1.000 s | package=53.877 J | dram=1.583474 | total=55.460 J | power=55.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=9 batches=125 time=1.000 s | package=53.241 J | dram=1.556775 | total=54.797 J | power=54.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=2 rep=10 batches=125 time=1.001 s | package=53.586 J | dram=1.524706 | total=55.111 J | power=55.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=256000000 threads=10 rep=1 batches=9 time=1.046 s | package=109.125 J | dram=1.963908 | total=111.089 J | power=106.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=2 batches=9 time=1.046 s | package=107.979 J | dram=1.953229 | total=109.933 J | power=105.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=3 batches=9 time=1.046 s | package=110.644 J | dram=1.953045 | total=112.597 J | power=107.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=4 batches=9 time=1.046 s | package=110.124 J | dram=1.973134 | total=112.098 J | power=107.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=5 batches=9 time=1.046 s | package=109.751 J | dram=1.951530 | total=111.703 J | power=106.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=6 batches=9 time=1.047 s | package=108.668 J | dram=1.967014 | total=110.635 J | power=105.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=7 batches=9 time=1.046 s | package=109.452 J | dram=1.983186 | total=111.435 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=8 batches=9 time=1.046 s | package=111.942 J | dram=2.006702 | total=113.949 J | power=108.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=9 batches=9 time=1.046 s | package=110.579 J | dram=1.988342 | total=112.567 J | power=107.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=10 batches=9 time=1.046 s | package=109.729 J | dram=1.988342 | total=111.717 J | power=106.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=256000000 threads=8 rep=1 batches=9 time=1.042 s | package=100.686 J | dram=1.844996 | total=102.531 J | power=98.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=2 batches=9 time=1.043 s | package=98.531 J | dram=1.828381 | total=100.359 J | power=96.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=3 batches=9 time=1.043 s | package=98.868 J | dram=1.852173 | total=100.721 J | power=96.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=4 batches=9 time=1.043 s | package=99.172 J | dram=1.842808 | total=101.014 J | power=96.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=5 batches=9 time=1.044 s | package=98.836 J | dram=1.816126 | total=100.653 J | power=96.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=6 batches=9 time=1.044 s | package=99.952 J | dram=1.819048 | total=101.771 J | power=97.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=7 batches=9 time=1.043 s | package=100.255 J | dram=1.863739 | total=102.119 J | power=97.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=8 batches=9 time=1.043 s | package=99.257 J | dram=1.833430 | total=101.090 J | power=96.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=9 batches=9 time=1.044 s | package=99.842 J | dram=1.912990 | total=101.755 J | power=97.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=8 rep=10 batches=9 time=1.043 s | package=100.319 J | dram=1.855767 | total=102.175 J | power=98.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=1000000 threads=20 rep=1 batches=18287 time=1.000 s | package=136.579 J | dram=0.000000 | total=136.579 J | power=136.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=2 batches=18287 time=1.001 s | package=136.857 J | dram=0.000000 | total=136.857 J | power=136.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=3 batches=18287 time=1.001 s | package=136.769 J | dram=0.000000 | total=136.769 J | power=136.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=4 batches=18287 time=1.003 s | package=137.008 J | dram=0.000092 | total=137.009 J | power=136.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=5 batches=18287 time=1.002 s | package=136.916 J | dram=0.000092 | total=136.916 J | power=136.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=6 batches=18287 time=1.002 s | package=136.936 J | dram=0.000000 | total=136.936 J | power=136.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=7 batches=18287 time=1.002 s | package=137.141 J | dram=0.000061 | total=137.141 J | power=136.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=8 batches=18287 time=1.003 s | package=137.181 J | dram=0.000199 | total=137.181 J | power=136.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=9 batches=18287 time=1.003 s | package=137.121 J | dram=0.000000 | total=137.121 J | power=136.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=20 rep=10 batches=18287 time=1.004 s | package=137.145 J | dram=0.000000 | total=137.145 J | power=136.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=8000000 threads=16 rep=1 batches=306 time=1.001 s | package=101.334 J | dram=2.128001 | total=103.462 J | power=103.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=2 batches=306 time=1.002 s | package=101.297 J | dram=2.125002 | total=103.422 J | power=103.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=3 batches=306 time=1.002 s | package=101.385 J | dram=2.135298 | total=103.520 J | power=103.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=4 batches=306 time=1.004 s | package=101.288 J | dram=2.126134 | total=103.414 J | power=103.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=5 batches=306 time=1.002 s | package=101.416 J | dram=2.157881 | total=103.573 J | power=103.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=6 batches=306 time=1.002 s | package=101.420 J | dram=2.132530 | total=103.553 J | power=103.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=7 batches=306 time=1.002 s | package=101.309 J | dram=2.129745 | total=103.439 J | power=103.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=8 batches=306 time=1.002 s | package=101.509 J | dram=2.125323 | total=103.635 J | power=103.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=9 batches=306 time=1.002 s | package=101.560 J | dram=2.131719 | total=103.692 J | power=103.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=10 batches=306 time=1.002 s | package=101.740 J | dram=2.148732 | total=103.889 J | power=103.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=8000000 threads=20 rep=1 batches=281 time=1.002 s | package=108.382 J | dram=2.311355 | total=110.693 J | power=110.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=2 batches=281 time=1.003 s | package=108.366 J | dram=2.262595 | total=110.628 J | power=110.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=3 batches=281 time=1.002 s | package=108.382 J | dram=2.268271 | total=110.650 J | power=110.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=4 batches=281 time=1.003 s | package=108.511 J | dram=2.316313 | total=110.827 J | power=110.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=5 batches=281 time=1.006 s | package=108.667 J | dram=2.260728 | total=110.928 J | power=110.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=6 batches=281 time=1.003 s | package=108.715 J | dram=2.261921 | total=110.977 J | power=110.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=7 batches=281 time=1.002 s | package=108.391 J | dram=2.253553 | total=110.644 J | power=110.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=8 batches=281 time=1.002 s | package=108.014 J | dram=2.273029 | total=110.287 J | power=110.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=9 batches=281 time=1.003 s | package=108.523 J | dram=2.262059 | total=110.785 J | power=110.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=10 batches=281 time=1.004 s | package=108.866 J | dram=2.280389 | total=111.146 J | power=110.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=8000000 threads=8 rep=1 batches=322 time=1.002 s | package=96.815 J | dram=2.042917 | total=98.858 J | power=98.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=2 batches=322 time=1.001 s | package=96.817 J | dram=2.035849 | total=98.853 J | power=98.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=3 batches=322 time=1.002 s | package=96.977 J | dram=2.039811 | total=99.017 J | power=98.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=4 batches=322 time=1.002 s | package=97.158 J | dram=2.097110 | total=99.255 J | power=99.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=5 batches=322 time=1.002 s | package=97.182 J | dram=2.069264 | total=99.251 J | power=99.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=6 batches=322 time=1.002 s | package=97.524 J | dram=2.069875 | total=99.593 J | power=99.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=7 batches=322 time=1.001 s | package=97.187 J | dram=2.072921 | total=99.260 J | power=99.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=8 batches=322 time=1.002 s | package=97.032 J | dram=2.065898 | total=99.098 J | power=98.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=9 batches=322 time=1.001 s | package=97.127 J | dram=2.077066 | total=99.204 J | power=99.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=10 batches=322 time=1.002 s | package=97.044 J | dram=2.055586 | total=99.100 J | power=98.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=8000000 threads=10 rep=1 batches=312 time=1.002 s | package=108.280 J | dram=2.154699 | total=110.434 J | power=110.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=2 batches=312 time=1.002 s | package=108.319 J | dram=2.147248 | total=110.466 J | power=110.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=3 batches=312 time=1.002 s | package=108.185 J | dram=2.148946 | total=110.334 J | power=110.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=4 batches=312 time=1.004 s | package=108.647 J | dram=2.172033 | total=110.819 J | power=110.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=5 batches=312 time=1.003 s | package=108.765 J | dram=2.236141 | total=111.001 J | power=110.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=6 batches=312 time=1.003 s | package=108.720 J | dram=2.152970 | total=110.873 J | power=110.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=7 batches=312 time=1.002 s | package=108.323 J | dram=2.193102 | total=110.516 J | power=110.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=8 batches=312 time=1.002 s | package=108.444 J | dram=2.188634 | total=110.633 J | power=110.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=9 batches=312 time=1.003 s | package=108.517 J | dram=2.248580 | total=110.766 J | power=110.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=10 batches=312 time=1.003 s | package=108.882 J | dram=2.227956 | total=111.110 J | power=110.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=2000000 threads=16 rep=1 batches=3298 time=1.000 s | package=109.917 J | dram=2.035099 | total=111.952 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=2 batches=3298 time=1.001 s | package=109.905 J | dram=2.039505 | total=111.944 J | power=111.8 W | runtime=in_range | checksum=OK
