STREAM | AMD Ryzen Threadripper 3970X 32-Core Processor | platform=AMD | session=stream_amd_20260721_095517_session4 | reps=10 | configs=81 | DRAM-RAPL=no
[STREAM] N=8000000 threads=8 rep=9 batches=4162 time=0.975 s | package=160.620 J | dram=NA | total=160.620 J | power=164.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=10 batches=4162 time=0.974 s | package=160.494 J | dram=NA | total=160.494 J | power=164.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=64000000 threads=32 rep=1 batches=52 time=1.015 s | package=155.917 J | dram=NA | total=155.917 J | power=153.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=2 batches=52 time=1.015 s | package=155.835 J | dram=NA | total=155.835 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=3 batches=52 time=1.015 s | package=155.773 J | dram=NA | total=155.773 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=4 batches=52 time=1.015 s | package=155.922 J | dram=NA | total=155.922 J | power=153.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=5 batches=52 time=1.015 s | package=155.792 J | dram=NA | total=155.792 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=6 batches=52 time=1.015 s | package=156.033 J | dram=NA | total=156.033 J | power=153.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=7 batches=52 time=1.015 s | package=155.937 J | dram=NA | total=155.937 J | power=153.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=8 batches=52 time=1.015 s | package=155.775 J | dram=NA | total=155.775 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=9 batches=52 time=1.015 s | package=155.995 J | dram=NA | total=155.995 J | power=153.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=10 batches=52 time=1.015 s | package=155.952 J | dram=NA | total=155.952 J | power=153.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=4000000 threads=2 rep=1 batches=804 time=1.001 s | package=83.255 J | dram=NA | total=83.255 J | power=83.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=2 batches=804 time=1.000 s | package=82.604 J | dram=NA | total=82.604 J | power=82.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=3 batches=804 time=0.996 s | package=81.686 J | dram=NA | total=81.686 J | power=82.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=4 batches=804 time=0.997 s | package=81.615 J | dram=NA | total=81.615 J | power=81.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=5 batches=804 time=0.996 s | package=81.491 J | dram=NA | total=81.491 J | power=81.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=6 batches=804 time=0.994 s | package=81.390 J | dram=NA | total=81.390 J | power=81.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=7 batches=804 time=0.994 s | package=81.246 J | dram=NA | total=81.246 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=8 batches=804 time=0.997 s | package=81.384 J | dram=NA | total=81.384 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=9 batches=804 time=0.995 s | package=81.202 J | dram=NA | total=81.202 J | power=81.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=2 rep=10 batches=804 time=0.994 s | package=81.137 J | dram=NA | total=81.137 J | power=81.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=256000000 threads=1 rep=1 batches=8 time=1.131 s | package=84.012 J | dram=NA | total=84.012 J | power=74.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=2 batches=8 time=1.132 s | package=83.990 J | dram=NA | total=83.990 J | power=74.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=3 batches=8 time=1.133 s | package=84.151 J | dram=NA | total=84.151 J | power=74.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=4 batches=8 time=1.136 s | package=84.267 J | dram=NA | total=84.267 J | power=74.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=5 batches=8 time=1.137 s | package=84.345 J | dram=NA | total=84.345 J | power=74.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=6 batches=8 time=1.134 s | package=84.029 J | dram=NA | total=84.029 J | power=74.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=7 batches=8 time=1.138 s | package=84.295 J | dram=NA | total=84.295 J | power=74.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=8 batches=8 time=1.144 s | package=84.679 J | dram=NA | total=84.679 J | power=74.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=9 batches=8 time=1.133 s | package=83.924 J | dram=NA | total=83.924 J | power=74.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=10 batches=8 time=1.136 s | package=84.096 J | dram=NA | total=84.096 J | power=74.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=128000000 threads=1 rep=1 batches=15 time=1.067 s | package=78.890 J | dram=NA | total=78.890 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=2 batches=15 time=1.073 s | package=79.248 J | dram=NA | total=79.248 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=3 batches=15 time=1.070 s | package=79.078 J | dram=NA | total=79.078 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=4 batches=15 time=1.071 s | package=79.074 J | dram=NA | total=79.074 J | power=73.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=5 batches=15 time=1.069 s | package=79.020 J | dram=NA | total=79.020 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=6 batches=15 time=1.069 s | package=78.932 J | dram=NA | total=78.932 J | power=73.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=7 batches=15 time=1.072 s | package=79.104 J | dram=NA | total=79.104 J | power=73.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=8 batches=15 time=1.072 s | package=79.048 J | dram=NA | total=79.048 J | power=73.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=9 batches=15 time=1.070 s | package=78.967 J | dram=NA | total=78.967 J | power=73.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=10 batches=15 time=1.070 s | package=79.003 J | dram=NA | total=79.003 J | power=73.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=128000000 threads=10 rep=1 batches=27 time=1.029 s | package=109.255 J | dram=NA | total=109.255 J | power=106.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=2 batches=27 time=1.029 s | package=109.439 J | dram=NA | total=109.439 J | power=106.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=3 batches=27 time=1.029 s | package=109.500 J | dram=NA | total=109.500 J | power=106.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=4 batches=27 time=1.029 s | package=109.547 J | dram=NA | total=109.547 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=5 batches=27 time=1.029 s | package=109.714 J | dram=NA | total=109.714 J | power=106.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=6 batches=27 time=1.029 s | package=109.691 J | dram=NA | total=109.691 J | power=106.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=7 batches=27 time=1.029 s | package=109.709 J | dram=NA | total=109.709 J | power=106.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=8 batches=27 time=1.029 s | package=109.678 J | dram=NA | total=109.678 J | power=106.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=9 batches=27 time=1.029 s | package=109.849 J | dram=NA | total=109.849 J | power=106.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=10 rep=10 batches=27 time=1.029 s | package=109.817 J | dram=NA | total=109.817 J | power=106.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=1000000 threads=10 rep=1 batches=44279 time=1.027 s | package=171.286 J | dram=NA | total=171.286 J | power=166.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=2 batches=44279 time=1.008 s | package=169.354 J | dram=NA | total=169.354 J | power=168.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=3 batches=44279 time=1.004 s | package=169.748 J | dram=NA | total=169.748 J | power=169.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=4 batches=44279 time=1.004 s | package=169.495 J | dram=NA | total=169.495 J | power=168.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=5 batches=44279 time=1.002 s | package=169.378 J | dram=NA | total=169.378 J | power=169.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=6 batches=44279 time=1.006 s | package=169.537 J | dram=NA | total=169.537 J | power=168.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=7 batches=44279 time=1.010 s | package=169.928 J | dram=NA | total=169.928 J | power=168.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=8 batches=44279 time=1.002 s | package=169.092 J | dram=NA | total=169.092 J | power=168.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=9 batches=44279 time=0.998 s | package=168.809 J | dram=NA | total=168.809 J | power=169.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=10 batches=44279 time=1.004 s | package=169.540 J | dram=NA | total=169.540 J | power=168.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=64000000 threads=10 rep=1 batches=53 time=1.017 s | package=106.871 J | dram=NA | total=106.871 J | power=105.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=2 batches=53 time=1.017 s | package=106.710 J | dram=NA | total=106.710 J | power=104.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=3 batches=53 time=1.017 s | package=106.714 J | dram=NA | total=106.714 J | power=105.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=4 batches=53 time=1.017 s | package=106.618 J | dram=NA | total=106.618 J | power=104.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=5 batches=53 time=1.017 s | package=106.562 J | dram=NA | total=106.562 J | power=104.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=6 batches=53 time=1.017 s | package=106.422 J | dram=NA | total=106.422 J | power=104.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=7 batches=53 time=1.017 s | package=106.532 J | dram=NA | total=106.532 J | power=104.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=8 batches=53 time=1.017 s | package=106.515 J | dram=NA | total=106.515 J | power=104.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=9 batches=53 time=1.017 s | package=106.499 J | dram=NA | total=106.499 J | power=104.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=10 batches=53 time=1.017 s | package=106.481 J | dram=NA | total=106.481 J | power=104.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=8000000 threads=20 rep=1 batches=1513 time=1.003 s | package=124.311 J | dram=NA | total=124.311 J | power=123.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=2 batches=1513 time=1.002 s | package=124.327 J | dram=NA | total=124.327 J | power=124.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=3 batches=1513 time=1.002 s | package=124.521 J | dram=NA | total=124.521 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=4 batches=1513 time=1.002 s | package=124.428 J | dram=NA | total=124.428 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=5 batches=1513 time=1.002 s | package=124.476 J | dram=NA | total=124.476 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=6 batches=1513 time=1.000 s | package=124.245 J | dram=NA | total=124.245 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=7 batches=1513 time=1.000 s | package=124.314 J | dram=NA | total=124.314 J | power=124.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=8 batches=1513 time=1.000 s | package=124.228 J | dram=NA | total=124.228 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=9 batches=1513 time=0.998 s | package=123.974 J | dram=NA | total=123.974 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=10 batches=1513 time=0.998 s | package=123.954 J | dram=NA | total=123.954 J | power=124.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=8000000 threads=2 rep=1 batches=347 time=1.000 s | package=81.912 J | dram=NA | total=81.912 J | power=81.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=2 batches=347 time=1.003 s | package=82.022 J | dram=NA | total=82.022 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=3 batches=347 time=1.004 s | package=82.042 J | dram=NA | total=82.042 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=4 batches=347 time=1.002 s | package=81.923 J | dram=NA | total=81.923 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=5 batches=347 time=1.004 s | package=81.930 J | dram=NA | total=81.930 J | power=81.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=6 batches=347 time=1.000 s | package=81.723 J | dram=NA | total=81.723 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=7 batches=347 time=1.000 s | package=81.630 J | dram=NA | total=81.630 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=8 batches=347 time=1.004 s | package=81.856 J | dram=NA | total=81.856 J | power=81.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=9 batches=347 time=1.000 s | package=81.571 J | dram=NA | total=81.571 J | power=81.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=10 batches=347 time=0.999 s | package=81.501 J | dram=NA | total=81.501 J | power=81.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=1000000 threads=8 rep=1 batches=41968 time=1.009 s | package=161.380 J | dram=NA | total=161.380 J | power=160.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=2 batches=41968 time=1.009 s | package=160.862 J | dram=NA | total=160.862 J | power=159.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=3 batches=41968 time=1.018 s | package=161.645 J | dram=NA | total=161.645 J | power=158.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=4 batches=41968 time=1.025 s | package=162.293 J | dram=NA | total=162.293 J | power=158.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=5 batches=41968 time=1.030 s | package=162.736 J | dram=NA | total=162.736 J | power=158.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=6 batches=41968 time=1.013 s | package=160.882 J | dram=NA | total=160.882 J | power=158.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=7 batches=41968 time=1.017 s | package=161.479 J | dram=NA | total=161.479 J | power=158.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=8 batches=41968 time=1.026 s | package=162.334 J | dram=NA | total=162.334 J | power=158.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=9 batches=41968 time=1.019 s | package=161.449 J | dram=NA | total=161.449 J | power=158.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=10 batches=41968 time=1.017 s | package=161.276 J | dram=NA | total=161.276 J | power=158.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=256000000 threads=20 rep=1 batches=12 time=1.018 s | package=124.823 J | dram=NA | total=124.823 J | power=122.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=2 batches=12 time=1.018 s | package=124.598 J | dram=NA | total=124.598 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=3 batches=12 time=1.018 s | package=124.587 J | dram=NA | total=124.587 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=4 batches=12 time=1.019 s | package=125.480 J | dram=NA | total=125.480 J | power=123.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=5 batches=12 time=1.018 s | package=126.284 J | dram=NA | total=126.284 J | power=124.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=6 batches=12 time=1.018 s | package=126.310 J | dram=NA | total=126.310 J | power=124.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=7 batches=12 time=1.019 s | package=126.507 J | dram=NA | total=126.507 J | power=124.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=8 batches=12 time=1.019 s | package=126.397 J | dram=NA | total=126.397 J | power=124.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=9 batches=12 time=1.018 s | package=126.330 J | dram=NA | total=126.330 J | power=124.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=10 batches=12 time=1.019 s | package=126.333 J | dram=NA | total=126.333 J | power=124.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=2000000 threads=10 rep=1 batches=28391 time=1.015 s | package=193.066 J | dram=NA | total=193.066 J | power=190.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=2 batches=28391 time=1.003 s | package=191.448 J | dram=NA | total=191.448 J | power=191.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=3 batches=28391 time=1.002 s | package=191.481 J | dram=NA | total=191.481 J | power=191.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=4 batches=28391 time=1.011 s | package=192.782 J | dram=NA | total=192.782 J | power=190.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=5 batches=28391 time=1.008 s | package=192.467 J | dram=NA | total=192.467 J | power=190.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=6 batches=28391 time=1.014 s | package=193.068 J | dram=NA | total=193.068 J | power=190.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=7 batches=28391 time=1.014 s | package=193.081 J | dram=NA | total=193.081 J | power=190.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=8 batches=28391 time=1.014 s | package=193.382 J | dram=NA | total=193.382 J | power=190.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=9 batches=28391 time=1.010 s | package=192.607 J | dram=NA | total=192.607 J | power=190.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=10 rep=10 batches=28391 time=1.007 s | package=192.065 J | dram=NA | total=192.065 J | power=190.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=32000000 threads=20 rep=1 batches=94 time=1.010 s | package=126.864 J | dram=NA | total=126.864 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=2 batches=94 time=1.009 s | package=127.100 J | dram=NA | total=127.100 J | power=126.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=3 batches=94 time=1.010 s | package=126.891 J | dram=NA | total=126.891 J | power=125.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=4 batches=94 time=1.010 s | package=126.897 J | dram=NA | total=126.897 J | power=125.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=5 batches=94 time=1.010 s | package=126.534 J | dram=NA | total=126.534 J | power=125.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=6 batches=94 time=1.009 s | package=126.513 J | dram=NA | total=126.513 J | power=125.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=7 batches=94 time=1.009 s | package=126.593 J | dram=NA | total=126.593 J | power=125.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=8 batches=94 time=1.010 s | package=126.697 J | dram=NA | total=126.697 J | power=125.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=9 batches=94 time=1.010 s | package=126.652 J | dram=NA | total=126.652 J | power=125.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=10 batches=94 time=1.009 s | package=126.533 J | dram=NA | total=126.533 J | power=125.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=4000000 threads=32 rep=1 batches=23421 time=1.021 s | package=279.950 J | dram=NA | total=279.950 J | power=274.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=2 batches=23421 time=1.022 s | package=280.368 J | dram=NA | total=280.368 J | power=274.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=3 batches=23421 time=1.022 s | package=280.205 J | dram=NA | total=280.205 J | power=274.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=4 batches=23421 time=1.025 s | package=281.395 J | dram=NA | total=281.395 J | power=274.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=5 batches=23421 time=1.019 s | package=280.700 J | dram=NA | total=280.700 J | power=275.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=6 batches=23421 time=1.025 s | package=282.322 J | dram=NA | total=282.322 J | power=275.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=7 batches=23421 time=1.018 s | package=280.726 J | dram=NA | total=280.726 J | power=275.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=8 batches=23421 time=1.022 s | package=281.273 J | dram=NA | total=281.273 J | power=275.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=9 batches=23421 time=1.023 s | package=281.670 J | dram=NA | total=281.670 J | power=275.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=10 batches=23421 time=1.026 s | package=282.064 J | dram=NA | total=282.064 J | power=275.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=1000000 threads=16 rep=1 batches=45341 time=1.018 s | package=180.968 J | dram=NA | total=180.968 J | power=177.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=2 batches=45341 time=0.997 s | package=177.973 J | dram=NA | total=177.973 J | power=178.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=3 batches=45341 time=0.996 s | package=177.736 J | dram=NA | total=177.736 J | power=178.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=4 batches=45341 time=0.994 s | package=177.641 J | dram=NA | total=177.641 J | power=178.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=5 batches=45341 time=0.997 s | package=177.817 J | dram=NA | total=177.817 J | power=178.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=6 batches=45341 time=0.996 s | package=177.756 J | dram=NA | total=177.756 J | power=178.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=7 batches=45341 time=0.998 s | package=177.361 J | dram=NA | total=177.361 J | power=177.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=16 rep=8 batches=45341 time=1.005 s | package=178.592 J | dram=NA | total=178.592 J | power=177.6 W | runtime=in_range | checksum=OK
