STREAM | AMD Ryzen Threadripper 3970X 32-Core Processor | platform=AMD | session=stream_amd_20260721_095517_session1 | reps=10 | configs=81 | DRAM-RAPL=no
[STREAM] N=256000000 threads=1 rep=8 batches=8 time=1.131 s | package=83.371 J | dram=NA | total=83.371 J | power=73.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=9 batches=8 time=1.130 s | package=83.443 J | dram=NA | total=83.443 J | power=73.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=10 batches=8 time=1.130 s | package=83.354 J | dram=NA | total=83.354 J | power=73.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=32000000 threads=8 rep=1 batches=103 time=1.008 s | package=101.967 J | dram=NA | total=101.967 J | power=101.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=2 batches=103 time=1.007 s | package=102.629 J | dram=NA | total=102.629 J | power=101.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=3 batches=103 time=1.006 s | package=102.563 J | dram=NA | total=102.563 J | power=101.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=4 batches=103 time=1.007 s | package=102.615 J | dram=NA | total=102.615 J | power=101.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=5 batches=103 time=1.008 s | package=107.371 J | dram=NA | total=107.371 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=6 batches=103 time=1.007 s | package=107.194 J | dram=NA | total=107.194 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=7 batches=103 time=1.008 s | package=107.380 J | dram=NA | total=107.380 J | power=106.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=8 batches=103 time=1.007 s | package=107.449 J | dram=NA | total=107.449 J | power=106.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=9 batches=103 time=1.009 s | package=107.545 J | dram=NA | total=107.545 J | power=106.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=10 batches=103 time=1.007 s | package=107.470 J | dram=NA | total=107.470 J | power=106.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=8000000 threads=4 rep=1 batches=515 time=1.001 s | package=91.525 J | dram=NA | total=91.525 J | power=91.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=2 batches=515 time=1.002 s | package=91.613 J | dram=NA | total=91.613 J | power=91.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=3 batches=515 time=1.001 s | package=91.463 J | dram=NA | total=91.463 J | power=91.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=4 batches=515 time=1.002 s | package=91.583 J | dram=NA | total=91.583 J | power=91.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=5 batches=515 time=1.003 s | package=91.551 J | dram=NA | total=91.551 J | power=91.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=6 batches=515 time=1.002 s | package=91.511 J | dram=NA | total=91.511 J | power=91.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=7 batches=515 time=1.001 s | package=91.417 J | dram=NA | total=91.417 J | power=91.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=8 batches=515 time=1.001 s | package=91.472 J | dram=NA | total=91.472 J | power=91.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=9 batches=515 time=1.002 s | package=91.460 J | dram=NA | total=91.460 J | power=91.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=10 batches=515 time=1.007 s | package=92.010 J | dram=NA | total=92.010 J | power=91.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=2000000 threads=16 rep=1 batches=44816 time=1.164 s | package=275.675 J | dram=NA | total=275.675 J | power=236.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=2 batches=44816 time=1.351 s | package=295.132 J | dram=NA | total=295.132 J | power=218.5 W | runtime=above | checksum=OK
[STREAM] N=2000000 threads=16 rep=3 batches=44816 time=1.178 s | package=279.828 J | dram=NA | total=279.828 J | power=237.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=4 batches=44816 time=1.250 s | package=283.673 J | dram=NA | total=283.673 J | power=226.9 W | runtime=above | checksum=OK
[STREAM] N=2000000 threads=16 rep=5 batches=44816 time=1.361 s | package=296.318 J | dram=NA | total=296.318 J | power=217.7 W | runtime=above | checksum=OK
[STREAM] N=2000000 threads=16 rep=6 batches=44816 time=1.197 s | package=280.702 J | dram=NA | total=280.702 J | power=234.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=7 batches=44816 time=1.215 s | package=279.914 J | dram=NA | total=279.914 J | power=230.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=8 batches=44816 time=1.349 s | package=296.119 J | dram=NA | total=296.119 J | power=219.5 W | runtime=above | checksum=OK
[STREAM] N=2000000 threads=16 rep=9 batches=44816 time=1.196 s | package=283.174 J | dram=NA | total=283.174 J | power=236.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=10 batches=44816 time=1.407 s | package=316.124 J | dram=NA | total=316.124 J | power=224.7 W | runtime=above | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=1000000 threads=20 rep=1 batches=100000 time=1.334 s | package=294.608 J | dram=NA | total=294.608 J | power=220.8 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=2 batches=100000 time=1.354 s | package=298.754 J | dram=NA | total=298.754 J | power=220.7 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=3 batches=100000 time=1.348 s | package=296.369 J | dram=NA | total=296.369 J | power=219.9 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=4 batches=100000 time=1.336 s | package=294.122 J | dram=NA | total=294.122 J | power=220.1 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=5 batches=100000 time=1.342 s | package=295.700 J | dram=NA | total=295.700 J | power=220.3 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=6 batches=100000 time=1.316 s | package=293.500 J | dram=NA | total=293.500 J | power=223.1 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=7 batches=100000 time=1.346 s | package=296.597 J | dram=NA | total=296.597 J | power=220.3 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=8 batches=100000 time=1.350 s | package=297.446 J | dram=NA | total=297.446 J | power=220.3 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=9 batches=100000 time=1.340 s | package=295.875 J | dram=NA | total=295.875 J | power=220.8 W | runtime=above | checksum=OK
[STREAM] N=1000000 threads=20 rep=10 batches=100000 time=1.343 s | package=295.499 J | dram=NA | total=295.499 J | power=220.0 W | runtime=above | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=256000000 threads=10 rep=1 batches=14 time=1.058 s | package=125.205 J | dram=NA | total=125.205 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=2 batches=14 time=1.058 s | package=125.644 J | dram=NA | total=125.644 J | power=118.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=3 batches=14 time=1.058 s | package=125.453 J | dram=NA | total=125.453 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=4 batches=14 time=1.058 s | package=125.221 J | dram=NA | total=125.221 J | power=118.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=5 batches=14 time=1.058 s | package=125.137 J | dram=NA | total=125.137 J | power=118.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=6 batches=14 time=1.058 s | package=124.915 J | dram=NA | total=124.915 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=7 batches=14 time=1.058 s | package=124.902 J | dram=NA | total=124.902 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=8 batches=14 time=1.058 s | package=124.924 J | dram=NA | total=124.924 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=9 batches=14 time=1.058 s | package=124.983 J | dram=NA | total=124.983 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=10 batches=14 time=1.058 s | package=125.041 J | dram=NA | total=125.041 J | power=118.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=128000000 threads=2 rep=1 batches=23 time=1.033 s | package=84.005 J | dram=NA | total=84.005 J | power=81.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=2 batches=23 time=1.035 s | package=83.696 J | dram=NA | total=83.696 J | power=80.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=3 batches=23 time=1.035 s | package=83.679 J | dram=NA | total=83.679 J | power=80.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=4 batches=23 time=1.036 s | package=83.698 J | dram=NA | total=83.698 J | power=80.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=5 batches=23 time=1.035 s | package=83.610 J | dram=NA | total=83.610 J | power=80.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=6 batches=23 time=1.035 s | package=83.639 J | dram=NA | total=83.639 J | power=80.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=7 batches=23 time=1.036 s | package=83.602 J | dram=NA | total=83.602 J | power=80.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=8 batches=23 time=1.034 s | package=83.499 J | dram=NA | total=83.499 J | power=80.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=9 batches=23 time=1.034 s | package=83.494 J | dram=NA | total=83.494 J | power=80.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=10 batches=23 time=1.033 s | package=83.425 J | dram=NA | total=83.425 J | power=80.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=1000000 threads=4 rep=1 batches=27167 time=1.007 s | package=123.021 J | dram=NA | total=123.021 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=2 batches=27167 time=1.015 s | package=123.594 J | dram=NA | total=123.594 J | power=121.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=3 batches=27167 time=1.021 s | package=123.952 J | dram=NA | total=123.952 J | power=121.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=4 batches=27167 time=1.013 s | package=124.154 J | dram=NA | total=124.154 J | power=122.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=5 batches=27167 time=1.021 s | package=124.621 J | dram=NA | total=124.621 J | power=122.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=6 batches=27167 time=1.021 s | package=124.833 J | dram=NA | total=124.833 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=7 batches=27167 time=1.022 s | package=124.668 J | dram=NA | total=124.668 J | power=121.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=8 batches=27167 time=1.032 s | package=125.499 J | dram=NA | total=125.499 J | power=121.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=9 batches=27167 time=1.005 s | package=123.091 J | dram=NA | total=123.091 J | power=122.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=10 batches=27167 time=1.025 s | package=124.113 J | dram=NA | total=124.113 J | power=121.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=64 active=64
[STREAM] N=128000000 threads=64 rep=1 batches=26 time=1.025 s | package=160.785 J | dram=NA | total=160.785 J | power=156.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=2 batches=26 time=1.026 s | package=161.181 J | dram=NA | total=161.181 J | power=157.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=3 batches=26 time=1.026 s | package=161.197 J | dram=NA | total=161.197 J | power=157.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=4 batches=26 time=1.026 s | package=161.239 J | dram=NA | total=161.239 J | power=157.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=5 batches=26 time=1.026 s | package=161.743 J | dram=NA | total=161.743 J | power=157.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=6 batches=26 time=1.026 s | package=161.556 J | dram=NA | total=161.556 J | power=157.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=7 batches=26 time=1.026 s | package=161.390 J | dram=NA | total=161.390 J | power=157.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=8 batches=26 time=1.026 s | package=161.430 J | dram=NA | total=161.430 J | power=157.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=9 batches=26 time=1.026 s | package=161.376 J | dram=NA | total=161.376 J | power=157.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=10 batches=26 time=1.026 s | package=161.476 J | dram=NA | total=161.476 J | power=157.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=16000000 threads=32 rep=1 batches=266 time=1.003 s | package=154.019 J | dram=NA | total=154.019 J | power=153.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=2 batches=266 time=1.004 s | package=153.981 J | dram=NA | total=153.981 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=3 batches=266 time=1.004 s | package=154.058 J | dram=NA | total=154.058 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=4 batches=266 time=1.004 s | package=153.886 J | dram=NA | total=153.886 J | power=153.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=5 batches=266 time=1.004 s | package=153.998 J | dram=NA | total=153.998 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=6 batches=266 time=1.003 s | package=154.027 J | dram=NA | total=154.027 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=7 batches=266 time=1.004 s | package=154.001 J | dram=NA | total=154.001 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=8 batches=266 time=1.004 s | package=154.010 J | dram=NA | total=154.010 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=9 batches=266 time=1.005 s | package=154.093 J | dram=NA | total=154.093 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=32 rep=10 batches=266 time=1.003 s | package=153.990 J | dram=NA | total=153.990 J | power=153.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=32000000 threads=4 rep=1 batches=106 time=1.002 s | package=98.993 J | dram=NA | total=98.993 J | power=98.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=2 batches=106 time=1.003 s | package=99.004 J | dram=NA | total=99.004 J | power=98.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=3 batches=106 time=1.003 s | package=98.355 J | dram=NA | total=98.355 J | power=98.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=4 batches=106 time=1.004 s | package=97.059 J | dram=NA | total=97.059 J | power=96.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=5 batches=106 time=1.002 s | package=96.883 J | dram=NA | total=96.883 J | power=96.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=6 batches=106 time=1.002 s | package=96.867 J | dram=NA | total=96.867 J | power=96.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=7 batches=106 time=1.002 s | package=96.790 J | dram=NA | total=96.790 J | power=96.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=8 batches=106 time=1.005 s | package=96.987 J | dram=NA | total=96.987 J | power=96.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=9 batches=106 time=1.004 s | package=97.318 J | dram=NA | total=97.318 J | power=97.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=4 rep=10 batches=106 time=1.002 s | package=96.805 J | dram=NA | total=96.805 J | power=96.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=32000000 threads=20 rep=1 batches=94 time=1.003 s | package=124.147 J | dram=NA | total=124.147 J | power=123.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=2 batches=94 time=1.003 s | package=124.270 J | dram=NA | total=124.270 J | power=123.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=3 batches=94 time=1.003 s | package=124.261 J | dram=NA | total=124.261 J | power=123.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=4 batches=94 time=1.003 s | package=124.369 J | dram=NA | total=124.369 J | power=123.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=5 batches=94 time=1.004 s | package=124.724 J | dram=NA | total=124.724 J | power=124.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=6 batches=94 time=1.003 s | package=124.654 J | dram=NA | total=124.654 J | power=124.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=7 batches=94 time=1.003 s | package=124.819 J | dram=NA | total=124.819 J | power=124.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=8 batches=94 time=1.003 s | package=124.805 J | dram=NA | total=124.805 J | power=124.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=9 batches=94 time=1.003 s | package=124.826 J | dram=NA | total=124.826 J | power=124.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=20 rep=10 batches=94 time=1.003 s | package=124.869 J | dram=NA | total=124.869 J | power=124.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=16000000 threads=20 rep=1 batches=238 time=1.001 s | package=119.633 J | dram=NA | total=119.633 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=2 batches=238 time=1.002 s | package=119.711 J | dram=NA | total=119.711 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=3 batches=238 time=1.001 s | package=119.629 J | dram=NA | total=119.629 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=4 batches=238 time=1.002 s | package=119.737 J | dram=NA | total=119.737 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=5 batches=238 time=1.001 s | package=119.575 J | dram=NA | total=119.575 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=6 batches=238 time=1.000 s | package=119.491 J | dram=NA | total=119.491 J | power=119.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=7 batches=238 time=1.000 s | package=119.528 J | dram=NA | total=119.528 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=8 batches=238 time=1.001 s | package=119.584 J | dram=NA | total=119.584 J | power=119.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=9 batches=238 time=1.001 s | package=119.622 J | dram=NA | total=119.622 J | power=119.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=10 batches=238 time=1.001 s | package=119.548 J | dram=NA | total=119.548 J | power=119.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=4000000 threads=4 rep=1 batches=4775 time=1.011 s | package=119.699 J | dram=NA | total=119.699 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=2 batches=4775 time=1.014 s | package=120.170 J | dram=NA | total=120.170 J | power=118.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=3 batches=4775 time=0.997 s | package=118.468 J | dram=NA | total=118.468 J | power=118.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=4 batches=4775 time=1.006 s | package=119.302 J | dram=NA | total=119.302 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=5 batches=4775 time=1.006 s | package=119.311 J | dram=NA | total=119.311 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=6 batches=4775 time=1.006 s | package=119.316 J | dram=NA | total=119.316 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=7 batches=4775 time=1.006 s | package=119.260 J | dram=NA | total=119.260 J | power=118.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=8 batches=4775 time=1.009 s | package=119.722 J | dram=NA | total=119.722 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=9 batches=4775 time=1.011 s | package=119.776 J | dram=NA | total=119.776 J | power=118.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=10 batches=4775 time=0.985 s | package=117.264 J | dram=NA | total=117.264 J | power=119.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=32000000 threads=1 rep=1 batches=56 time=1.015 s | package=75.367 J | dram=NA | total=75.367 J | power=74.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=2 batches=56 time=1.019 s | package=75.561 J | dram=NA | total=75.561 J | power=74.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=3 batches=56 time=1.017 s | package=75.348 J | dram=NA | total=75.348 J | power=74.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=4 batches=56 time=1.017 s | package=75.312 J | dram=NA | total=75.312 J | power=74.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=5 batches=56 time=1.017 s | package=75.183 J | dram=NA | total=75.183 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=6 batches=56 time=1.015 s | package=75.110 J | dram=NA | total=75.110 J | power=74.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=7 batches=56 time=1.019 s | package=75.288 J | dram=NA | total=75.288 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=8 batches=56 time=1.017 s | package=75.153 J | dram=NA | total=75.153 J | power=73.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=1 rep=9 batches=56 time=1.021 s | package=75.406 J | dram=NA | total=75.406 J | power=73.9 W | runtime=in_range | checksum=OK
