STREAM | AMD Ryzen Threadripper 3970X 32-Core Processor | platform=AMD | session=stream_amd_20260721_095517_session2 | reps=10 | configs=81 | DRAM-RAPL=no
[STREAM] N=64000000 threads=2 rep=4 batches=44 time=0.999 s | package=82.241 J | dram=NA | total=82.241 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=5 batches=44 time=0.999 s | package=82.157 J | dram=NA | total=82.157 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=6 batches=44 time=1.000 s | package=82.349 J | dram=NA | total=82.349 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=7 batches=44 time=0.996 s | package=82.016 J | dram=NA | total=82.016 J | power=82.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=8 batches=44 time=0.999 s | package=82.204 J | dram=NA | total=82.204 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=9 batches=44 time=0.997 s | package=82.047 J | dram=NA | total=82.047 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=2 rep=10 batches=44 time=0.997 s | package=82.093 J | dram=NA | total=82.093 J | power=82.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=8000000 threads=4 rep=1 batches=552 time=1.000 s | package=91.079 J | dram=NA | total=91.079 J | power=91.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=2 batches=552 time=1.002 s | package=91.233 J | dram=NA | total=91.233 J | power=91.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=3 batches=552 time=1.002 s | package=91.262 J | dram=NA | total=91.262 J | power=91.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=4 batches=552 time=1.001 s | package=90.358 J | dram=NA | total=90.358 J | power=90.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=5 batches=552 time=1.001 s | package=90.200 J | dram=NA | total=90.200 J | power=90.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=6 batches=552 time=1.003 s | package=90.299 J | dram=NA | total=90.299 J | power=90.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=7 batches=552 time=1.001 s | package=90.197 J | dram=NA | total=90.197 J | power=90.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=8 batches=552 time=1.003 s | package=90.323 J | dram=NA | total=90.323 J | power=90.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=9 batches=552 time=1.002 s | package=90.221 J | dram=NA | total=90.221 J | power=90.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=10 batches=552 time=1.002 s | package=90.215 J | dram=NA | total=90.215 J | power=90.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=4000000 threads=32 rep=1 batches=45520 time=1.014 s | package=290.887 J | dram=NA | total=290.887 J | power=286.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=2 batches=45520 time=1.018 s | package=292.171 J | dram=NA | total=292.171 J | power=287.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=3 batches=45520 time=1.017 s | package=291.631 J | dram=NA | total=291.631 J | power=286.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=4 batches=45520 time=1.019 s | package=292.334 J | dram=NA | total=292.334 J | power=287.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=5 batches=45520 time=1.019 s | package=292.407 J | dram=NA | total=292.407 J | power=286.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=6 batches=45520 time=1.022 s | package=293.476 J | dram=NA | total=293.476 J | power=287.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=7 batches=45520 time=1.021 s | package=292.430 J | dram=NA | total=292.430 J | power=286.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=8 batches=45520 time=1.022 s | package=292.871 J | dram=NA | total=292.871 J | power=286.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=9 batches=45520 time=1.018 s | package=292.060 J | dram=NA | total=292.060 J | power=286.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=32 rep=10 batches=45520 time=1.019 s | package=292.338 J | dram=NA | total=292.338 J | power=286.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=64000000 threads=10 rep=1 batches=53 time=1.015 s | package=132.801 J | dram=NA | total=132.801 J | power=130.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=2 batches=53 time=1.014 s | package=131.728 J | dram=NA | total=131.728 J | power=129.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=3 batches=53 time=1.015 s | package=131.467 J | dram=NA | total=131.467 J | power=129.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=4 batches=53 time=1.015 s | package=130.955 J | dram=NA | total=130.955 J | power=129.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=5 batches=53 time=1.015 s | package=130.576 J | dram=NA | total=130.576 J | power=128.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=6 batches=53 time=1.015 s | package=130.293 J | dram=NA | total=130.293 J | power=128.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=7 batches=53 time=1.015 s | package=130.162 J | dram=NA | total=130.162 J | power=128.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=8 batches=53 time=1.015 s | package=129.938 J | dram=NA | total=129.938 J | power=128.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=9 batches=53 time=1.015 s | package=129.956 J | dram=NA | total=129.956 J | power=128.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=10 batches=53 time=1.015 s | package=129.878 J | dram=NA | total=129.878 J | power=127.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=4000000 threads=4 rep=1 batches=4913 time=1.012 s | package=124.225 J | dram=NA | total=124.225 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=2 batches=4913 time=1.008 s | package=123.586 J | dram=NA | total=123.586 J | power=122.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=3 batches=4913 time=1.007 s | package=123.605 J | dram=NA | total=123.605 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=4 batches=4913 time=0.998 s | package=122.682 J | dram=NA | total=122.682 J | power=122.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=5 batches=4913 time=0.997 s | package=122.584 J | dram=NA | total=122.584 J | power=123.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=6 batches=4913 time=1.001 s | package=123.020 J | dram=NA | total=123.020 J | power=122.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=7 batches=4913 time=0.997 s | package=122.970 J | dram=NA | total=122.970 J | power=123.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=8 batches=4913 time=0.998 s | package=122.609 J | dram=NA | total=122.609 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=9 batches=4913 time=1.000 s | package=122.894 J | dram=NA | total=122.894 J | power=122.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=10 batches=4913 time=1.002 s | package=123.400 J | dram=NA | total=123.400 J | power=123.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=64000000 threads=16 rep=1 batches=52 time=1.001 s | package=128.100 J | dram=NA | total=128.100 J | power=128.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=2 batches=52 time=1.001 s | package=128.092 J | dram=NA | total=128.092 J | power=127.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=3 batches=52 time=1.001 s | package=128.176 J | dram=NA | total=128.176 J | power=128.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=4 batches=52 time=1.001 s | package=128.115 J | dram=NA | total=128.115 J | power=127.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=5 batches=52 time=1.002 s | package=128.256 J | dram=NA | total=128.256 J | power=128.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=6 batches=52 time=1.002 s | package=128.473 J | dram=NA | total=128.473 J | power=128.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=7 batches=52 time=1.001 s | package=128.219 J | dram=NA | total=128.219 J | power=128.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=8 batches=52 time=1.001 s | package=128.300 J | dram=NA | total=128.300 J | power=128.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=9 batches=52 time=1.002 s | package=128.299 J | dram=NA | total=128.299 J | power=128.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=10 batches=52 time=1.001 s | package=128.234 J | dram=NA | total=128.234 J | power=128.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=2000000 threads=2 rep=1 batches=5274 time=1.011 s | package=93.946 J | dram=NA | total=93.946 J | power=92.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=2 batches=5274 time=1.000 s | package=92.862 J | dram=NA | total=92.862 J | power=92.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=3 batches=5274 time=1.006 s | package=93.354 J | dram=NA | total=93.354 J | power=92.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=4 batches=5274 time=1.002 s | package=92.881 J | dram=NA | total=92.881 J | power=92.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=5 batches=5274 time=1.041 s | package=95.840 J | dram=NA | total=95.840 J | power=92.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=6 batches=5274 time=1.038 s | package=95.483 J | dram=NA | total=95.483 J | power=92.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=7 batches=5274 time=0.998 s | package=92.428 J | dram=NA | total=92.428 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=8 batches=5274 time=1.014 s | package=93.719 J | dram=NA | total=93.719 J | power=92.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=9 batches=5274 time=1.003 s | package=92.760 J | dram=NA | total=92.760 J | power=92.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=10 batches=5274 time=1.004 s | package=92.925 J | dram=NA | total=92.925 J | power=92.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=64 active=64
[STREAM] N=32000000 threads=64 rep=1 batches=101 time=1.010 s | package=159.303 J | dram=NA | total=159.303 J | power=157.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=2 batches=101 time=1.011 s | package=159.616 J | dram=NA | total=159.616 J | power=158.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=3 batches=101 time=1.010 s | package=159.652 J | dram=NA | total=159.652 J | power=158.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=4 batches=101 time=1.011 s | package=160.057 J | dram=NA | total=160.057 J | power=158.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=5 batches=101 time=1.010 s | package=159.989 J | dram=NA | total=159.989 J | power=158.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=6 batches=101 time=1.009 s | package=160.105 J | dram=NA | total=160.105 J | power=158.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=7 batches=101 time=1.013 s | package=160.640 J | dram=NA | total=160.640 J | power=158.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=8 batches=101 time=1.011 s | package=160.236 J | dram=NA | total=160.236 J | power=158.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=9 batches=101 time=1.011 s | package=160.147 J | dram=NA | total=160.147 J | power=158.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=64 rep=10 batches=101 time=1.011 s | package=160.096 J | dram=NA | total=160.096 J | power=158.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=16000000 threads=1 rep=1 batches=109 time=0.997 s | package=75.068 J | dram=NA | total=75.068 J | power=75.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=2 batches=109 time=1.010 s | package=75.791 J | dram=NA | total=75.791 J | power=75.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=3 batches=109 time=1.003 s | package=75.198 J | dram=NA | total=75.198 J | power=75.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=4 batches=109 time=1.010 s | package=75.580 J | dram=NA | total=75.580 J | power=74.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=5 batches=109 time=1.005 s | package=75.127 J | dram=NA | total=75.127 J | power=74.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=6 batches=109 time=1.002 s | package=74.843 J | dram=NA | total=74.843 J | power=74.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=7 batches=109 time=0.999 s | package=74.592 J | dram=NA | total=74.592 J | power=74.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=8 batches=109 time=1.006 s | package=74.994 J | dram=NA | total=74.994 J | power=74.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=9 batches=109 time=1.002 s | package=74.691 J | dram=NA | total=74.691 J | power=74.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=10 batches=109 time=1.001 s | package=74.561 J | dram=NA | total=74.561 J | power=74.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=8000000 threads=2 rep=1 batches=350 time=1.001 s | package=82.660 J | dram=NA | total=82.660 J | power=82.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=2 batches=350 time=1.003 s | package=82.463 J | dram=NA | total=82.463 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=3 batches=350 time=1.001 s | package=82.419 J | dram=NA | total=82.419 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=4 batches=350 time=1.003 s | package=82.580 J | dram=NA | total=82.580 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=5 batches=350 time=1.002 s | package=82.471 J | dram=NA | total=82.471 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=6 batches=350 time=1.000 s | package=82.373 J | dram=NA | total=82.373 J | power=82.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=7 batches=350 time=1.004 s | package=82.577 J | dram=NA | total=82.577 J | power=82.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=8 batches=350 time=1.001 s | package=82.395 J | dram=NA | total=82.395 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=9 batches=350 time=1.000 s | package=82.299 J | dram=NA | total=82.299 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=10 batches=350 time=1.000 s | package=82.282 J | dram=NA | total=82.282 J | power=82.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=16000000 threads=16 rep=1 batches=256 time=1.000 s | package=121.926 J | dram=NA | total=121.926 J | power=121.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=2 batches=256 time=1.000 s | package=121.896 J | dram=NA | total=121.896 J | power=121.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=3 batches=256 time=1.000 s | package=122.220 J | dram=NA | total=122.220 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=4 batches=256 time=1.001 s | package=122.330 J | dram=NA | total=122.330 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=5 batches=256 time=1.000 s | package=122.445 J | dram=NA | total=122.445 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=6 batches=256 time=1.000 s | package=122.448 J | dram=NA | total=122.448 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=7 batches=256 time=0.999 s | package=122.293 J | dram=NA | total=122.293 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=8 batches=256 time=1.000 s | package=122.344 J | dram=NA | total=122.344 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=9 batches=256 time=0.999 s | package=122.316 J | dram=NA | total=122.316 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=16 rep=10 batches=256 time=1.000 s | package=122.276 J | dram=NA | total=122.276 J | power=122.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=1000000 threads=32 rep=1 batches=35774 time=1.011 s | package=180.098 J | dram=NA | total=180.098 J | power=178.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=2 batches=35774 time=1.008 s | package=179.607 J | dram=NA | total=179.607 J | power=178.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=3 batches=35774 time=1.007 s | package=179.139 J | dram=NA | total=179.139 J | power=178.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=4 batches=35774 time=1.013 s | package=180.036 J | dram=NA | total=180.036 J | power=177.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=5 batches=35774 time=1.016 s | package=180.563 J | dram=NA | total=180.563 J | power=177.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=6 batches=35774 time=1.005 s | package=179.213 J | dram=NA | total=179.213 J | power=178.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=7 batches=35774 time=1.004 s | package=179.155 J | dram=NA | total=179.155 J | power=178.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=8 batches=35774 time=1.001 s | package=178.804 J | dram=NA | total=178.804 J | power=178.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=9 batches=35774 time=1.005 s | package=179.814 J | dram=NA | total=179.814 J | power=178.9 W | runtime=in_range | checksum=OK
