platform,platform_label_leader,problem_size,policy,exact_configuration,selection_status,selected_configuration_stable,runtime_s_session_cv_pct,energy_j_session_cv_pct,throughput_gflops_session_cv_pct
AMD,AMD CPU,512,throughput_opt,16T,tie_or_uncertain,False,4.88002512594758,2.766281526768417,5.07667866680443
INTEL,Intel CPU,512,throughput_opt,16T,tie_or_uncertain,True,1.9387711640205056,2.828158957062024,1.90103062276058
3090,RTX 3090,1024,edp_opt,gpu_resident,single_configuration,True,0.1697657526533686,1.101077941064336,0.1695678422362212
5060ti,RTX 5060 Ti,1024,edp_opt,gpu_resident,single_configuration,True,0.2779057373437165,1.9997135054311357,0.2782029803318207
AMD,AMD CPU,1024,edp_opt,32T,tie_or_uncertain,False,5.029621856866292,2.6855117959713777,4.725003375159812
INTEL,Intel CPU,1024,edp_opt,8T,clear_leader,True,4.537969517578183,3.9199208714236007,4.318336208828386
3090,RTX 3090,1024,efficiency_opt,gpu_resident,single_configuration,True,0.1697657526533686,1.101077941064336,0.1695678422362212
5060ti,RTX 5060 Ti,1024,efficiency_opt,gpu_resident,single_configuration,True,0.2779057373437165,1.9997135054311357,0.2782029803318207
AMD,AMD CPU,1024,efficiency_opt,16T,clear_leader,True,1.1158140256001057,0.8073852470565193,1.1083377905602927
INTEL,Intel CPU,1024,efficiency_opt,8T,clear_leader,True,4.537969517578183,3.9199208714236007,4.318336208828386
3090,RTX 3090,1024,energy_opt,gpu_resident,single_configuration,True,0.1697657526533686,1.101077941064336,0.1695678422362212
5060ti,RTX 5060 Ti,1024,energy_opt,gpu_resident,single_configuration,True,0.2779057373437165,1.9997135054311357,0.2782029803318207
AMD,AMD CPU,1024,energy_opt,16T,clear_leader,True,1.1158140256001057,0.8073852470565193,1.1083377905602927
INTEL,Intel CPU,1024,energy_opt,8T,clear_leader,True,4.537969517578183,3.9199208714236007,4.318336208828386
3090,RTX 3090,1024,runtime_opt,gpu_resident,single_configuration,True,0.1697657526533686,1.101077941064336,0.1695678422362212
5060ti,RTX 5060 Ti,1024,runtime_opt,gpu_resident,single_configuration,True,0.2779057373437165,1.9997135054311357,0.2782029803318207
AMD,AMD CPU,1024,runtime_opt,32T,tie_or_uncertain,False,5.029621856866292,2.6855117959713777,4.725003375159812
INTEL,Intel CPU,1024,runtime_opt,8T,tie_or_uncertain,True,4.537969517578183,3.9199208714236007,4.318336208828386
3090,RTX 3090,1024,throughput_opt,gpu_resident,single_configuration,True,0.1697657526533686,1.101077941064336,0.1695678422362212
5060ti,RTX 5060 Ti,1024,throughput_opt,gpu_resident,single_configuration,True,0.2779057373437165,1.9997135054311357,0.2782029803318207
AMD,AMD CPU,1024,throughput_opt,32T,tie_or_uncertain,False,5.029621856866292,2.6855117959713777,4.725003375159812
INTEL,Intel CPU,1024,throughput_opt,8T,tie_or_uncertain,True,4.537969517578183,3.9199208714236007,4.318336208828386
3090,RTX 3090,2048,edp_opt,gpu_resident,single_configuration,True,0.1734840761366921,0.3276015892097224,0.1734586694148259
5060ti,RTX 5060 Ti,2048,edp_opt,gpu_resident,single_configuration,True,0.2170715406968399,1.1632446596625363,0.2164418331812092
AMD,AMD CPU,2048,edp_opt,64T,clear_leader,True,1.469847475285482,1.1107210348619014,1.4777794131943167
INTEL,Intel CPU,2048,edp_opt,8T,clear_leader,True,4.955395967136717,1.7848687053412875,4.868876438145227
3090,RTX 3090,2048,efficiency_opt,gpu_resident,single_configuration,True,0.1734840761366921,0.3276015892097224,0.1734586694148259
5060ti,RTX 5060 Ti,2048,efficiency_opt,gpu_resident,single_configuration,True,0.2170715406968399,1.1632446596625363,0.2164418331812092
AMD,AMD CPU,2048,efficiency_opt,64T,clear_leader,True,1.469847475285482,1.1107210348619014,1.4777794131943167
INTEL,Intel CPU,2048,efficiency_opt,8T,clear_leader,True,4.955395967136717,1.7848687053412875,4.868876438145227
3090,RTX 3090,2048,energy_opt,gpu_resident,single_configuration,True,0.1734840761366921,0.3276015892097224,0.1734586694148259
5060ti,RTX 5060 Ti,2048,energy_opt,gpu_resident,single_configuration,True,0.2170715406968399,1.1632446596625363,0.2164418331812092
AMD,AMD CPU,2048,energy_opt,64T,clear_leader,True,1.469847475285482,1.1107210348619014,1.4777794131943167
INTEL,Intel CPU,2048,energy_opt,8T,clear_leader,True,4.955395967136717,1.7848687053412875,4.868876438145227
3090,RTX 3090,2048,runtime_opt,gpu_resident,single_configuration,True,0.1734840761366921,0.3276015892097224,0.1734586694148259
5060ti,RTX 5060 Ti,2048,runtime_opt,gpu_resident,single_configuration,True,0.2170715406968399,1.1632446596625363,0.2164418331812092
AMD,AMD CPU,2048,runtime_opt,64T,tie_or_uncertain,True,1.469847475285482,1.1107210348619014,1.4777794131943167
INTEL,Intel CPU,2048,runtime_opt,8T,tie_or_uncertain,True,4.955395967136717,1.7848687053412875,4.868876438145227
3090,RTX 3090,2048,throughput_opt,gpu_resident,single_configuration,True,0.1734840761366921,0.3276015892097224,0.1734586694148259
5060ti,RTX 5060 Ti,2048,throughput_opt,gpu_resident,single_configuration,True,0.2170715406968399,1.1632446596625363,0.2164418331812092
AMD,AMD CPU,2048,throughput_opt,64T,tie_or_uncertain,True,1.469847475285482,1.1107210348619014,1.4777794131943167
INTEL,Intel CPU,2048,throughput_opt,8T,tie_or_uncertain,True,4.955395967136717,1.7848687053412875,4.868876438145227
3090,RTX 3090,4096,edp_opt,gpu_resident,single_configuration,True,0.1077281834626028,0.4610351995479918,0.1077275998409431
5060ti,RTX 5060 Ti,4096,edp_opt,gpu_resident,single_configuration,True,0.2620765220389516,1.3363429361244652,0.2623277808253934
AMD,AMD CPU,4096,edp_opt,32T,tie_or_uncertain,True,3.5614354002915705,2.3978086128313576,3.53871093686231
INTEL,Intel CPU,4096,edp_opt,10T,tie_or_uncertain,True,1.707422127806496,0.4680519689394574,1.704797848789114
3090,RTX 3090,4096,efficiency_opt,gpu_resident,single_configuration,True,0.1077281834626028,0.4610351995479918,0.1077275998409431
5060ti,RTX 5060 Ti,4096,efficiency_opt,gpu_resident,single_configuration,True,0.2620765220389516,1.3363429361244652,0.2623277808253934
AMD,AMD CPU,4096,efficiency_opt,64T,clear_leader,True,3.650085683892758,2.705483548748282,3.721772464113185
INTEL,Intel CPU,4096,efficiency_opt,8T,tie_or_uncertain,True,4.302450510001318,2.8711914361747457,4.201981021026701
3090,RTX 3090,4096,energy_opt,gpu_resident,single_configuration,True,0.1077281834626028,0.4610351995479918,0.1077275998409431
5060ti,RTX 5060 Ti,4096,energy_opt,gpu_resident,single_configuration,True,0.2620765220389516,1.3363429361244652,0.2623277808253934
AMD,AMD CPU,4096,energy_opt,64T,clear_leader,True,3.650085683892758,2.705483548748282,3.721772464113185
INTEL,Intel CPU,4096,energy_opt,8T,tie_or_uncertain,True,4.302450510001318,2.8711914361747457,4.201981021026701
3090,RTX 3090,4096,runtime_opt,gpu_resident,single_configuration,True,0.1077281834626028,0.4610351995479918,0.1077275998409431
5060ti,RTX 5060 Ti,4096,runtime_opt,gpu_resident,single_configuration,True,0.2620765220389516,1.3363429361244652,0.2623277808253934
AMD,AMD CPU,4096,runtime_opt,32T,tie_or_uncertain,True,3.5614354002915705,2.3978086128313576,3.53871093686231
INTEL,Intel CPU,4096,runtime_opt,10T,clear_leader,True,1.707422127806496,0.4680519689394574,1.704797848789114
3090,RTX 3090,4096,throughput_opt,gpu_resident,single_configuration,True,0.1077281834626028,0.4610351995479918,0.1077275998409431
5060ti,RTX 5060 Ti,4096,throughput_opt,gpu_resident,single_configuration,True,0.2620765220389516,1.3363429361244652,0.2623277808253934
AMD,AMD CPU,4096,throughput_opt,32T,tie_or_uncertain,True,3.5614354002915705,2.3978086128313576,3.53871093686231
INTEL,Intel CPU,4096,throughput_opt,10T,clear_leader,True,1.707422127806496,0.4680519689394574,1.704797848789114
3090,RTX 3090,8192,edp_opt,gpu_resident,single_configuration,True,0.1071308561494488,0.4962786561950693,0.1071198725300738
5060ti,RTX 5060 Ti,8192,edp_opt,gpu_resident,single_configuration,True,0.2007171850191463,0.3951671366416321,0.200364280581634
AMD,AMD CPU,8192,edp_opt,64T,clear_leader,True,0.9861603025173594,1.096119120441977,0.9957121944939564
INTEL,Intel CPU,8192,edp_opt,10T,tie_or_uncertain,True,3.868381047949717,2.760811384419517,3.8238799464373487
3090,RTX 3090,8192,efficiency_opt,gpu_resident,single_configuration,True,0.1071308561494488,0.4962786561950693,0.1071198725300738
5060ti,RTX 5060 Ti,8192,efficiency_opt,gpu_resident,single_configuration,True,0.2007171850191463,0.3951671366416321,0.200364280581634
AMD,AMD CPU,8192,efficiency_opt,64T,clear_leader,True,0.9861603025173594,1.096119120441977,0.9957121944939564
INTEL,Intel CPU,8192,efficiency_opt,8T,tie_or_uncertain,True,2.0781155518019565,3.3553822171238807,2.0691160891616134
3090,RTX 3090,8192,energy_opt,gpu_resident,single_configuration,True,0.1071308561494488,0.4962786561950693,0.1071198725300738
5060ti,RTX 5060 Ti,8192,energy_opt,gpu_resident,single_configuration,True,0.2007171850191463,0.3951671366416321,0.200364280581634
AMD,AMD CPU,8192,energy_opt,64T,clear_leader,True,0.9861603025173594,1.096119120441977,0.9957121944939564
INTEL,Intel CPU,8192,energy_opt,8T,tie_or_uncertain,True,2.0781155518019565,3.3553822171238807,2.0691160891616134
3090,RTX 3090,8192,runtime_opt,gpu_resident,single_configuration,True,0.1071308561494488,0.4962786561950693,0.1071198725300738
5060ti,RTX 5060 Ti,8192,runtime_opt,gpu_resident,single_configuration,True,0.2007171850191463,0.3951671366416321,0.200364280581634
AMD,AMD CPU,8192,runtime_opt,32T,clear_leader,True,1.1662468052371178,1.239238263883625,1.1653586975233607
INTEL,Intel CPU,8192,runtime_opt,10T,tie_or_uncertain,True,3.868381047949717,2.760811384419517,3.8238799464373487
3090,RTX 3090,8192,throughput_opt,gpu_resident,single_configuration,True,0.1071308561494488,0.4962786561950693,0.1071198725300738
5060ti,RTX 5060 Ti,8192,throughput_opt,gpu_resident,single_configuration,True,0.2007171850191463,0.3951671366416321,0.200364280581634
AMD,AMD CPU,8192,throughput_opt,32T,clear_leader,True,1.1662468052371178,1.239238263883625,1.1653586975233607
INTEL,Intel CPU,8192,throughput_opt,10T,tie_or_uncertain,True,3.868381047949717,2.760811384419517,3.8238799464373487
3090,RTX 3090,16384,edp_opt,gpu_resident,single_configuration,True,0.0785998086771104,1.0062576229872366,0.078547313680998
5060ti,RTX 5060 Ti,16384,edp_opt,gpu_resident,single_configuration,True,0.0063075267258886,0.414120266909129,0.0063075545768656
AMD,AMD CPU,16384,edp_opt,64T,tie_or_uncertain,True,1.703438101225875,1.7444460198617078,1.7131072165716987
INTEL,Intel CPU,16384,edp_opt,8T,tie_or_uncertain,False,2.2073470419831667,5.419840625072575,2.2042068253158598
3090,RTX 3090,16384,efficiency_opt,gpu_resident,single_configuration,True,0.0785998086771104,1.0062576229872366,0.078547313680998
5060ti,RTX 5060 Ti,16384,efficiency_opt,gpu_resident,single_configuration,True,0.0063075267258886,0.414120266909129,0.0063075545768656
AMD,AMD CPU,16384,efficiency_opt,64T,clear_leader,True,1.703438101225875,1.7444460198617078,1.7131072165716987
INTEL,Intel CPU,16384,efficiency_opt,8T,clear_leader,False,2.2073470419831667,5.419840625072575,2.2042068253158598
3090,RTX 3090,16384,energy_opt,gpu_resident,single_configuration,True,0.0785998086771104,1.0062576229872366,0.078547313680998
5060ti,RTX 5060 Ti,16384,energy_opt,gpu_resident,single_configuration,True,0.0063075267258886,0.414120266909129,0.0063075545768656
AMD,AMD CPU,16384,energy_opt,64T,clear_leader,True,1.703438101225875,1.7444460198617078,1.7131072165716987
INTEL,Intel CPU,16384,energy_opt,8T,clear_leader,False,2.2073470419831667,5.419840625072575,2.2042068253158598
3090,RTX 3090,16384,runtime_opt,gpu_resident,single_configuration,True,0.0785998086771104,1.0062576229872366,0.078547313680998
5060ti,RTX 5060 Ti,16384,runtime_opt,gpu_resident,single_configuration,True,0.0063075267258886,0.414120266909129,0.0063075545768656
AMD,AMD CPU,16384,runtime_opt,32T,tie_or_uncertain,True,3.59323295060326,3.609539879710913,3.57850250753879
INTEL,Intel CPU,16384,runtime_opt,10T,tie_or_uncertain,True,1.2042333128364666,0.9017166227810912,1.2199035906590314
3090,RTX 3090,16384,throughput_opt,gpu_resident,single_configuration,True,0.0785998086771104,1.0062576229872366,0.078547313680998
5060ti,RTX 5060 Ti,16384,throughput_opt,gpu_resident,single_configuration,True,0.0063075267258886,0.414120266909129,0.0063075545768656
AMD,AMD CPU,16384,throughput_opt,32T,tie_or_uncertain,True,3.59323295060326,3.609539879710913,3.57850250753879
INTEL,Intel CPU,16384,throughput_opt,10T,tie_or_uncertain,True,1.2042333128364666,0.9017166227810912,1.2199035906590314
