platform,platform_label,problem_size,configuration,metric,analysis_type,strided_median,dense_median,strided_over_dense_ratio,ci95_low,ci95_high,classification,probability_strided_lower,cliffs_delta_strided_minus_dense
AMD,AMD CPU,64,32T,energy_j,configuration_matched_independent_sessions,0.0004426930392815,0.0004516739233829,0.9801164432205075,0.9695653164613921,1.0010293419434468,uncertain_strided_lower,0.88,-0.76
AMD,AMD CPU,64,32T,edp_j_s,configuration_matched_independent_sessions,2.725736455735348e-09,2.7826103914602046e-09,0.9795609418050756,0.9653258660895869,1.0073265670634357,uncertain_strided_lower,0.88,-0.76
AMD,AMD CPU,64,32T,power_w,configuration_matched_independent_sessions,71.8477271456542,73.22482541984287,0.9811935601581442,0.9741202982794085,0.9932417830842291,practically_equivalent_or_uncertain,0.96,-0.92
AMD,AMD CPU,64,4T,runtime_s,configuration_matched_independent_sessions,6.149570334621919e-06,6.150596234245028e-06,0.9998332032238767,0.9932716776192206,1.0082845384540782,practically_equivalent_or_uncertain,0.56,-0.12
AMD,AMD CPU,64,4T,energy_j,configuration_matched_independent_sessions,0.0004425503748799,0.0004517064495809,0.9797300332782605,0.9631583928635229,1.0030233419632688,uncertain_strided_lower,0.88,-0.76
AMD,AMD CPU,64,4T,edp_j_s,configuration_matched_independent_sessions,2.7210816531893446e-09,2.778044956810056e-09,0.9794951829411283,0.9561018529752248,1.010860078443684,uncertain_strided_lower,0.8,-0.6
AMD,AMD CPU,64,4T,power_w,configuration_matched_independent_sessions,72.00302829076102,73.20037635337508,0.983642870129057,0.9687366251267374,0.9951902083592786,practically_equivalent_or_uncertain,0.96,-0.92
AMD,AMD CPU,64,64T,runtime_s,configuration_matched_independent_sessions,6.16892163261208e-06,6.150360338662764e-06,1.003017919752219,0.9953804647230469,1.010472637977391,practically_equivalent_or_uncertain,0.28,0.44
AMD,AMD CPU,64,64T,energy_j,configuration_matched_independent_sessions,0.0004436749288843,0.0004512140479586,0.9832914797125472,0.9711030371702959,1.0103415095010746,practically_equivalent_or_uncertain,0.68,-0.36
AMD,AMD CPU,64,64T,edp_j_s,configuration_matched_independent_sessions,2.735155887988519e-09,2.7774314011750022e-09,0.9847789172511701,0.9658604608066939,1.0197407107328882,practically_equivalent_or_uncertain,0.64,-0.28
AMD,AMD CPU,64,64T,power_w,configuration_matched_independent_sessions,71.96936885165897,73.27155422228482,0.9822279548393993,0.9723355338532931,1.0016664851460808,practically_equivalent_or_uncertain,0.88,-0.76
AMD,AMD CPU,64,8T,runtime_s,configuration_matched_independent_sessions,6.138008702643321e-06,6.127075280692067e-06,1.0017844438741772,0.9963527555525283,1.0099213739189346,practically_equivalent_or_uncertain,0.36,0.28
AMD,AMD CPU,64,8T,energy_j,configuration_matched_independent_sessions,0.0004390853733376,0.0004459453095281,0.9846170908317005,0.970959410036901,1.0066023058511717,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,64,8T,edp_j_s,configuration_matched_independent_sessions,2.693620855628583e-09,2.7324931305866e-09,0.9857740630624487,0.9665803274545836,1.0165323948901424,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,64,8T,power_w,configuration_matched_independent_sessions,71.70195036390024,72.75567523662829,0.9855169391349754,0.9772006464692143,0.9977634886905038,practically_equivalent_or_uncertain,0.92,-0.84
AMD,AMD CPU,128,10T,runtime_s,configuration_matched_independent_sessions,1.7552939211756847e-05,1.824693754785081e-05,0.9619663116468711,0.5976478787548837,0.9802126844071928,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,10T,energy_j,configuration_matched_independent_sessions,0.0020938590162781,0.0021799541452477,0.9605059908451342,0.68157523918448,0.9745727847794037,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,10T,edp_j_s,configuration_matched_independent_sessions,3.675337677525272e-08,3.978968904470808e-08,0.9236909776790734,0.4071463472089149,0.9543013542129193,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,10T,power_w,configuration_matched_independent_sessions,119.3295582266902,119.8531121008543,0.9956317039667393,0.9917332280922719,1.136222070578067,practically_equivalent_or_uncertain,0.8,-0.6
AMD,AMD CPU,128,16T,runtime_s,configuration_matched_independent_sessions,1.7469962627920784e-05,1.849728245798901e-05,0.9444610400256647,0.5833627523273163,0.9807208320748431,uncertain_strided_lower,0.96,-0.92
AMD,AMD CPU,128,16T,energy_j,configuration_matched_independent_sessions,0.0020776206995913,0.0022111887767363,0.9395944486738279,0.6661439724343636,0.9705948877217657,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,16T,edp_j_s,configuration_matched_independent_sessions,3.628899102494964e-08,4.0896499320114425e-08,0.8873373425167802,0.38857998400116595,0.9514386573992519,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,16T,power_w,configuration_matched_independent_sessions,120.01675421180414,119.6003717588288,1.0034814478153544,0.9901604236770728,1.141144819810268,practically_equivalent_or_uncertain,0.4,0.2
AMD,AMD CPU,128,1T,runtime_s,configuration_matched_independent_sessions,4.032576485663944e-05,3.946580300632912e-05,1.0217900507477933,1.0118551273219656,1.029828758803652,uncertain_strided_higher,0.0,1.0
AMD,AMD CPU,128,1T,energy_j,configuration_matched_independent_sessions,0.002961438454447,0.0029427126186708,1.0063634605898615,0.991749382317451,1.0260424965601047,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,128,1T,edp_j_s,configuration_matched_independent_sessions,1.192758468707485e-07,1.1617693374288114e-07,1.0266740826085647,1.0028033991412544,1.0540350292704692,uncertain_strided_higher,0.04,0.92
AMD,AMD CPU,128,1T,power_w,configuration_matched_independent_sessions,73.45790845556103,74.51417589577596,0.9858246108540158,0.9759446147649777,1.0009490253105364,practically_equivalent_or_uncertain,0.88,-0.76
AMD,AMD CPU,128,20T,runtime_s,configuration_matched_independent_sessions,1.7336345923000644e-05,1.833611390898269e-05,0.9454754703780354,0.9157530057827156,0.9919118558490421,uncertain_strided_lower,0.96,-0.92
AMD,AMD CPU,128,20T,energy_j,configuration_matched_independent_sessions,0.002088338600956,0.0022073487775844,0.9460845617888088,0.9217551860178126,0.9862120076451596,uncertain_strided_lower,0.96,-0.92
AMD,AMD CPU,128,20T,edp_j_s,configuration_matched_independent_sessions,3.619314223407837e-08,4.0488770671130143e-08,0.8939056838266839,0.8485774574789808,0.9771426347772774,clear_strided_lower,0.96,-0.92
AMD,AMD CPU,128,20T,power_w,configuration_matched_independent_sessions,120.20253659361536,119.17531481178514,1.0086194173974075,0.9936932826831876,1.0150049788698545,practically_equivalent_or_uncertain,0.28,0.44
AMD,AMD CPU,128,2T,runtime_s,configuration_matched_independent_sessions,2.3433674537629407e-05,2.514937415171166e-05,0.9317796298336322,0.9233754372601214,0.9420507500637092,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,2T,energy_j,configuration_matched_independent_sessions,0.002089668733279,0.0022271713668124,0.9382613140675392,0.9286562964315441,0.9641125934734833,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,2T,edp_j_s,configuration_matched_independent_sessions,4.896861634552168e-08,5.5991049808740064e-08,0.8745793571078534,0.8619919042702663,0.9082681931980389,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,2T,power_w,configuration_matched_independent_sessions,88.97163757244834,88.44757697720928,1.0059250983819952,0.9959715438222728,1.0222424010119657,practically_equivalent_or_uncertain,0.16,0.68
AMD,AMD CPU,128,32T,runtime_s,configuration_matched_independent_sessions,1.7360936455995474e-05,1.8381452121430503e-05,0.9444812271254003,0.8748459893511953,0.9769111152193584,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,32T,energy_j,configuration_matched_independent_sessions,0.0020731785622505,0.0021948070173858,0.9445835309565532,0.8969348796965755,0.9772847047730774,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,32T,edp_j_s,configuration_matched_independent_sessions,3.600402960811704e-08,4.032664273922641e-08,0.8928099926626253,0.7849606107840226,0.9555494154400849,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,32T,power_w,configuration_matched_independent_sessions,119.4551354910952,119.28717098101993,1.001408068518131,0.9931473158718047,1.02551173721417,practically_equivalent_or_uncertain,0.28,0.44
AMD,AMD CPU,128,4T,runtime_s,configuration_matched_independent_sessions,1.3358346501653231e-05,1.4477002407821068e-05,0.9227287614759605,0.9056920980837846,0.9278256412366962,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,4T,energy_j,configuration_matched_independent_sessions,0.0015195568035815,0.0016263004085608,0.934364152885036,0.9171691958387997,0.9417964415282232,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,4T,edp_j_s,configuration_matched_independent_sessions,2.0253929201305706e-08,2.3492050405638932e-08,0.8621609800583451,0.8288605778430275,0.8735594930164655,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,4T,power_w,configuration_matched_independent_sessions,113.74900797740266,112.42009865792488,1.0118209229074013,1.0069457760443077,1.0175241103460635,practically_equivalent_or_uncertain,0.0,1.0
AMD,AMD CPU,128,64T,runtime_s,configuration_matched_independent_sessions,1.7213043849901702e-05,1.819382550821096e-05,0.946092609392861,0.6111445426505475,0.97511939157562,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,64T,energy_j,configuration_matched_independent_sessions,0.0020762849090223,0.0021762437822618,0.9540681636615125,0.6936318649573548,0.9747859082453394,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,64T,edp_j_s,configuration_matched_independent_sessions,3.563719190712544e-08,3.93274760725172e-08,0.9061652428803942,0.4266719365000254,0.9476275671045955,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,64T,power_w,configuration_matched_independent_sessions,119.44883436402722,119.41240942990076,1.000305034747229,0.9921095979571682,1.136696497050194,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,128,8T,runtime_s,configuration_matched_independent_sessions,1.740314082033268e-05,1.851245028841675e-05,0.940077653103643,0.8961283406094203,0.9871576965406333,uncertain_strided_lower,1.0,-1.0
AMD,AMD CPU,128,8T,energy_j,configuration_matched_independent_sessions,0.0020958530237283,0.002191258630499,0.9564608187081167,0.9176972574890359,0.9790727917160014,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,8T,edp_j_s,configuration_matched_independent_sessions,3.650211026873376e-08,4.0671802495355374e-08,0.8974795319903075,0.823021588961876,0.9660635366331974,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,8T,power_w,configuration_matched_independent_sessions,120.2168007013204,119.4795415659128,1.0061705889204544,0.9930819074290298,1.022305789951713,practically_equivalent_or_uncertain,0.24,0.52
AMD,AMD CPU,256,10T,runtime_s,configuration_matched_independent_sessions,0.0001004573037066,0.0001003160276372,1.0014083100450402,0.9515148853076584,1.056557901679322,practically_equivalent_or_uncertain,0.48,0.04
AMD,AMD CPU,256,10T,energy_j,configuration_matched_independent_sessions,0.0140871560382622,0.0140434021651964,1.0031156177506784,0.967825248366352,1.0393790942599987,practically_equivalent_or_uncertain,0.44,0.12
AMD,AMD CPU,256,10T,edp_j_s,configuration_matched_independent_sessions,1.4151577097087445e-06,1.4120363592707652e-06,1.002210531207278,0.9243309433224017,1.098321782596876,practically_equivalent_or_uncertain,0.44,0.12
AMD,AMD CPU,256,10T,power_w,configuration_matched_independent_sessions,140.39620852679528,140.45764396520832,0.9995626052333025,0.9850233414441772,1.0191713674990763,practically_equivalent_or_uncertain,0.48,0.04
AMD,AMD CPU,256,16T,runtime_s,configuration_matched_independent_sessions,6.577063919149494e-05,7.063734392735529e-05,0.9311029483092491,0.8914410027514624,1.0310339050241866,uncertain_strided_lower,0.84,-0.68
AMD,AMD CPU,256,16T,energy_j,configuration_matched_independent_sessions,0.0117967718065991,0.0120784995388762,0.976675270684879,0.9421139287697027,1.041480672131616,uncertain_strided_lower,0.64,-0.28
AMD,AMD CPU,256,16T,edp_j_s,configuration_matched_independent_sessions,7.718843541403335e-07,8.528004993398196e-07,0.9051171460826701,0.8424433781312768,1.0736406700157284,uncertain_strided_lower,0.76,-0.52
AMD,AMD CPU,256,16T,power_w,configuration_matched_independent_sessions,177.2949059613457,170.7589155870351,1.0382761295469767,1.0053832752646967,1.060690787178496,uncertain_strided_higher,0.08,0.84
AMD,AMD CPU,256,1T,runtime_s,configuration_matched_independent_sessions,0.0002868261612995,0.0002841132667617,1.0095486373048377,0.9601885168667668,1.0662589401813802,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,256,1T,energy_j,configuration_matched_independent_sessions,0.0216076433257273,0.0216576111584327,0.9976928280621592,0.955536522038898,1.0510210318224804,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,256,1T,edp_j_s,configuration_matched_independent_sessions,6.195025471356494e-06,6.13752679230708e-06,1.0093683793155062,0.916789454774958,1.123525700947023,practically_equivalent_or_uncertain,0.4,0.2
AMD,AMD CPU,256,1T,power_w,configuration_matched_independent_sessions,74.93777049720815,75.96983213358709,0.9864148490605569,0.9784343938711646,0.9957247283834755,practically_equivalent_or_uncertain,1.0,-1.0
AMD,AMD CPU,256,20T,runtime_s,configuration_matched_independent_sessions,9.300398849828402e-05,9.476170093979715e-05,0.9814512358465386,0.9625944682340931,1.0163816086762527,practically_equivalent_or_uncertain,0.8,-0.6
AMD,AMD CPU,256,20T,energy_j,configuration_matched_independent_sessions,0.0175695056117243,0.017719170652275,0.9915534962957487,0.9761248136097749,1.0152945127032549,practically_equivalent_or_uncertain,0.68,-0.36
AMD,AMD CPU,256,20T,edp_j_s,configuration_matched_independent_sessions,1.6339297083791543e-06,1.6790989484205224e-06,0.9730991195701376,0.9437941971623907,1.0315904661428184,uncertain_strided_lower,0.72,-0.44
AMD,AMD CPU,256,20T,power_w,configuration_matched_independent_sessions,188.8320759965576,187.53848277563847,1.0068977481409334,0.9985216273197797,1.017199146399788,practically_equivalent_or_uncertain,0.16,0.68
AMD,AMD CPU,256,2T,runtime_s,configuration_matched_independent_sessions,0.0001572036058439,0.0001553230745437,1.0121072242854097,0.9822413684051564,1.0200565780876525,practically_equivalent_or_uncertain,0.36,0.28
AMD,AMD CPU,256,2T,energy_j,configuration_matched_independent_sessions,0.0144855924545877,0.0144182130374265,1.004673215535538,0.9818973479498078,1.0301732519982734,practically_equivalent_or_uncertain,0.4,0.2
AMD,AMD CPU,256,2T,edp_j_s,configuration_matched_independent_sessions,2.280380087594668e-06,2.249464664600933e-06,1.0137434579347882,0.9628000659916495,1.0477301627574047,practically_equivalent_or_uncertain,0.4,0.2
AMD,AMD CPU,256,2T,power_w,configuration_matched_independent_sessions,93.1428318611736,92.38231791618666,1.0082322457602428,0.989746103779947,1.020624388539517,practically_equivalent_or_uncertain,0.36,0.28
AMD,AMD CPU,256,32T,runtime_s,configuration_matched_independent_sessions,7.902664824318989e-05,7.319983755914967e-05,1.0796014154994789,0.957761947844768,1.212880580416107,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,256,32T,energy_j,configuration_matched_independent_sessions,0.0167870356605119,0.0159702319725969,1.0511453865740048,0.9529768660115635,1.1954130607864573,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,256,32T,edp_j_s,configuration_matched_independent_sessions,1.333067413457149e-06,1.1690187477611566e-06,1.1403302265341508,0.9173372115474582,1.449892932703398,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,256,32T,power_w,configuration_matched_independent_sessions,215.02749616620315,218.1778974619709,0.985560401248633,0.9689728188586015,1.007876342936403,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,256,4T,runtime_s,configuration_matched_independent_sessions,8.740453284798059e-05,8.786470844212359e-05,0.9947626800076834,0.9862156875483304,1.0023505237429429,practically_equivalent_or_uncertain,0.72,-0.44
AMD,AMD CPU,256,4T,energy_j,configuration_matched_independent_sessions,0.0104298685214075,0.0104991572671888,0.9934005421560991,0.9841596947757888,1.0067609517233669,practically_equivalent_or_uncertain,0.64,-0.28
AMD,AMD CPU,256,4T,edp_j_s,configuration_matched_independent_sessions,9.11868827924908e-07,9.224941191056854e-07,0.9884819957539913,0.9705500367364253,1.008091447095716,practically_equivalent_or_uncertain,0.68,-0.36
AMD,AMD CPU,256,4T,power_w,configuration_matched_independent_sessions,119.41058599083796,119.61415658095244,0.9982981062113939,0.9971126378007901,1.0056558893384502,practically_equivalent_or_uncertain,0.72,-0.44
AMD,AMD CPU,256,64T,runtime_s,configuration_matched_independent_sessions,7.739902381882077e-05,7.579181508147025e-05,1.0212055712826364,0.864682677412884,1.2135072934326587,uncertain_strided_higher,0.36,0.28
AMD,AMD CPU,256,64T,energy_j,configuration_matched_independent_sessions,0.0166739039941511,0.0164481361500568,1.013726044217692,0.8675750148635781,1.1786540154709415,practically_equivalent_or_uncertain,0.36,0.28
AMD,AMD CPU,256,64T,edp_j_s,configuration_matched_independent_sessions,1.287948527427747e-06,1.2465800715973144e-06,1.0331855584514718,0.7487846105887074,1.4306444890114622,uncertain_strided_higher,0.36,0.28
AMD,AMD CPU,256,64T,power_w,configuration_matched_independent_sessions,215.8914316287509,217.07153222955856,0.9945635404666529,0.9677492088635824,1.0168897768870335,practically_equivalent_or_uncertain,0.72,-0.44
AMD,AMD CPU,256,8T,runtime_s,configuration_matched_independent_sessions,8.999734329971182e-05,9.127028998723328e-05,0.9860530005141923,0.5426484801882518,1.0527633567457675,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,256,8T,energy_j,configuration_matched_independent_sessions,0.0121309941912824,0.0123504890570855,0.9822278401455548,0.6684820647295153,1.0305008159231828,practically_equivalent_or_uncertain,0.68,-0.36
AMD,AMD CPU,256,8T,edp_j_s,configuration_matched_independent_sessions,1.0922987837054453e-06,1.1269786829841705e-06,0.9692275463570482,0.36281527854068435,1.0837653123565159,uncertain_strided_lower,0.64,-0.28
AMD,AMD CPU,256,8T,power_w,configuration_matched_independent_sessions,134.7831541199007,135.63428088798906,0.9937248403389166,0.9826894750150119,1.2289478911315166,practically_equivalent_or_uncertain,0.68,-0.36
AMD,AMD CPU,512,10T,runtime_s,configuration_matched_independent_sessions,0.0005115522273425,0.0005002458688032,1.02260160302043,1.0055938272208993,1.0525572829284666,uncertain_strided_higher,0.0,1.0
AMD,AMD CPU,512,10T,energy_j,configuration_matched_independent_sessions,0.0813175773169482,0.0810933791645947,1.002764691207385,0.9978652655158797,1.0292616934931031,practically_equivalent_or_uncertain,0.2,0.6
AMD,AMD CPU,512,10T,edp_j_s,configuration_matched_independent_sessions,4.160295028862591e-05,4.042527961689388e-05,1.0291320352732916,1.003069348309619,1.0804556883413767,uncertain_strided_higher,0.04,0.92
AMD,AMD CPU,512,10T,power_w,configuration_matched_independent_sessions,158.8724516868084,161.31696350158865,0.9848465297032685,0.9766315498045811,0.9950661365393187,practically_equivalent_or_uncertain,1.0,-1.0
AMD,AMD CPU,512,16T,runtime_s,configuration_matched_independent_sessions,0.0003210643998746,0.0003065232558139,1.0474389586593988,0.952279291868866,1.124136348709649,uncertain_strided_higher,0.28,0.44
AMD,AMD CPU,512,16T,energy_j,configuration_matched_independent_sessions,0.0675389177373864,0.0648808432497734,1.0409685564255098,0.9810542000190187,1.0775651929400079,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,16T,edp_j_s,configuration_matched_independent_sessions,2.168275909047525e-05,1.98758411106551e-05,1.0909102648668032,0.9346095597904173,1.211690246483095,uncertain_strided_higher,0.24,0.52
AMD,AMD CPU,512,16T,power_w,configuration_matched_independent_sessions,210.30151909100184,211.704916424676,0.9933709742911262,0.9572954360846142,1.0301165021935728,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,512,1T,runtime_s,configuration_matched_independent_sessions,0.0022319092920353,0.002179888286334,1.0238640695614663,0.9929939392998723,1.044118287509787,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,1T,energy_j,configuration_matched_independent_sessions,0.1673521030701754,0.1687629781181619,0.9916399019280244,0.976329535719143,1.0184192014735034,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,512,1T,edp_j_s,configuration_matched_independent_sessions,0.0003728032151877,0.0003675722859464,1.01423102187324,0.9701315625442182,1.061998782780238,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,512,1T,power_w,configuration_matched_independent_sessions,75.33608745718931,76.5672108889856,0.983921009822582,0.9697491854721307,0.9980138113758736,practically_equivalent_or_uncertain,1.0,-1.0
AMD,AMD CPU,512,20T,runtime_s,configuration_matched_independent_sessions,0.0003318156415343,0.0003519842357779,0.9427002911109739,0.9080004793583055,1.0223450387197535,uncertain_strided_lower,0.8,-0.6
AMD,AMD CPU,512,20T,energy_j,configuration_matched_independent_sessions,0.0750867547949735,0.0775443065455791,0.9683077731933665,0.9429939730809105,1.0116511605450729,uncertain_strided_lower,0.8,-0.6
AMD,AMD CPU,512,20T,edp_j_s,configuration_matched_independent_sessions,2.490591863144284e-05,2.729599580545993e-05,0.9124385425960898,0.8542814867092892,1.03451425279632,uncertain_strided_lower,0.8,-0.6
AMD,AMD CPU,512,20T,power_w,configuration_matched_independent_sessions,226.1543675477474,220.63056893532377,1.0250364155750462,0.9874505078254231,1.0378556429466628,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,2T,runtime_s,configuration_matched_independent_sessions,0.0011420125570776,0.001123597237569,1.0163896090991138,0.9908596213070454,1.041994155956976,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,512,2T,energy_j,configuration_matched_independent_sessions,0.10685366969353,0.1056786632996633,1.0111186719928018,0.9908119646929917,1.0334704689056544,practically_equivalent_or_uncertain,0.4,0.2
AMD,AMD CPU,512,2T,edp_j_s,configuration_matched_independent_sessions,0.0001219182581806,0.0001186347655964,1.0276773218010187,0.9855073150377537,1.0797945196478498,uncertain_strided_higher,0.4,0.2
AMD,AMD CPU,512,2T,power_w,configuration_matched_independent_sessions,93.87746119781131,94.08802206382296,0.9977620863804659,0.9901808160421045,1.0052895804987543,practically_equivalent_or_uncertain,0.64,-0.28
AMD,AMD CPU,512,32T,runtime_s,configuration_matched_independent_sessions,0.0003861949054419,0.0003313285950413,1.165594854237561,0.9760131094374472,1.2201119238544516,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,32T,energy_j,configuration_matched_independent_sessions,0.0903918367425704,0.0805506995041322,1.1221732064280008,1.00133760647934,1.155674737680962,uncertain_strided_higher,0.08,0.84
AMD,AMD CPU,512,32T,edp_j_s,configuration_matched_independent_sessions,3.489549235323354e-05,2.6700751814427708e-05,1.3069104793662707,0.9769800397095454,1.4038833015582228,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,32T,power_w,configuration_matched_independent_sessions,238.1818275360447,243.2443277261588,0.9791875920090791,0.958615290714687,1.0251192132940834,uncertain_strided_lower,0.64,-0.28
AMD,AMD CPU,512,4T,runtime_s,configuration_matched_independent_sessions,0.0006152287621359,0.0006020277945619,1.021927505163788,0.9917258720497111,1.0355891863748445,uncertain_strided_higher,0.36,0.28
AMD,AMD CPU,512,4T,energy_j,configuration_matched_independent_sessions,0.0758737083835947,0.0757735513595166,1.0013217939806316,0.9835764821245823,1.0164848657358398,practically_equivalent_or_uncertain,0.44,0.12
AMD,AMD CPU,512,4T,edp_j_s,configuration_matched_independent_sessions,4.661885280054449e-05,4.559597278610637e-05,1.022433560508436,0.9791225312340827,1.0523563403924079,uncertain_strided_higher,0.36,0.28
AMD,AMD CPU,512,4T,power_w,configuration_matched_independent_sessions,123.57169018751544,125.22987484830917,0.9867588731298959,0.9808141769457811,0.9997842657172326,practically_equivalent_or_uncertain,0.92,-0.84
AMD,AMD CPU,512,64T,runtime_s,configuration_matched_independent_sessions,0.0004422077157802,0.0004282555978031,1.0325789506282526,0.8688921028283927,1.4302404992301216,uncertain_strided_higher,0.32,0.36
AMD,AMD CPU,512,64T,energy_j,configuration_matched_independent_sessions,0.1154299060592851,0.1123216478664976,1.027672832902896,0.8954335830172101,1.3099613858486387,uncertain_strided_higher,0.28,0.44
AMD,AMD CPU,512,64T,edp_j_s,configuration_matched_independent_sessions,5.1051387770909807e-05,4.808983553880315e-05,1.0615837463140627,0.7781406864405633,1.874051621910375,uncertain_strided_higher,0.28,0.44
AMD,AMD CPU,512,64T,power_w,configuration_matched_independent_sessions,261.8858053642696,262.2874674593834,0.9984686188059061,0.919070845124384,1.0355733604489155,practically_equivalent_or_uncertain,0.48,0.04
AMD,AMD CPU,512,8T,runtime_s,configuration_matched_independent_sessions,0.0005380061629153,0.0004976058266932,1.0811894356032308,0.6633799106283876,1.1085450589526595,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,8T,energy_j,configuration_matched_independent_sessions,0.07857125606469,0.0746009567354965,1.053220488086641,0.7792150377005834,1.0621736521812724,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,8T,edp_j_s,configuration_matched_independent_sessions,4.229947992807951e-05,3.714038809937707e-05,1.1389078599528413,0.5166058717576268,1.176734874486089,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,8T,power_w,configuration_matched_independent_sessions,146.01061523942855,150.81882796329933,0.9681192806707076,0.9561764354951114,1.1674934642795294,uncertain_strided_lower,0.8,-0.6
AMD,AMD CPU,1024,10T,runtime_s,configuration_matched_independent_sessions,0.0031870857142857,0.0032367451612903,0.9846575975153992,0.964433055570966,1.020517578538791,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,1024,10T,energy_j,configuration_matched_independent_sessions,0.5488203777777778,0.5565093403225807,0.9861835876099654,0.9744779144862968,1.016090964600128,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,1024,10T,edp_j_s,configuration_matched_independent_sessions,0.0017479272045102,0.0018004534837512,0.9708260836977789,0.9402893697384431,1.0337317451192414,uncertain_strided_lower,0.64,-0.28
AMD,AMD CPU,1024,10T,power_w,configuration_matched_independent_sessions,172.12154552199615,171.88267944907142,1.001389704149891,0.9928325052274029,1.0116975100695744,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,1024,16T,runtime_s,configuration_matched_independent_sessions,0.0018773803738317,0.0019111419047619,0.9823343672983791,0.9636188674459587,1.0028787142105942,practically_equivalent_or_uncertain,0.88,-0.76
AMD,AMD CPU,1024,16T,energy_j,configuration_matched_independent_sessions,0.4434588682242991,0.4488921007604562,0.9878963507556653,0.979996711305908,1.0058099928279276,practically_equivalent_or_uncertain,0.8,-0.6
AMD,AMD CPU,1024,16T,edp_j_s,configuration_matched_independent_sessions,0.0008324638580854,0.0008576660325907,0.9706153985961491,0.9453961156488692,1.0069526712446426,uncertain_strided_lower,0.84,-0.68
AMD,AMD CPU,1024,16T,power_w,configuration_matched_independent_sessions,236.19859088495195,234.43269094530137,1.0075326522616361,1.0018422663782123,1.0167870219098998,practically_equivalent_or_uncertain,0.08,0.84
AMD,AMD CPU,1024,1T,runtime_s,configuration_matched_independent_sessions,0.0176286578947368,0.0174476754385964,1.0103728692556972,0.9908386116715407,1.024348621614399,practically_equivalent_or_uncertain,0.16,0.68
AMD,AMD CPU,1024,1T,energy_j,configuration_matched_independent_sessions,1.3343390087719298,1.3368925789473685,0.9980899211981196,0.9790235652393269,1.0083076171749392,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,1024,1T,edp_j_s,configuration_matched_independent_sessions,0.0235652416588521,0.0234255581505447,1.0059628678817265,0.9655973041354551,1.031003879235822,practically_equivalent_or_uncertain,0.48,0.04
AMD,AMD CPU,1024,1T,power_w,configuration_matched_independent_sessions,75.61701065841486,76.93402029134462,0.982881310141569,0.9741049465910674,0.9961886035360712,practically_equivalent_or_uncertain,0.96,-0.92
