session_number,problem_size,runtime_per_op_s,device_energy_per_op_j,throughput_gflops_exact,efficiency_gflop_per_j_exact,avg_power_w,temp_c,sm_clock_mhz,edp_j_s,kernel_fraction,clock_change_pct,temperature_rise_c,batches,gflops_per_s
2,256,1.6375423714936054e-05,0.0012476624035895,2049.0726047138237,26.893850276901983,76.190404,57.5,2775.0,2.04331027280577e-08,0.9999919948806744,0.0,0.0,61067.0,2049.0726047138237
2,512,6.927420554428668e-05,0.00733289384719405,3874.9947865465097,36.6070627524957,108.4053045,65.0,2752.0,5.023348617311279e-07,0.9999910040200116,0.0,0.0,14790.0,3874.9947865465097
2,1024,0.00044858681172291296,0.054996003552397865,4787.219760015048,39.04799670933784,122.5963785,67.0,2745.0,2.4670884562449322e-05,0.9999910898587738,0.0,0.5,2252.0,4787.219760015048
2,2048,0.003526144366197183,0.4810404929577464,4872.140049779735,35.71407190397306,136.4336085,69.0,2730.0,0.0016960620713772068,0.9999920103305953,0.0,0.0,284.0,4872.140049779735
2,4096,0.028130819444444448,3.884069444444444,4885.7074264566545,35.38529829183848,138.0705505,69.0,2730.0,0.10926291919945988,0.9999911118922702,0.0,0.0,36.0,4885.7074264566545
2,8192,0.2237597,31.042099999999998,4913.818507235035,35.42002086241271,138.825492,68.0,2741.0,6.95401237284,0.9999919740816845,0.0,0.0,5.0,4913.818507235035
2,16384,1.7920859999999998,289.402,4908.298498220447,30.39403270917181,161.5944355,69.5,2730.0,518.6584591789999,0.9999949779195862,0.0,0.5,1.0,4908.298498220447
3,64,9.859147042353149e-06,0.0003283867291500879,53.177825440264186,1.5965566038943446,33.318714,47.0,2797.0,3.2365547994416223e-09,0.9999930275098925,0.0,0.0,101787.0,53.177825440264186
3,128,9.852779058248905e-06,0.0004190262752675095,425.6976174660466,10.009715021621695,42.5344305,49.0,2790.0,4.13402629210967e-09,0.9999930281245164,0.0,0.0,101959.0,425.6976174660466
3,256,1.6367679811345476e-05,0.0012450789335778853,2050.042065574854,26.94964793333689,76.070106,56.0,2775.0,2.0378850093442734e-08,0.9999894958790234,0.0,0.0,61064.0,2050.042065574854
3,512,6.766491508908686e-05,0.00748834214922049,3967.129136735821,35.84733081714896,107.767326,65.0,2752.0,5.14127722968264e-07,0.9999917660021298,0.0,0.0,14368.0,3967.129136735821
3,1024,0.0004507316358720144,0.05670527264533574,4764.439584788139,37.87097894339954,125.814451,70.0,2730.0,2.5557378381957127e-05,0.9999910017996401,0.0,0.0,2219.0,4764.439584788139
3,2048,0.0035091747404844293,0.4682439446366782,4895.700685920405,36.69002961717966,133.430855,66.5,2745.0,0.0016431911006812659,0.9999911255950166,0.0,0.5,289.0,4895.700685920405
3,4096,0.02813084722222222,3.938194444444444,4885.7026020696,34.89897646276364,139.997006,71.0,2730.0,0.11078365217554012,0.9999911129587364,0.0,0.0,36.0,4885.7026020696
3,8192,0.2232954,30.8521,4924.022742853031,35.638145467814226,138.1712125,66.5,2745.0,6.888820404279999,0.9999919385646969,0.0,0.5,5.0,4924.022742853031
3,16384,1.7922069999999999,292.225,4907.967116712627,30.10042624822607,163.058589,72.0,2730.0,523.7102860605,0.9999949779447953,0.0,0.0,1.0,4907.967116712627
4,64,9.824193706499364e-06,0.0003301833153612391,53.36702678614248,1.5878697262639792,33.572706,47.0,2797.0,3.241224180560288e-09,0.9999925287742454,0.0,0.0,102010.0,53.36702678614248
4,128,9.861121776885135e-06,0.00042772051077571353,425.3374273368029,9.8063609458748,43.270138,50.0,2790.0,4.239478810327265e-09,0.999992006360461,0.0,0.0,101571.0,425.3374273368029
4,256,1.637376772672191e-05,0.0012573772639439297,2049.279892342495,26.68604986462236,76.81147250000001,57.5,2775.0,2.058282493894281e-08,0.9999929963335459,0.0,0.0,61066.0,2049.279892342495
4,512,6.762133198106828e-05,0.007259972954699121,3969.6860167619893,36.97471845945845,107.35907399999999,61.5,2767.0,4.909432765363728e-07,0.9999920010318663,0.0,0.0,14790.0,3969.6860167619893
4,1024,0.0004506816133393421,0.056287967552951776,4764.968404387917,38.15177807654471,124.9045875,69.0,2730.0,2.536605157483985e-05,0.9999915003888347,0.0,0.0,2219.0,4764.968404387917
4,2048,0.003509071929824562,0.47858070175438594,4895.844127027383,35.89754139652068,135.99648050000002,68.0,2745.0,0.0016793741206648201,0.9999910007694262,0.0,0.0,285.0,4895.844127027383
4,4096,0.028129527777777778,3.9108333333333336,4885.931771147651,35.14344282346164,139.044288,69.0,2730.0,0.11000044126929012,0.999991605518903,0.0,0.0,36.0,4885.931771147651
4,8192,0.22437220000000002,31.050800000000002,4900.391527256547,35.4102180135644,138.833802,69.0,2731.5,6.95608433544,0.9999919776157649,0.0,0.0,5.0,4900.391527256547
4,16384,1.7920150000000001,291.865,4908.492971543295,30.137563977488284,162.881559,70.5,2730.0,522.988512119,0.9999952456878857,0.0,0.5,1.0,4908.492971543295
5,64,9.817174014917796e-06,0.0003306468934275784,53.40521002444275,1.5856432639581817,33.6804705,49.0,2797.0,3.246018511873912e-09,0.9999930363015164,0.0,0.0,102428.0,53.40521002444275
5,128,9.77020933189866e-06,0.00042419055071896703,429.2952145176977,9.887932902053052,43.2283795,50.0,2790.0,4.166053960775269e-09,0.9999919847417688,0.0,0.0,102230.0,429.2952145176977
5,256,1.637639603052435e-05,0.001252202534962172,2048.9509375235616,26.79633305838455,76.48573200000001,58.0,2775.0,2.0500702187028035e-08,0.9999929999159793,0.0,0.0,61066.0,2048.9509375235616
5,512,6.76209939148073e-05,0.007356186612576065,3969.705863999201,36.49119158065561,108.7889735,65.0,2767.0,4.998092197938138e-07,0.9999920033857035,0.0,0.0,14790.0,3969.705863999201
5,1024,0.00045071653898152324,0.05667530419107706,4764.59917104711,37.890997503409636,125.7430215,70.0,2730.0,2.554486729758826e-05,0.9999920012118164,0.0,0.0,2219.0,4764.59917104711
5,2048,0.0035092812500000002,0.47328125,4895.552102675105,36.299509035233996,134.80837300000002,67.5,2745.0,0.0016615822339470004,0.9999915930980066,0.0,0.0,288.0,4895.552102675105
5,4096,0.027997418918918916,3.7996891891891895,4908.986570568697,36.17111131762519,135.410504,67.5,2745.0,0.1066217890398101,0.9999913122129871,0.0,0.0,37.0,4908.986570568697
5,8192,0.2234366,31.1218,4920.9118067991085,35.3293102610333,139.3447785,68.0,2741.0,6.953095192819999,0.9999928360379517,0.0,0.0,5.0,4920.9118067991085
5,16384,1.792203,291.9185,4907.9780711222065,30.132037513101764,162.8796855,71.0,2730.0,523.1862641074999,0.9999955362635345,0.0,0.0,1.0,4907.9780711222065
