setup_id,cpu_type,gpu_name,pcie_gen_current,mode,threads,impl,dtype,de_eur_job_sum,de_co2_job_kg_sum,de_eur_job_sync_sum,de_price_sync,fr_eur_job_sum,fr_co2_job_kg_sum,fr_eur_job_sync_sum,fr_price_sync,pl_eur_job_sum,pl_co2_job_kg_sum,pl_eur_job_sync_sum,pl_price_sync,kWh_e2e_sum,seconds_wall_median,gflops_mean,bw_gb_s_mean,n_measurements,workload,source_file
AMD_CPU-only_16t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,e2e,16,openblas,fp32,0.0001714459,0.0008140638,0.0001342996,0.0783099722,0.0001304238,3.4934e-05,8.89335e-05,0.0518570417,0.0001718404,0.001428779,0.0001629451,0.0950131389,0.001714973888888889,0.5929,0.0,6.8119,190,REDUCTION,reduction_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,kernel,16,openblas,fp32,0.0003011474,0.0014299152,0.0002358992,0.0783099722,0.0002290913,6.13621e-05,0.000156213,0.0518570417,0.0003018402,0.0025096717,0.0002862154,0.0950131389,0.003012377222222222,1.0574,,28.0896,190,REDUCTION,reduction_amd_cpu_16.csv
AMD_CPU-only_20t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,e2e,20,openblas,fp32,0.0001690706,0.0008128994,0.000135333,0.0783099722,0.0001253804,3.4993e-05,8.96178e-05,0.0518570417,0.0001695205,0.0014451995,0.0001641989,0.0950131389,0.0017281705555555556,0.5943,0.0,6.8096,190,REDUCTION,reduction_amd_cpu_20.csv
AMD_CPU-only_20t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,kernel,20,openblas,fp32,0.0002980552,0.0014325836,0.0002384417,0.0783099722,0.0002211871,6.16635e-05,0.0001578967,0.0518570417,0.0002988455,0.0025460298,0.0002893003,0.0950131389,0.003044845277777778,1.0594,,27.7848,190,REDUCTION,reduction_amd_cpu_20.csv
AMD_CPU-only_32t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,e2e,32,openblas,fp32,0.0001551353,0.000775829,0.000132743,0.0783099722,0.0001054689,3.37155e-05,8.79027e-05,0.0518570417,0.0001557286,0.0014332556,0.0001610565,0.0950131389,0.0016950972222222222,0.5907,0.0,6.8821,190,REDUCTION,reduction_amd_cpu_32.csv
AMD_CPU-only_32t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,kernel,32,openblas,fp32,0.0002786964,0.0013937561,0.0002384693,0.0783099722,0.0001894721,6.0569e-05,0.0001579149,0.0518570417,0.0002797622,0.0025748051,0.0002893337,0.0950131389,0.0030451966666666668,1.0594,,28.1955,190,REDUCTION,reduction_amd_cpu_32.csv
AMD_CPU-only_64t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,e2e,64,openblas,fp32,0.0001559561,0.0007831652,0.0001346911,0.0783099722,0.000100536,3.42345e-05,8.91928e-05,0.0518570417,0.0001566203,0.0014532105,0.0001634201,0.0950131389,0.0017199738888888888,0.5936,0.0,6.7985,190,REDUCTION,reduction_amd_cpu_64.csv
AMD_CPU-only_64t,AMD,AMD Ryzen Threadripper 3970X 32-Core Processor,,kernel,64,openblas,fp32,0.0002710765,0.0013612945,0.0002341256,0.0783099722,0.0001746988,5.9508e-05,0.0001550385,0.0518570417,0.0002722316,0.0025260209,0.0002840636,0.0950131389,0.0029897294444444444,1.0592,,27.9367,190,REDUCTION,reduction_amd_cpu_64.csv
AMD_3090_PCIe3,AMD,NVIDIA GeForce RTX 3090,3.0,e2e,,cublas,fp32,0.0017284429,0.0044830607,0.0007276401,0.0783099722,0.0009305205,0.0002006251,0.0004818449,0.0518570417,0.0017346196,0.0079752823,0.0008828425,0.0950131389,0.009291793333333333,1.0538,0.0,12.564,190,REDUCTION,reduction_3090_on_amd_pciv3.csv
AMD_3090_PCIe3,AMD,NVIDIA GeForce RTX 3090,3.0,kernel,,cublas,fp32,0.0031443264,0.008199037,0.0013307296,0.0783099722,0.0017014199,0.0003668156,0.0008812122,0.0518570417,0.0031555638,0.0145877788,0.0016145683,0.0950131389,0.016993105833332,1.0303,,818.7595,190,REDUCTION,reduction_3090_on_amd_pciv3.csv
AMD_3090_PCIe4,AMD,NVIDIA GeForce RTX 3090,4.0,e2e,,cublas,fp32,0.0009181583,0.0025953412,0.0007450031,0.0783099722,0.0005315966,0.0002146782,0.0004933427,0.0518570417,0.0010970057,0.0069382533,0.0009039089,0.0950131389,0.009513514722222222,1.0545,0.0,23.1291,190,REDUCTION,reduction_3090_on_amd_pciv4.csv
AMD_3090_PCIe4,AMD,NVIDIA GeForce RTX 3090,4.0,kernel,,cublas,fp32,0.0016505968,0.0046652842,0.0013394345,0.0783099722,0.00095578,0.0003859736,0.0008869766,0.0518570417,0.0019723769,0.0124736007,0.0016251299,0.0950131389,0.01710426472222048,1.0303,,818.6802,190,REDUCTION,reduction_3090_on_amd_pciv4.csv
AMD_5050_PCIe3,AMD,NVIDIA GeForce RTX 5050,3.0,e2e,,cublas,fp32,0.0001976157,0.0005760807,0.0002289408,0.0783099722,9.04022e-05,6.99218e-05,0.0001516051,0.0518570417,0.0003063589,0.0019925942,0.0002777728,0.0950131389,0.002923520277777778,1.0576,0.0,6.7884,190,REDUCTION,reduction_5050_on_amd_pciv3.csv
AMD_5050_PCIe3,AMD,NVIDIA GeForce RTX 5050,3.0,kernel,,cublas,fp32,0.0003034752,0.0008844729,0.0003514169,0.0783099722,0.000138429,0.0001073159,0.0002327091,0.0518570417,0.0004702672,0.0030586528,0.0004263726,0.0950131389,0.004487511944444444,1.0455,,409.9819,190,REDUCTION,reduction_5050_on_amd_pciv3.csv
AMD_5050_PCIe4,AMD,NVIDIA GeForce RTX 5050,4.0,e2e,,cublas,fp32,0.0002269812,0.0006451466,0.000234548,0.0783099722,9.83028e-05,7.10393e-05,0.0001553182,0.0518570417,0.0003244885,0.0020172553,0.000284576,0.0950131389,0.0029951230555555555,1.0538,0.0,12.9599,190,REDUCTION,reduction_5050_on_amd_pciv4.csv
AMD_5050_PCIe4,AMD,NVIDIA GeForce RTX 5050,4.0,kernel,,cublas,fp32,0.0003441812,0.0009782484,0.0003557239,0.0783099722,0.0001489607,0.0001077471,0.0002355611,0.0518570417,0.0004918664,0.0030589606,0.0004315982,0.0950131389,0.004542510277777778,1.0444,,413.8873,190,REDUCTION,reduction_5050_on_amd_pciv4.csv
Intel_CPU-only_1t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,1,openblas,fp32,9.11187e-05,0.0003727038,8.40163e-05,0.0783099722,1.37649e-05,2.41288e-05,5.56358e-05,0.0518570417,0.0001319521,0.0008030207,0.0001019366,0.0950131389,0.0010728686111111112,0.6298,0.0,4.7398,190,REDUCTION,reduction_intel_cpu_1.csv
Intel_CPU-only_1t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,1,openblas,fp32,0.0001541513,0.0006305265,0.0001421357,0.0783099722,2.3287e-05,4.08202e-05,9.41226e-05,0.0518570417,0.0002232317,0.0013585205,0.0001724526,0.0950131389,0.0018150391666666666,1.0494,,18.3058,190,REDUCTION,reduction_intel_cpu_1.csv
Intel_CPU-only_2t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,2,openblas,fp32,9.10875e-05,0.0003724503,8.36921e-05,0.0783099722,1.35454e-05,2.401e-05,5.54211e-05,0.0518570417,0.000132328,0.00080193,0.0001015433,0.0950131389,0.0010687288888888888,0.6127,0.0,4.7327,190,REDUCTION,reduction_intel_cpu_2.csv
Intel_CPU-only_2t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,2,openblas,fp32,0.0001534447,0.0006274417,0.0001410276,0.0783099722,2.28483e-05,4.04623e-05,9.33888e-05,0.0518570417,0.0002228594,0.0013510328,0.0001711081,0.0950131389,0.0018008888888888888,1.0505,,18.2627,190,REDUCTION,reduction_intel_cpu_2.csv
Intel_CPU-only_4t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,4,openblas,fp32,9.73233e-05,0.0003952705,8.31394e-05,0.0783099722,9.9054e-06,2.33037e-05,5.50551e-05,0.0518570417,0.0001503431,0.0008394839,0.0001008726,0.0950131389,0.0010616702777777778,0.628,0.0,4.7376,190,REDUCTION,reduction_intel_cpu_4.csv
Intel_CPU-only_4t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,4,openblas,fp32,0.0001643158,0.0006673548,0.0001403683,0.0783099722,1.67238e-05,3.93447e-05,9.29522e-05,0.0518570417,0.0002538318,0.0014173425,0.0001703083,0.0950131389,0.0017924708333333333,1.0499,,18.2797,190,REDUCTION,reduction_intel_cpu_4.csv
Intel_CPU-only_8t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,8,openblas,fp32,9.63751e-05,0.0003914193,8.23293e-05,0.0783099722,9.8089e-06,2.30766e-05,5.45187e-05,0.0518570417,0.0001488783,0.0008313048,9.98898e-05,0.0950131389,0.001051326388888889,0.6091,0.0,4.7274,190,REDUCTION,reduction_intel_cpu_8.csv
Intel_CPU-only_8t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,8,openblas,fp32,0.0001631242,0.0006625151,0.0001393504,0.0783099722,1.66025e-05,3.90594e-05,9.22781e-05,0.0518570417,0.000251991,0.0014070638,0.0001690732,0.0950131389,0.0017794716666666667,1.0512,,18.2405,190,REDUCTION,reduction_intel_cpu_8.csv
Intel_CPU-only_10t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,10,openblas,fp32,0.000115868,0.0004332433,8.26829e-05,0.0783099722,2.46222e-05,2.30596e-05,5.47528e-05,0.0518570417,0.0002036718,0.0008641848,0.0001003188,0.0950131389,0.001055841111111111,0.6168,0.0,4.73,190,REDUCTION,reduction_intel_cpu_10.csv
Intel_CPU-only_10t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,10,openblas,fp32,0.0001959798,0.00073279,0.0001398503,0.0783099722,4.16461e-05,3.90031e-05,9.26092e-05,0.0518570417,0.0003444915,0.0014616868,0.0001696797,0.0950131389,0.0017858552777777778,1.0508,,18.2576,190,REDUCTION,reduction_intel_cpu_10.csv
Intel_CPU-only_16t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,16,openblas,fp32,0.0001162331,0.0004346085,8.29434e-05,0.0783099722,2.46998e-05,2.31322e-05,5.49253e-05,0.0518570417,0.0002043136,0.0008669081,0.0001006349,0.0950131389,0.0010591683333333332,0.6325,0.0,4.7317,190,REDUCTION,reduction_intel_cpu_16.csv
Intel_CPU-only_16t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,16,openblas,fp32,0.0001957722,0.0007320139,0.0001397022,0.0783099722,4.1602e-05,3.89618e-05,9.25111e-05,0.0518570417,0.0003441266,0.0014601388,0.0001695,0.0950131389,0.0017839638888888889,1.0507,,18.2449,190,REDUCTION,reduction_intel_cpu_16.csv
Intel_CPU-only_20t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,e2e,20,openblas,fp32,0.0001530269,0.0004833415,8.35292e-05,0.0783099722,6.50483e-05,2.35797e-05,5.53132e-05,0.0518570417,0.0002621462,0.0008976782,0.0001013456,0.0950131389,0.0010666477777777777,0.6264,0.0,4.7311,190,REDUCTION,reduction_intel_cpu_20.csv
Intel_CPU-only_20t,Intel,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,kernel,20,openblas,fp32,0.0002575657,0.000813525,0.0001405894,0.0783099722,0.0001094877,3.96875e-05,9.30986e-05,0.0518570417,0.0004412282,0.0015109007,0.0001705765,0.0950131389,0.0017952941666666666,1.0504,,18.2542,190,REDUCTION,reduction_intel_cpu_20.csv
Intel_3090_PCIe3,Intel,NVIDIA GeForce RTX 3090,3.0,e2e,,cublas,fp32,0.0008033511,0.003345928,0.0007441698,0.0783099722,0.0007737904,0.0002173068,0.000492791,0.0518570417,0.0008637251,0.0068497225,0.0009028979,0.0950131389,0.009502874444444444,1.052,0.0,11.9183,190,REDUCTION,reduction_3090_on_intel_pciv3.csv
Intel_3090_PCIe3,Intel,NVIDIA GeForce RTX 3090,3.0,kernel,,cublas,fp32,0.0014298488,0.0059552339,0.0013245201,0.0783099722,0.0013772011,0.0003867754,0.0008771002,0.0518570417,0.0015373228,0.01219155,0.0016070343,0.0950131389,0.016913811666665068,1.0296,,816.2716,190,REDUCTION,reduction_3090_on_intel_pciv3.csv
Intel_5050_PCIe3,Intel,NVIDIA GeForce RTX 5050,3.0,e2e,,cublas,fp32,0.0002345107,0.0009013459,0.0002296588,0.0783099722,0.0001617954,6.50329e-05,0.0001520806,0.0518570417,0.0002902474,0.002078179,0.000278644,0.0950131389,0.0029326894444444444,1.0625,0.0,6.616,190,REDUCTION,reduction_5050_on_intel_pciv3.csv
Intel_5050_PCIe3,Intel,NVIDIA GeForce RTX 5050,3.0,kernel,,cublas,fp32,0.0003580624,0.0013760992,0.0003506771,0.0783099722,0.0002471194,9.92996e-05,0.0002322192,0.0518570417,0.0004432272,0.0031732017,0.000425475,0.0950131389,0.004478064444444444,1.0434,,422.0735,190,REDUCTION,reduction_5050_on_intel_pciv3.csv
