setup_id,cpu_type,pattern,gpu_name,pcie_gen_current,threads,impl,dtype,de_eur_job_median,de_co2_job_kg_median,de_price_eur_kwh,de_eur_job_sync_median,de_price_sync,fr_eur_job_median,fr_co2_job_kg_median,fr_price_eur_kwh,fr_eur_job_sync_median,fr_price_sync,pl_eur_job_median,pl_co2_job_kg_median,pl_price_eur_kwh,pl_eur_job_sync_median,pl_price_sync,kWh_e2e_median,seconds_wall_median,seconds_per_pass_median,energy_per_pass_j_median,gflops_median,joule_per_gflop_median,bw_gb_s_median,gb_per_s_kernel_median,j_per_gb_kernel_median,passes_e2e_median,matrix_size,effective_size,nrows_first,ncols_first,nnz_first,avg_nnz_per_row_median,n_measurements,workload,source_file,nrows
AMD_3090_PCIe4,AMD,BAND_TRIDIAG,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,9.2353e-06,2.47618e-05,0.1128,6.4115e-06,0.0783099722,3.0793e-06,1.6661e-06,0.03761,4.2457e-06,0.0518570417,9.1878e-06,5.85747e-05,0.11222,7.7791e-06,0.0950131389,8.187347222222223e-05,1.1234,0.0,0.0027084761493433498,,,457.085,457.0857,0.574,108823.0,131072.0,17179869184,131072,131072,393214,3.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,BAND_TRIDIAG,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.17646e-05,3.15434e-05,0.1128,8.1674e-06,0.0783099722,3.9226e-06,2.1224e-06,0.03761,5.4085e-06,0.0518570417,1.17041e-05,7.46167e-05,0.11222,9.9095e-06,0.0950131389,0.00010429624999995,1.1254,0.0,0.00544675341631125,,,578.09,578.0797,0.5772,68934.0,262144.0,68719476736,262144,262144,786430,3.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,4.3096e-06,1.33245e-05,0.08225,4.1032e-06,0.0783099722,3.678e-07,1.181e-06,0.00702,2.7171e-06,0.0518570417,4.8305e-06,3.53878e-05,0.09219,4.9784e-06,0.0950131389,5.239680555555556e-05,1.1226,0.0,0.0009141103551213001,,,14.31,14.306,11.7453,206352.0,1024.0,1048576,1024,1024,8192,8.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,4.4803e-06,1.38521e-05,0.08225,4.2657e-06,0.0783099722,3.824e-07,1.2278e-06,0.00702,2.8247e-06,0.0518570417,5.0217e-06,3.6789e-05,0.09219,5.1755e-06,0.0950131389,5.4471527777777774e-05,1.1212,0.0,0.00105035726528685,,,51.84,51.8383,3.3741,186696.0,4096.0,16777216,4096,4096,32768,8.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,5.8602e-06,1.81185e-05,0.08225,5.5795e-06,0.0783099722,5.002e-07,1.6059e-06,0.00702,3.6947e-06,0.0518570417,6.5684e-06,4.81198e-05,0.09219,6.7695e-06,0.0950131389,7.124847222222223e-05,1.1201,0.0,0.0015689560254708,,,181.735,181.7379,1.26,163481.0,16384.0,268435456,16384,16384,131072,8.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,7.563e-06,2.33831e-05,0.08225,7.2007e-06,0.0783099722,6.455e-07,2.0726e-06,0.00702,4.7683e-06,0.0518570417,8.4769e-06,6.21018e-05,0.09219,8.7365e-06,0.0950131389,9.195083333333333e-05,1.1232,0.0,0.0030211373654956504,,,485.855,485.8533,0.6066,109569.0,65536.0,4294967296,65536,65536,524288,8.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.6693e-06,2.68035e-05,0.08225,8.254e-06,0.0783099722,7.399e-07,2.3757e-06,0.00702,5.4658e-06,0.0518570417,9.7169e-06,7.11859e-05,0.09219,1.00145e-05,0.0950131389,0.00010540124999995,1.1266,0.0,0.00583563255513515,,,574.94,574.9291,0.5858,65022.0,131072.0,17179869184,131072,131072,1048576,8.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.5718e-06,2.65022e-05,0.08225,8.1612e-06,0.0783099722,7.316e-07,2.349e-06,0.00702,5.4043e-06,0.0518570417,9.6077e-06,7.03856e-05,0.09219,9.9019e-06,0.0950131389,0.00010421624999995,1.1227,0.0,0.009399436302142,,,708.315,708.3143,0.4718,39915.0,262144.0,68719476736,262144,262144,2097152,8.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,6.0119e-06,1.61191e-05,0.1128,4.1737e-06,0.0783099722,2.0045e-06,1.0846e-06,0.03761,2.7638e-06,0.0518570417,5.981e-06,3.81302e-05,0.11222,5.0639e-06,0.0950131389,5.3296944444444444e-05,1.1127,0.0,0.0009567092659722,,,14.03,14.0276,12.2926,200551.0,1024.0,1048576,1024,1024,8192,8.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,6.2006e-06,1.6625e-05,0.1128,4.3047e-06,0.0783099722,2.0674e-06,1.1186e-06,0.03761,2.8506e-06,0.0518570417,6.1687e-06,3.9327e-05,0.11222,5.2228e-06,0.0950131389,5.496972222222222e-05,1.1208,0.0,0.0010558635371702499,,,52.06,52.0581,3.3918,187421.0,4096.0,16777216,4096,4096,32768,8.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,8.2997e-06,2.22531e-05,0.1128,5.7619e-06,0.0783099722,2.7673e-06,1.4973e-06,0.03761,3.8156e-06,0.0518570417,8.257e-06,5.26403e-05,0.11222,6.9909e-06,0.0950131389,7.35786111111111e-05,1.1227,0.0,0.0016408129638118,,,179.045,179.0467,1.3177,161434.0,16384.0,268435456,16384,16384,131072,8.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.0482e-05,2.81043e-05,0.1128,7.277e-06,0.0783099722,3.4949e-06,1.891e-06,0.03761,4.8188e-06,0.0518570417,1.04281e-05,6.64814e-05,0.11222,8.8291e-06,0.0950131389,9.292513888888888e-05,1.1229,0.0,0.00306784875829935,,,483.66,483.6545,0.6159,109044.0,65536.0,4294967296,65536,65536,524288,8.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.18497e-05,3.17714e-05,0.1128,8.2265e-06,0.0783099722,3.9509e-06,2.1378e-06,0.03761,5.4476e-06,0.0518570417,1.17887e-05,7.51561e-05,0.11222,9.9812e-06,0.0950131389,0.00010505027777769999,1.1238,0.0,0.005852473730636449,,,572.79,572.7893,0.5875,64619.0,131072.0,17179869184,131072,131072,1048576,8.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.18111e-05,3.16681e-05,0.1128,8.1997e-06,0.0783099722,3.9381e-06,2.1308e-06,0.03761,5.4299e-06,0.0518570417,1.17504e-05,7.49117e-05,0.11222,9.9487e-06,0.0950131389,0.00010470861111104999,1.1248,0.0,0.0094580604692008,,,705.97,705.9919,0.4747,39855.0,262144.0,68719476736,262144,262144,2097152,8.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,4.4582e-06,1.37838e-05,0.08225,4.2446e-06,0.0783099722,3.805e-07,1.2217e-06,0.00702,2.8108e-06,0.0518570417,4.997e-06,3.66075e-05,0.09219,5.15e-06,0.0950131389,5.420277777777778e-05,1.1126,0.0,0.001103951209577,,,27.95,27.9537,6.274,176756.0,1024.0,1048576,1024,1024,20458,19.98,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,5.1948e-06,1.60613e-05,0.08225,4.946e-06,0.0783099722,4.434e-07,1.4236e-06,0.00702,3.2752e-06,0.0518570417,5.8226e-06,4.26563e-05,0.09219,6.0009e-06,0.0950131389,6.31588888888889e-05,1.1217,0.0,0.00144915232632245,,,98.2,98.1976,2.0642,156900.0,4096.0,16777216,4096,4096,81609,19.92,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,7.2037e-06,2.22724e-05,0.08225,6.8586e-06,0.0783099722,6.148e-07,1.9741e-06,0.00702,4.5418e-06,0.0518570417,8.0743e-06,5.91518e-05,0.09219,8.3215e-06,0.0950131389,8.758305555555555e-05,1.1222,0.0,0.00275019625630195,,,288.06,288.0485,0.9754,114646.0,16384.0,268435456,16384,16384,327865,20.01,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.6219e-06,2.6657e-05,0.08225,8.2088e-06,0.0783099722,7.359e-07,2.3628e-06,0.00702,5.4359e-06,0.0518570417,9.6638e-06,7.07967e-05,0.09219,9.9598e-06,0.0950131389,0.00010482499999995,1.1262,0.0,0.009389415540792648,,,402.4,402.4001,0.8327,40191.0,65536.0,4294967296,65536,65536,1311162,20.01,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,9.3682e-06,2.89646e-05,0.08225,8.9194e-06,0.0783099722,7.996e-07,2.5673e-06,0.00702,5.9065e-06,0.0518570417,1.05004e-05,7.69252e-05,0.09219,1.08219e-05,0.0950131389,0.00011389916666665,1.2028,0.0001,0.0175883412688199,,,436.955,436.9581,0.7802,23313.0,131044.0,17172529936,131044,131044,2621343,20.0,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,9.5391e-06,2.9493e-05,0.08225,9.0822e-06,0.0783099722,8.142e-07,2.6141e-06,0.00702,6.0142e-06,0.0518570417,1.06919e-05,7.83287e-05,0.09219,1.10194e-05,0.0950131389,0.0001159772222222,1.2334,0.0001,0.033149503771337796,,,460.53,460.5263,0.735,12595.0,262144.0,68719476736,262144,262144,5244300,20.01,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,6.1476e-06,1.6483e-05,0.1128,4.2679e-06,0.0783099722,2.0497e-06,1.1091e-06,0.03761,2.8262e-06,0.0518570417,6.116e-06,3.89909e-05,0.11222,5.1782e-06,0.0950131389,5.4499999999999997e-05,1.1178,0.0,0.0010923485493811,,,28.27,28.2721,6.2081,179613.0,1024.0,1048576,1024,1024,20458,19.98,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,7.2099e-06,1.93311e-05,0.1128,5.0054e-06,0.0783099722,2.4039e-06,1.3007e-06,0.03761,3.3146e-06,0.0518570417,7.1728e-06,4.57283e-05,0.11222,6.073e-06,0.0950131389,6.391722222222222e-05,1.1219,0.0,0.001479460686294,,,97.32,97.3234,2.1074,155531.0,4096.0,16777216,4096,4096,81609,19.92,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.01315e-05,2.71645e-05,0.1128,7.0336e-06,0.0783099722,3.3781e-06,1.8278e-06,0.03761,4.6577e-06,0.0518570417,1.00794e-05,6.42584e-05,0.11222,8.5339e-06,0.0950131389,8.981791666666667e-05,1.1221,0.0,0.0027873564704665003,,,291.48,291.4865,0.9886,116004.0,16384.0,268435456,16384,16384,327865,20.01,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.17364e-05,3.14677e-05,0.1128,8.1479e-06,0.0783099722,3.9132e-06,2.1173e-06,0.03761,5.3955e-06,0.0518570417,1.16761e-05,7.44378e-05,0.11222,9.8858e-06,0.0950131389,0.00010404624999995,1.1046,0.0,0.009571627526639849,,,399.48,399.4869,0.8489,39133.0,65536.0,4294967296,65536,65536,1311162,20.01,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.29774e-05,3.4795e-05,0.1128,9.0094e-06,0.0783099722,4.3269e-06,2.3412e-06,0.03761,5.966e-06,0.0518570417,1.29106e-05,8.23085e-05,0.11222,1.0931e-05,0.0950131389,0.00011504763888885,1.2106,0.0001,0.017765688671556548,,,434.09,434.1068,0.7881,23313.0,131044.0,17172529936,131044,131044,2621343,20.0,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.3211e-05,3.54213e-05,0.1128,9.1715e-06,0.0783099722,4.4048e-06,2.3834e-06,0.03761,6.0734e-06,0.0518570417,1.3143e-05,8.37901e-05,0.11222,1.11278e-05,0.0950131389,0.0001171184722222,1.2408,0.0001,0.03347570464470025,,,457.775,457.7799,0.7423,12595.0,262144.0,68719476736,262144,262144,5244300,20.01,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe3,AMD,RMAT_POWERLAW,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.737e-06,2.70129e-05,0.08225,8.3184e-06,0.0783099722,7.457e-07,2.3943e-06,0.00702,5.5085e-06,0.0518570417,9.7928e-06,7.17419e-05,0.09219,1.00927e-05,0.0950131389,0.0001062244444444,1.1345,0.0005,0.17824265734265732,,,499.13,499.1123,0.6756,2149.0,1048576.0,1099511627776,1048576,1048576,31403992,29.95,300,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe4,AMD,RMAT_POWERLAW,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.20337e-05,3.22648e-05,0.1128,8.3542e-06,0.0783099722,4.0123e-06,2.171e-06,0.03761,5.5322e-06,0.0518570417,1.19718e-05,7.63234e-05,0.11222,1.01362e-05,0.0950131389,0.0001066818055555,1.1385,0.0005,0.1790219114219114,,,497.22,497.2172,0.6786,2145.0,1048576.0,1099511627776,1048576,1048576,31403992,29.95,300,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe3,AMD,RMAT_POWERLAW_PERM,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,1.2681e-05,3.40003e-05,0.1128,8.8036e-06,0.0783099722,4.2281e-06,2.2877e-06,0.03761,5.8298e-06,0.0518570417,1.26158e-05,8.04286e-05,0.11222,1.06814e-05,0.0950131389,0.00011241999999995,1.1573,0.0006,0.19459567307692305,,,473.88,473.8643,0.7376,2080.0,1048576.0,1099511627776,1048576,1048576,31403992,29.95,300,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe4,AMD,RMAT_POWERLAW_PERM,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.35447e-05,3.60779e-05,0.12298,8.8036e-06,0.0783099722,4.8023e-06,2.1777e-06,0.04373,5.8298e-06,0.0518570417,1.36491e-05,8.09498e-05,0.124005,1.06814e-05,0.0950131389,0.00011241986111105,1.1615,0.0006,0.1949059285608418,,,471.69,471.6903,0.7388,2076.0,1048576.0,1099511627776,1048576,1048576,31403992,29.95,300,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,4.4421e-06,1.37341e-05,0.08225,4.2293e-06,0.0783099722,3.791e-07,1.2173e-06,0.00702,2.8007e-06,0.0518570417,4.9789e-06,3.64755e-05,0.09219,5.1314e-06,0.0950131389,5.400736111111111e-05,1.0945,0.0,0.0009435614590208,,,35.32,35.3239,5.0291,206056.0,1000.0,1000000,1000,1000,21952,21.95,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,5.065e-06,1.566e-05,0.08225,4.8224e-06,0.0783099722,4.323e-07,1.388e-06,0.00702,3.1934e-06,0.0518570417,5.6771e-06,4.15905e-05,0.09219,5.851e-06,0.0950131389,6.158083333333335e-05,1.1219,0.0,0.0012455950106753,,,131.335,131.3305,1.5046,177980.0,4096.0,16777216,4096,4096,97336,23.76,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,6.7159e-06,2.07642e-05,0.08225,6.3942e-06,0.0783099722,5.732e-07,1.8404e-06,0.00702,4.2342e-06,0.0518570417,7.5275e-06,5.51464e-05,0.09219,7.758e-06,0.0950131389,8.16523611111111e-05,1.1221,0.0,0.00234442344196135,,,368.7,368.6975,0.7105,125382.0,15625.0,244140625,15625,15625,389017,24.9,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.6225e-06,2.66589e-05,0.08225,8.2094e-06,0.0783099722,7.359e-07,2.3629e-06,0.00702,5.4363e-06,0.0518570417,9.6645e-06,7.08017e-05,0.09219,9.9605e-06,0.0950131389,0.00010483236111105,1.1246,0.0,0.0075141164758586,,,621.34,621.3537,0.5401,50225.0,64000.0,4096000000,64000,64000,1643032,25.67,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.5954e-06,2.65753e-05,0.08225,8.1837e-06,0.0783099722,7.336e-07,2.3555e-06,0.00702,5.4192e-06,0.0518570417,9.6342e-06,7.05796e-05,0.09219,9.9292e-06,0.0950131389,0.0001045036111111,1.1224,0.0,0.0134289844726039,,,727.205,727.2175,0.4609,28015.0,132651.0,17596287801,132651,132651,3442951,25.95,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,8.4378e-06,2.60879e-05,0.08225,8.0336e-06,0.0783099722,7.202e-07,2.3123e-06,0.00702,5.3199e-06,0.0518570417,9.4575e-06,6.92852e-05,0.09219,9.7471e-06,0.0950131389,0.0001025869444444,1.0872,0.0001,0.0245521207286265,,,802.675,802.6698,0.4232,15042.0,262144.0,68719476736,262144,262144,6859000,26.17,50,SPMV,SPMV_3090_on_amd_pciev3.csv,
AMD_3090_PCIe4,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,6.2661e-06,1.68008e-05,0.1128,4.3502e-06,0.0783099722,2.0893e-06,1.1305e-06,0.03761,2.8807e-06,0.0518570417,6.2339e-06,3.97426e-05,0.11222,5.278e-06,0.0950131389,5.555069444444445e-05,1.1208,0.0,0.0009498686691650001,,,35.25,35.2483,5.0627,210537.0,1000.0,1000000,1000,1000,21952,21.95,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,7.0481e-06,1.88975e-05,0.1128,4.8931e-06,0.0783099722,2.35e-06,1.2715e-06,0.03761,3.2402e-06,0.0518570417,7.0119e-06,4.47026e-05,0.11222,5.9368e-06,0.0950131389,6.248347222222223e-05,1.1222,0.0,0.0012792339626933,,,129.74,129.7398,1.5453,175840.0,4096.0,16777216,4096,4096,97336,23.76,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
AMD_3090_PCIe4,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,9.4272e-06,2.52762e-05,0.1128,6.5447e-06,0.0783099722,3.1432e-06,1.7007e-06,0.03761,4.3339e-06,0.0518570417,9.3787e-06,5.97916e-05,0.11222,7.9407e-06,0.0950131389,8.357430555555554e-05,1.1228,0.0,0.0023855275051140497,,,370.715,370.7249,0.723,126122.0,15625.0,244140625,15625,15625,389017,24.9,50,SPMV,SPMV_3090_on_amd_pciev4.csv,
