timestamp,host,cpu_model,backend,library,library_version,impl,workload,dtype,pattern,nrows,ncols,nnz,num_threads,batches,seconds_target,passes_e2e,seconds_kernel,energy_j,avg_power_w,below_target,bytes_total,bw_gb_s,temp_c,time_mode,energy_mode,omp_proc_bind,omp_places,energy_domain,numa_policy,notes,seconds_wall,kWh_e2e,energy_per_pass_j,kWh_per_pass,seconds_per_pass,M,K,N,flops_per_pass,joule_per_gflop,gflops,flops_per_watt,gb_per_s_kernel,j_per_gb_kernel
2025-10-16T00:27:46,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,10,1,265976,1.011,93.649,92.6,0,14980832224,14.82,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.011,2.601361111111111e-05,0.00035209567780551627,9.780435494597674e-11,3.8010948356242666e-06,,,,,,,,14.817836027695353,6.251254843503946
2025-10-16T00:27:47,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,11,1,265976,1.0146,93.909,92.6,0,14980832224,14.77,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0146,2.6085833333333334e-05,0.00035307320961289743,9.807589155913817e-11,3.8146298914187743e-06,,,,,,,,14.765259436231027,6.268610354607226
2025-10-16T00:27:48,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,12,1,265976,1.0146,94.017,92.7,0,14980832224,14.77,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0146,2.611583333333333e-05,0.0003534792612867326,9.818868369075906e-11,3.8146298914187743e-06,,,,,,,,14.765259436231027,6.2758195669116645
2025-10-16T00:27:49,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,13,1,265976,1.0109,93.633,92.6,0,14980832224,14.82,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0109,2.6009166666666665e-05,0.00035203552200198515,9.778764500055143e-11,3.800718861852197e-06,,,,,,,,14.8193018340093,6.250186812051437
2025-10-16T00:27:50,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,14,1,265976,1.0083,93.212,92.4,0,14980832224,14.86,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0083,2.5892222222222224e-05,0.0003504526724215719,9.734796456154775e-11,3.790943543778386e-06,,,,,,,,14.857514850738868,6.222084234457281
2025-10-16T00:27:51,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,15,1,265976,1.0149,93.806,92.4,0,14980832224,14.76,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0149,2.6057222222222223e-05,0.00035268595662766563,9.796832128546267e-11,3.815757812734983e-06,,,,,,,,14.76089489013696,6.261734902131696
2025-10-16T00:27:52,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,16,1,265976,1.0136,93.618,92.4,0,14980832224,14.78,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0136,2.6005e-05,0.00035197912593617467,9.777197942671518e-11,3.8108701536980782e-06,,,,,,,,14.779826582478295,6.2491855325647085
2025-10-16T00:27:53,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,17,1,265976,1.0118,93.441,92.3,0,14980832224,14.81,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0118,2.5955833333333333e-05,0.0003513136523596114,9.758712565544761e-11,3.804102625800824e-06,,,,,,,,14.806120007906701,6.237370434621323
2025-10-16T00:27:54,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,18,1,265976,1.0107,93.438,92.4,0,14980832224,14.82,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0107,2.5955e-05,0.0003513023731464493,9.758399254068036e-11,3.7999669143080575e-06,,,,,,,,14.822234316810134,6.237170178723978
2025-10-16T00:27:55,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,19,1,265976,1.0141,93.509,92.2,0,14980832224,14.77,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0141,2.597472222222222e-05,0.0003515693145246188,9.765814292350522e-11,3.8127500225584263e-06,,,,,,,,14.772539418203333,6.2419095682944885
2025-10-16T00:27:56,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,20,1,265976,1.014,93.565,92.3,0,14980832224,14.77,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.014,2.5990277777777776e-05,0.00035177985983697775,9.771662773249381e-11,3.8123740487863566e-06,,,,,,,,14.773996276134122,6.245647678378272
2025-10-16T00:27:57,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,21,1,265976,1.0135,93.931,92.7,0,14980832224,14.78,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0135,2.6091944444444442e-05,0.0003531559238427527,9.809886773409797e-11,3.8104941799260085e-06,,,,,,,,14.78128487814504,6.270078897854426
2025-10-16T00:27:58,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,22,1,265976,1.0113,93.593,92.5,0,14980832224,14.81,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0113,2.5998055555555555e-05,0.0003518851324931573,9.774587013698815e-11,3.802222756940476e-06,,,,,,,,14.813440348066843,6.247516733420164
2025-10-16T00:27:59,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,23,1,265976,1.0151,93.894,92.5,0,14980832224,14.76,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0151,2.6081666666666668e-05,0.00035301681354708695,9.806022598530193e-11,3.816509760279122e-06,,,,,,,,14.757986625948185,6.2676090751204985
2025-10-16T00:28:00,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,24,1,265976,1.0117,93.661,92.6,0,14980832224,14.81,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0117,2.6016944444444444e-05,0.00035214079465816466,9.781688740504573e-11,3.8037266520287545e-06,,,,,,,,14.807583497084115,6.252055867093329
2025-10-16T00:28:01,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,25,1,265976,1.0162,94.218,92.7,0,14980832224,14.74,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0162,2.617166666666667e-05,0.00035423496856859266,9.839860238016463e-11,3.820645471771889e-06,,,,,,,,14.742011635504822,6.289236712033816
2025-10-16T00:28:02,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,26,1,265976,1.0148,93.849,92.5,0,14980832224,14.76,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0148,2.6069166666666668e-05,0.0003528476253496556,9.801322926379322e-11,3.815381838962913e-06,,,,,,,,14.762349452108792,6.264605236660316
2025-10-16T00:28:03,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,27,1,265976,1.0125,93.599,92.4,0,14980832224,14.8,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0125,2.5999722222222222e-05,0.00035190769091948145,9.775213636652262e-11,3.8067344422053116e-06,,,,,,,,14.795883678024692,6.247917245214855
2025-10-16T00:28:04,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,28,1,265976,1.012,93.473,92.4,0,14980832224,14.8,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.012,2.5964722222222223e-05,0.0003514339639666737,9.762054554629825e-11,3.8048545733449635e-06,,,,,,,,14.803193897233202,6.2395064975263415
2025-10-16T00:28:05,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,29,1,265976,1.0143,93.908,92.6,0,14980832224,14.77,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0143,2.6085555555555557e-05,0.00035306944987517673,9.807484718754909e-11,3.8135019701025657e-06,,,,,,,,14.769626564132901,6.2685436026414445
2025-10-16T00:28:06,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,30,1,265976,1.0133,93.852,92.6,0,14980832224,14.78,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0133,2.607e-05,0.0003528589045628177,9.801636237856048e-11,3.8097422323818696e-06,,,,,,,,14.784202332971477,6.264805492557661
2025-10-16T00:28:07,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,31,1,265976,1.0136,93.919,92.7,0,14980832224,14.78,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0136,2.6088611111111112e-05,0.00035311080699010436,9.808633527502899e-11,3.8108701536980782e-06,,,,,,,,14.779826582478295,6.269277874265044
2025-10-16T00:28:08,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,32,1,265976,1.0129,93.631,92.4,0,14980832224,14.79,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0129,2.6008611111111113e-05,0.00035202800252654375,9.778555625737327e-11,3.80823833729359e-06,,,,,,,,14.79004069898312,6.250053308119873
2025-10-16T00:28:09,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,33,1,265976,1.0137,93.789,92.5,0,14980832224,14.78,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0137,2.6052500000000002e-05,0.0003526220410864138,9.795056696844829e-11,3.811246127470148e-06,,,,,,,,14.778368574528953,6.260600118713405
2025-10-16T00:28:10,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,34,1,265976,1.0161,93.832,92.3,0,14980832224,14.74,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0161,2.6064444444444443e-05,0.00035278370980840374,9.799547494677881e-11,3.820269497999819e-06,,,,,,,,14.743462478102549,6.263470453242023
2025-10-16T00:28:11,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,35,1,265976,1.0129,93.602,92.4,0,14980832224,14.79,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0129,2.6000555555555557e-05,0.00035191897013264354,9.775526948128988e-11,3.80823833729359e-06,,,,,,,,14.79004069898312,6.2481175011122
2025-10-16T00:28:12,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,36,1,265976,1.0143,93.85,92.5,0,14980832224,14.77,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0143,2.6069444444444444e-05,0.00035285138508737627,9.801427363538229e-11,3.8135019701025657e-06,,,,,,,,14.769626564132901,6.264671988626096
2025-10-16T00:28:13,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,37,1,265976,1.0143,93.593,92.3,0,14980832224,14.77,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0143,2.5998055555555555e-05,0.0003518851324931573,9.774587013698815e-11,3.8135019701025657e-06,,,,,,,,14.769626564132901,6.247516733420164
2025-10-16T00:28:14,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,38,1,265976,1.0081,93.338,92.6,0,14980832224,14.86,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0081,2.592722222222222e-05,0.00035092639937437964,9.747955538177212e-11,3.7901915962342467e-06,,,,,,,,14.860462477928778,6.2304949821457924
2025-10-16T00:28:15,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,39,1,265976,1.0127,93.676,92.5,0,14980832224,14.79,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0127,2.6021111111111113e-05,0.0003521971907239751,9.783255297888197e-11,3.807486389749451e-06,,,,,,,,14.792961611533526,6.253057146580057
2025-10-16T00:28:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,40,1,265976,1.0128,94.127,92.9,0,14980832224,14.79,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0128,2.614638888888889e-05,0.00035389283243600925,9.830356456555812e-11,3.8078623635215203e-06,,,,,,,,14.791501011058452,6.283162283147668
2025-10-16T00:28:17,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,41,1,265976,1.0137,93.845,92.6,0,14980832224,14.78,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0137,2.6068055555555556e-05,0.00035283258639877283,9.80090517774369e-11,3.811246127470148e-06,,,,,,,,14.778368574528953,6.264338228797188
2025-10-16T00:28:18,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,42,1,265976,1.0095,93.473,92.6,0,14980832224,14.84,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0095,2.5964722222222223e-05,0.0003514339639666737,9.762054554629825e-11,3.795455229043222e-06,,,,,,,,14.839853614660722,6.2395064975263415
2025-10-16T00:28:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,43,1,265976,1.0075,93.184,92.5,0,14980832224,14.87,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0075,2.5884444444444445e-05,0.0003503473997653924,9.731872215705344e-11,3.787935753601829e-06,,,,,,,,14.869312381141437,6.220215179415389
2025-10-16T00:28:20,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,44,1,265976,1.0132,93.949,92.7,0,14980832224,14.79,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0132,2.6096944444444443e-05,0.00035322359912172527,9.811766642270146e-11,3.8093662586098e-06,,,,,,,,14.785661492301617,6.271280433238499
2025-10-16T00:28:21,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,45,1,265976,1.0139,93.867,92.6,0,14980832224,14.78,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0139,2.607416666666667e-05,0.00035291530062862814,9.80320279523967e-11,3.811998075014287e-06,,,,,,,,14.775453421441956,6.265806772044389
2025-10-16T00:28:22,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,46,1,265976,1.0134,93.742,92.5,0,14980832224,14.78,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0134,2.6039444444444446e-05,0.0003524453334135411,9.790148150376141e-11,3.810118206153939e-06,,,,,,,,14.782743461614366,6.257462776321658
2025-10-16T00:28:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,47,1,265976,1.0129,93.904,92.7,0,14980832224,14.79,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0129,2.6084444444444443e-05,0.0003530544109242939,9.807066970119274e-11,3.80823833729359e-06,,,,,,,,14.79004069898312,6.268276594778317
2025-10-16T00:28:24,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,48,1,265976,1.0136,93.894,92.6,0,14980832224,14.78,77,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0136,2.6081666666666668e-05,0.00035301681354708695,9.806022598530193e-11,3.8108701536980782e-06,,,,,,,,14.779826582478295,6.2676090751204985
2025-10-16T00:28:25,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,20,49,1,265976,1.0124,93.701,92.6,0,14980832224,14.8,78,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976,1.0124,2.6028055555555553e-05,0.0003522911841669925,9.785866226860903e-11,3.806358468433242e-06,,,,,,,,14.797345144211775,6.254725945724602
