setup_id,cpu_type,pattern,gpu_name,pcie_gen_current,threads,impl,dtype,de_eur_job_median,de_co2_job_kg_median,de_price_eur_kwh,de_eur_job_sync_median,de_price_sync,fr_eur_job_median,fr_co2_job_kg_median,fr_price_eur_kwh,fr_eur_job_sync_median,fr_price_sync,pl_eur_job_median,pl_co2_job_kg_median,pl_price_eur_kwh,pl_eur_job_sync_median,pl_price_sync,kWh_e2e_median,seconds_wall_median,seconds_per_pass_median,energy_per_pass_j_median,gflops_median,joule_per_gflop_median,bw_gb_s_median,gb_per_s_kernel_median,j_per_gb_kernel_median,passes_e2e_median,nrows_first,ncols_first,nnz_first,avg_nnz_per_row_median,n_measurements,workload,source_file
AMD_3090_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,7.8753e-06,2.43489e-05,0.08225,7.4981e-06,0.0783099722,6.722e-07,2.1582e-06,0.00702,4.9653e-06,0.0518570417,8.8271e-06,6.46669e-05,0.09219,9.0974e-06,0.0950131389,9.574888888885555e-05,1.1218,0.0,0.004945545722496,,,494.525,494.5311,0.6409,87803.5,1000,1000,21952,25.285,300,SPMV,SPMV_3090_on_amd_pciev3.csv
AMD_3090_PCIe4,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,1.05159e-05,2.81952e-05,0.1128,7.3005e-06,0.0783099722,3.5062e-06,1.8971e-06,0.03761,4.8344e-06,0.0518570417,1.04618e-05,6.66966e-05,0.11222,8.8577e-06,0.0950131389,9.322583333333333e-05,1.122,0.0,0.0049679148982354,,,494.485,494.4741,0.6453,88082.0,1000,1000,21952,25.285,300,SPMV,SPMV_3090_on_amd_pciev4.csv
AMD_3090_PCIe3,AMD,STENCIL_5PT_2D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,5.8481e-06,1.8081e-05,0.08225,5.5679e-06,0.0783099722,4.991e-07,1.6026e-06,0.00702,3.6871e-06,0.0518570417,6.5548e-06,4.80203e-05,0.09219,6.7555e-06,0.0950131389,7.110111111111111e-05,1.1221,0.0,0.001843393221448,,,244.905,244.8976,1.1254,144177.0,1024,1024,4992,4.975,300,SPMV,SPMV_3090_on_amd_pciev3.csv
AMD_3090_PCIe4,AMD,STENCIL_5PT_2D,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,8.1078e-06,2.17386e-05,0.1128,5.6287e-06,0.0783099722,2.7033e-06,1.4627e-06,0.03761,3.7273e-06,0.0518570417,8.0661e-06,5.14232e-05,0.11222,6.8293e-06,0.0950131389,7.187736111111111e-05,1.122,0.0,0.0018885271771041999,,,244.61,244.6108,1.1683,141434.0,1024,1024,4992,4.975,300,SPMV,SPMV_3090_on_amd_pciev4.csv
AMD_3090_PCIe3,AMD,STENCIL_7PT_3D,NVIDIA GeForce RTX 3090,3,,cusparse,fp32,6.3828e-06,1.97344e-05,0.08225,6.0771e-06,0.0783099722,5.448e-07,1.7492e-06,0.00702,4.0243e-06,0.0518570417,7.1542e-06,5.24114e-05,0.09219,7.3733e-06,0.0950131389,7.760277777777778e-05,1.1234,0.0,0.0020930926948014,,,293.36,293.3691,1.0246,139357.5,1000,1000,6400,6.805,300,SPMV,SPMV_3090_on_amd_pciev3.csv
AMD_3090_PCIe4,AMD,STENCIL_7PT_3D,NVIDIA GeForce RTX 3090,4,,cusparse,fp32,8.8125e-06,2.3628e-05,0.1128,6.1179e-06,0.0783099722,2.9383e-06,1.5898e-06,0.03761,4.0513e-06,0.0518570417,8.7672e-06,5.58928e-05,0.11222,7.4229e-06,0.0950131389,7.812472222222223e-05,1.1223,0.0,0.0021300457406375002,,,290.8,290.8096,1.0382,138084.0,1000,1000,6400,6.805,300,SPMV,SPMV_3090_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,BAND_TRIDIAG,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,4.156e-07,4.162e-06,0.0197,1.6522e-06,0.0783099722,3.4e-09,5.047e-07,0.00016,1.0941e-06,0.0518570417,1.2971e-06,1.24393e-05,0.06148,2.0046e-06,0.0950131389,2.1097916666666667e-05,1.122,0.0,0.00064297976115785,,,146.625,146.6238,0.5828,120865.0,1024,1024,3070,3.0,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,BAND_TRIDIAG,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-5.8e-09,4.0581e-06,-0.00027,1.6862e-06,0.0783099722,0.0,5.187e-07,0.0,1.1166e-06,0.0518570417,-9.71e-08,1.169e-05,-0.00451,2.0458e-06,0.0950131389,2.1531805555555557e-05,1.122,0.0,0.00064851327473425,,,148.79,148.7867,0.5897,121136.0,1024,1024,3070,3.0,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,5.363e-07,5.3704e-06,0.0197,2.1319e-06,0.0783099722,4.4e-09,6.512e-07,0.00016,1.4117e-06,0.0518570417,1.6737e-06,1.6051e-05,0.06148,2.5866e-06,0.0950131389,2.722361111111111e-05,1.1221,0.0,0.001069141208752,,,223.36,223.363,0.4184,102184.0,1024,1024,8192,8.0,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,BLOCK_DIAGONAL,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-7.2e-09,4.9945e-06,-0.00027,2.0752e-06,0.0783099722,0.0,6.384e-07,0.0,1.3742e-06,0.0518570417,-1.195e-07,1.43875e-05,-0.00451,2.5179e-06,0.0950131389,2.650013888888889e-05,1.1221,0.0,0.0010612326284277001,,,227.885,227.877,0.416,103557.5,1024,1024,8192,8.0,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,IRREGULAR_20,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,6.326e-07,6.3345e-06,0.0197,2.5146e-06,0.0783099722,5.1e-09,7.681e-07,0.00016,1.6652e-06,0.0518570417,1.9742e-06,1.89326e-05,0.06148,3.051e-06,0.0950131389,3.211097222222222e-05,1.118,0.0,0.0048132426306565,,,132.695,132.7034,0.7927,37258.0,1024,1024,20458,20.005,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,IRREGULAR_20,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-8.4e-09,5.8532e-06,-0.00027,2.432e-06,0.0783099722,0.0,7.482e-07,0.0,1.6105e-06,0.0518570417,-1.401e-07,1.68613e-05,-0.00451,2.9508e-06,0.0950131389,3.1056666666666664e-05,1.1093,0.0,0.00457252057081875,,,133.205,133.1989,0.7989,37190.5,1024,1024,20458,20.005,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,RMAT_POWERLAW,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,6.532e-07,6.5407e-06,0.0197,2.5965e-06,0.0783099722,5.3e-09,7.931e-07,0.00016,1.7194e-06,0.0518570417,2.0384e-06,1.95488e-05,0.06148,3.1503e-06,0.0950131389,3.315611111111111e-05,1.1217,0.0017,0.1825165225097483,,,154.14,154.139,0.6918,655.5,1048576,1048576,31403992,29.95,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,RMAT_POWERLAW,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-9.1e-09,6.3334e-06,-0.00027,2.6315e-06,0.0783099722,0.0,8.095e-07,0.0,1.7426e-06,0.0518570417,-1.516e-07,1.82444e-05,-0.00451,3.1928e-06,0.0950131389,3.360416666666667e-05,1.124,0.0017,0.18460895232783756,,,154.2,154.2049,0.6998,657.0,1048576,1048576,31403992,29.95,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,RMAT_POWERLAW_PERM,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,6.819e-07,6.8115e-06,0.0197,2.5524e-06,0.0783099722,5.5e-09,7.771e-07,0.00016,1.6902e-06,0.0518570417,2.1228e-06,2.03581e-05,0.06148,3.0968e-06,0.0950131389,3.259375e-05,1.1247,0.002,0.2052272727272727,,,134.17,134.171,0.7779,572.0,1048576,1048576,31403992,29.95,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,RMAT_POWERLAW_PERM,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-8.9e-09,6.2221e-06,-0.00027,2.5853e-06,0.0783099722,0.0,7.953e-07,0.0,1.712e-06,0.0518570417,-1.489e-07,1.79237e-05,-0.00451,3.1367e-06,0.0950131389,3.3013611111111114e-05,1.1232,0.002,0.2092941696113074,,,134.11,134.115,0.7933,571.0,1048576,1048576,31403992,29.95,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,5.942e-07,5.9504e-06,0.0197,2.3621e-06,0.0783099722,4.8e-09,7.215e-07,0.00016,1.5642e-06,0.0518570417,1.8545e-06,1.77845e-05,0.06148,2.8659e-06,0.0950131389,3.0163611111111113e-05,1.109,0.0,0.00307722946347055,,,274.695,274.7007,0.367,56969.5,1000,1000,21952,25.285,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,STENCIL_27PT_3D,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-8.2e-09,5.6973e-06,-0.00027,2.3673e-06,0.0783099722,0.0,7.282e-07,0.0,1.5676e-06,0.0518570417,-1.363e-07,1.64122e-05,-0.00451,2.8722e-06,0.0950131389,3.0229444444444445e-05,1.0812,0.0,0.00293318159532145,,,281.84,281.8443,0.3688,57350.5,1000,1000,21952,25.285,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,STENCIL_5PT_2D,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,4.435e-07,4.4409e-06,0.0197,1.7629e-06,0.0783099722,3.6e-09,5.385e-07,0.00016,1.1674e-06,0.0518570417,1.384e-06,1.32729e-05,0.06148,2.1389e-06,0.0950131389,2.251166666666667e-05,1.1217,0.0,0.00078163834912685,,,189.56,189.5579,0.4594,109287.5,1024,1024,4992,4.975,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,STENCIL_5PT_2D,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-6.5e-09,4.5209e-06,-0.00027,1.8784e-06,0.0783099722,0.0,5.779e-07,0.0,1.2439e-06,0.0518570417,-1.082e-07,1.30231e-05,-0.00451,2.2791e-06,0.0950131389,2.3987222222222224e-05,1.1217,0.0,0.00080681225535485,,,189.915,189.9188,0.4754,112263.0,1024,1024,4992,4.975,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_5050_PCIe3,AMD,STENCIL_7PT_3D,NVIDIA GeForce RTX 5050,3,,cusparse,fp32,5.099e-07,5.1064e-06,0.0197,2.0271e-06,0.0783099722,4.1e-09,6.192e-07,0.00016,1.3423e-06,0.0518570417,1.5914e-06,1.52619e-05,0.06148,2.4594e-06,0.0950131389,2.588513888888889e-05,1.122,0.0,0.00096755987315825,,,211.77,211.7684,0.4512,106375.0,1000,1000,6400,6.805,300,SPMV,SPMV_5050_on_amd_pciev3.csv
AMD_5050_PCIe4,AMD,STENCIL_7PT_3D,NVIDIA GeForce RTX 5050,4,,cusparse,fp32,-7.1e-09,4.9567e-06,-0.00027,2.0595e-06,0.0783099722,0.0,6.336e-07,0.0,1.3638e-06,0.0518570417,-1.186e-07,1.42786e-05,-0.00451,2.4988e-06,0.0950131389,2.629958333333333e-05,1.1221,0.0,0.0009751431013321,,,216.48,216.4864,0.4543,106834.5,1000,1000,6400,6.805,300,SPMV,SPMV_5050_on_amd_pciev4.csv
AMD_CPU-only_1t,AMD,BAND_TRIDIAG,,,1,omp,fp32,1.8765e-06,5.6229e-06,0.1236,1.1889e-06,0.0783099722,9.881e-07,2.897e-07,0.06508,7.873e-07,0.0518570417,1.8615e-06,1.12319e-05,0.12261,1.4425e-06,0.0950131389,1.5182361111111111e-05,1.0186,0.0001,0.00493357603508145,,,17.76,17.7584,3.0577,17391.0,1024,1024,3070,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,BLOCK_DIAGONAL,,,1,omp,fp32,1.895e-06,5.6783e-06,0.1236,1.2006e-06,0.0783099722,9.978e-07,2.925e-07,0.06508,7.951e-07,0.0518570417,1.8798e-06,1.13426e-05,0.12261,1.4567e-06,0.0950131389,1.5331944444444444e-05,1.0297,0.0002,0.01202668575623605,,,14.3,14.2997,3.7484,7202.5,1024,1024,8192,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,IRREGULAR_20,,,1,omp,fp32,1.9363e-06,5.802e-06,0.1236,1.2268e-06,0.0783099722,1.0195e-06,2.989e-07,0.06508,8.124e-07,0.0518570417,1.9208e-06,1.15897e-05,0.12261,1.4885e-06,0.0950131389,1.5665972222222223e-05,1.0343,0.0007,0.03587914989093535,,,11.295,11.2954,4.8566,2620.0,1024,1024,20524,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,RMAT_POWERLAW,,,1,omp,fp32,1.9776e-06,5.9258e-06,0.1236,1.253e-06,0.0783099722,1.0413e-06,3.053e-07,0.06508,8.297e-07,0.0518570417,1.9618e-06,1.18368e-05,0.12261,1.5202e-06,0.0950131389,1.6e-05,1.0631,0.0601,3.26175,,,4.46,4.4563,12.1715,18.0,1048576,1048576,31397168,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,RMAT_POWERLAW_PERM,,,1,omp,fp32,1.9594e-06,5.8711e-06,0.1236,1.2414e-06,0.0783099722,1.0317e-06,3.025e-07,0.06508,8.221e-07,0.0518570417,1.9437e-06,1.17277e-05,0.12261,1.5062e-06,0.0950131389,1.5852499999999998e-05,1.0535,0.0605,3.272529411764706,,,4.43,4.4262,12.2117,17.0,1048576,1048576,31403786,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,STENCIL_27PT_3D,,,1,omp,fp32,1.9271e-06,5.7746e-06,0.1236,1.221e-06,0.0783099722,1.0147e-06,2.975e-07,0.06508,8.085e-07,0.0518570417,1.9117e-06,1.15348e-05,0.12261,1.4814e-06,0.0950131389,1.5591805555555557e-05,1.0381,0.0006,0.0319131359929897,,,14.74,14.7368,3.6514,2891.0,1000,1000,21952,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,STENCIL_5PT_2D,,,1,omp,fp32,1.8832e-06,5.6429e-06,0.1236,1.1932e-06,0.0783099722,9.916e-07,2.907e-07,0.06508,7.901e-07,0.0518570417,1.8681e-06,1.12718e-05,0.12261,1.4476e-06,0.0950131389,1.523625e-05,1.016,0.0001,0.007607599856020501,,,15.93,15.9301,3.3818,11160.5,1024,1024,4992,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_1t,AMD,STENCIL_7PT_3D,,,1,omp,fp32,1.8512e-06,5.5471e-06,0.1236,1.1729e-06,0.0783099722,9.747e-07,2.858e-07,0.06508,7.767e-07,0.0518570417,1.8364e-06,1.10805e-05,0.12261,1.4231e-06,0.0950131389,1.4977638888888888e-05,0.9981,0.0002,0.01005761800074395,,,14.535,14.5351,3.7018,8734.0,1000,1000,6400,,300,SPMV,SPMV_amd_cpu_1.csv
AMD_CPU-only_2t,AMD,BAND_TRIDIAG,,,2,omp,fp32,1.9369e-06,6.5815e-06,0.11268,1.3461e-06,0.0783099722,1.1068e-06,3.027e-07,0.06439,8.914e-07,0.0518570417,1.9276e-06,1.28058e-05,0.11214,1.6332e-06,0.0950131389,1.7189027777777777e-05,1.0394,0.0,0.00274177267481185,,,35.06,35.0611,1.693,35200.5,1024,1024,3070,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,BLOCK_DIAGONAL,,,2,omp,fp32,1.8263e-06,6.2059e-06,0.11268,1.2693e-06,0.0783099722,1.0436e-06,2.854e-07,0.06439,8.405e-07,0.0518570417,1.8176e-06,1.2075e-05,0.11214,1.54e-06,0.0950131389,1.6208055555555556e-05,1.0049,0.0001,0.00661683733995015,,,27.72,27.7213,2.0696,13780.0,1024,1024,8192,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,IRREGULAR_20,,,2,omp,fp32,2.0473e-06,6.2056e-06,0.1236,1.3121e-06,0.0783099722,1.0883e-06,3.168e-07,0.06508,8.689e-07,0.0518570417,2.0323e-06,1.23959e-05,0.12261,1.592e-06,0.0950131389,1.6755694444444445e-05,1.0162,0.0004,0.02190072596194715,,,21.28,21.2782,2.8593,5036.0,1024,1024,20524,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,RMAT_POWERLAW,,,2,omp,fp32,1.8424e-06,6.2605e-06,0.11268,1.2804e-06,0.0783099722,1.0528e-06,2.879e-07,0.06439,8.479e-07,0.0518570417,1.8336e-06,1.21813e-05,0.11214,1.5535e-06,0.0950131389,1.6350694444444445e-05,1.0545,0.0444,2.4784375,,,6.04,6.0373,9.2485,24.0,1048576,1048576,31397168,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,RMAT_POWERLAW_PERM,,,2,omp,fp32,1.9437e-06,6.6047e-06,0.11268,1.3508e-06,0.0783099722,1.1107e-06,3.038e-07,0.06439,8.945e-07,0.0518570417,1.9344e-06,1.2851e-05,0.11214,1.639e-06,0.0950131389,1.724972222222222e-05,1.0545,0.0301,1.7742571428571428,,,8.9,8.8959,6.6207,35.0,1048576,1048576,31403786,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,STENCIL_27PT_3D,,,2,omp,fp32,1.8911e-06,6.426e-06,0.11268,1.3143e-06,0.0783099722,1.0807e-06,2.955e-07,0.06439,8.703e-07,0.0518570417,1.882e-06,1.25033e-05,0.11214,1.5946e-06,0.0950131389,1.6782916666666668e-05,1.024,0.0003,0.01796330951642035,,,27.7,27.6996,2.0902,5635.5,1000,1000,21952,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,STENCIL_5PT_2D,,,2,omp,fp32,2.0667e-06,6.1926e-06,0.1236,1.3094e-06,0.0783099722,1.0882e-06,3.19e-07,0.06508,8.671e-07,0.0518570417,2.0501e-06,1.23699e-05,0.12261,1.5887e-06,0.0950131389,1.6720555555555555e-05,1.033,0.0001,0.004175290475464,,,31.27,31.2678,1.8999,21930.0,1024,1024,4992,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_2t,AMD,STENCIL_7PT_3D,,,2,omp,fp32,1.8548e-06,6.3025e-06,0.11268,1.289e-06,0.0783099722,1.0599e-06,2.899e-07,0.06439,8.536e-07,0.0518570417,1.8459e-06,1.2263e-05,0.11214,1.564e-06,0.0950131389,1.6460416666666666e-05,1.0192,0.0001,0.00546555687970905,,,28.2,28.2006,2.0624,17030.5,1000,1000,6400,,300,SPMV,SPMV_amd_cpu_2.csv
AMD_CPU-only_4t,AMD,BAND_TRIDIAG,,,4,omp,fp32,2.1835e-06,7.5339e-06,0.11268,1.5327e-06,0.0783099722,1.2477e-06,3.472e-07,0.06439,1.015e-06,0.0518570417,2.1733e-06,1.45525e-05,0.11214,1.8597e-06,0.0950131389,1.957263888888889e-05,1.0261,0.0,0.0016620863641017998,,,68.755,68.7525,1.0115,66814.5,1024,1024,3070,,300,SPMV,SPMV_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,BLOCK_DIAGONAL,,,4,omp,fp32,2.0487e-06,7.3795e-06,0.10711,1.4978e-06,0.0783099722,1.1618e-06,3.42e-07,0.06074,9.919e-07,0.0518570417,2.0489e-06,1.41967e-05,0.10712,1.8173e-06,0.0950131389,1.9126805555555556e-05,1.0236,0.0001,0.00384398586158045,,,54.22,54.2215,1.2271,27568.5,1024,1024,8192,,300,SPMV,SPMV_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,IRREGULAR_20,,,4,omp,fp32,2.2931e-06,7.792e-06,0.11268,1.5937e-06,0.0783099722,1.3104e-06,3.584e-07,0.06439,1.0553e-06,0.0518570417,2.2821e-06,1.51612e-05,0.11214,1.9336e-06,0.0950131389,2.0350555555555556e-05,1.0313,0.0002,0.01201171630896075,,,43.04,43.0441,1.6202,10164.0,1024,1024,20524,,300,SPMV,SPMV_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,RMAT_POWERLAW,,,4,omp,fp32,1.8311e-06,6.5959e-06,0.10711,1.3388e-06,0.0783099722,1.0384e-06,3.057e-07,0.06074,8.865e-07,0.0518570417,1.8313e-06,1.26892e-05,0.10712,1.6243e-06,0.0950131389,1.7095833333333333e-05,1.0575,0.0348,2.0189760416666664,,,7.695,7.6955,7.5339,31.0,1048576,1048576,31397168,,300,SPMV,SPMV_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,RMAT_POWERLAW_PERM,,,4,omp,fp32,2.1607e-06,7.7829e-06,0.10711,1.5797e-06,0.0783099722,1.2253e-06,3.607e-07,0.06074,1.0461e-06,0.0518570417,2.1609e-06,1.49727e-05,0.10712,1.9166e-06,0.0950131389,2.0172361111111112e-05,1.0741,0.015,1.0126642857142858,,,17.86,17.8591,3.7789,71.5,1048576,1048576,31403786,,300,SPMV,SPMV_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,STENCIL_27PT_3D,,,4,omp,fp32,2.1888e-06,7.4375e-06,0.11268,1.5211e-06,0.0783099722,1.2508e-06,3.421e-07,0.06439,1.0073e-06,0.0518570417,2.1783e-06,1.44714e-05,0.11214,1.8456e-06,0.0950131389,1.9424722222222225e-05,1.0298,0.0002,0.010624427734002,,,51.605,51.6028,1.2959,10811.0,1000,1000,21952,,300,SPMV,SPMV_amd_cpu_4.csv
